t /s	T /°C	HF /mw
17.721	175.965	-1.039
17.730	176.049	-1.038
17.738	176.131	-1.038
17.746	176.215	-1.038
17.755	176.298	-1.038
17.763	176.381	-1.038
17.771	176.465	-1.037
17.780	176.548	-1.037
17.788	176.631	-1.037
17.796	176.715	-1.037
17.805	176.798	-1.036
17.813	176.882	-1.036
17.821	176.965	-1.036
17.830	177.049	-1.036
17.838	177.132	-1.036
17.846	177.215	-1.036
17.855	177.299	-1.035
17.863	177.381	-1.035
17.871	177.465	-1.035
17.880	177.549	-1.035
17.888	177.631	-1.035
17.896	177.715	-1.034
17.905	177.798	-1.034
17.913	177.882	-1.034
17.921	177.965	-1.034
17.930	178.049	-1.034
17.938	178.131	-1.033
17.946	178.215	-1.033
17.955	178.299	-1.033
17.963	178.382	-1.033
17.971	178.465	-1.033
17.980	178.549	-1.032
17.988	178.632	-1.032
17.996	178.716	-1.032
18.005	178.799	-1.032
18.013	178.882	-1.032
18.021	178.965	-1.031
18.030	179.048	-1.031
18.038	179.132	-1.031
18.046	179.216	-1.031
18.055	179.299	-1.031
18.063	179.382	-1.030
18.071	179.465	-1.030
18.080	179.549	-1.030
18.088	179.633	-1.030
18.096	179.716	-1.030
18.105	179.799	-1.030
18.113	179.882	-1.030
18.121	179.966	-1.029
18.130	180.049	-1.029
18.138	180.133	-1.029
18.146	180.216	-1.029
18.155	180.299	-1.029
18.163	180.382	-1.029
18.171	180.465	-1.028
18.180	180.548	-1.028
18.188	180.632	-1.028
18.196	180.716	-1.028
18.205	180.798	-1.028
18.213	180.882	-1.028
18.221	180.966	-1.028
18.230	181.049	-1.027
18.238	181.132	-1.027
18.246	181.215	-1.027
18.255	181.298	-1.027
18.263	181.382	-1.027
18.271	181.465	-1.027
18.280	181.549	-1.027
18.288	181.632	-1.026
18.296	181.715	-1.026
18.305	181.798	-1.026
18.313	181.882	-1.026
18.321	181.964	-1.026
18.330	182.048	-1.025
18.338	182.132	-1.025
18.346	182.215	-1.025
18.355	182.298	-1.025
18.363	182.382	-1.025
18.371	182.465	-1.025
18.380	182.549	-1.024
18.388	182.631	-1.024
18.396	182.715	-1.024
18.405	182.799	-1.024
18.413	182.882	-1.024
18.421	182.966	-1.023
18.430	183.048	-1.023
18.438	183.132	-1.023
18.446	183.215	-1.023
18.455	183.299	-1.023
18.463	183.382	-1.022
18.471	183.465	-1.022
18.480	183.549	-1.022
18.488	183.632	-1.022
18.496	183.715	-1.022
18.505	183.798	-1.021
18.513	183.882	-1.021
18.521	183.965	-1.021
18.530	184.048	-1.021
18.538	184.132	-1.021
18.546	184.215	-1.020
18.555	184.298	-1.020
18.563	184.382	-1.020
18.571	184.465	-1.020
18.580	184.549	-1.020
18.588	184.632	-1.020
18.596	184.715	-1.019
18.605	184.798	-1.019
18.613	184.882	-1.019
18.621	184.965	-1.019
18.630	185.048	-1.019
18.638	185.131	-1.019
18.646	185.215	-1.018
18.655	185.298	-1.018
18.663	185.382	-1.018
18.671	185.465	-1.018
18.680	185.548	-1.018
18.688	185.631	-1.018
18.696	185.716	-1.018
18.705	185.799	-1.017
18.713	185.882	-1.017
18.721	185.965	-1.017
18.730	186.048	-1.017
18.738	186.132	-1.017
18.746	186.215	-1.017
18.755	186.298	-1.017
18.763	186.382	-1.017
18.771	186.465	-1.016
18.780	186.548	-1.016
18.788	186.631	-1.016
18.796	186.715	-1.016
18.805	186.798	-1.016
18.813	186.881	-1.016
18.821	186.965	-1.016
18.830	187.048	-1.016
18.838	187.131	-1.015
18.846	187.215	-1.015
18.855	187.299	-1.015
18.863	187.381	-1.015
18.871	187.465	-1.015
18.880	187.548	-1.015
18.888	187.631	-1.015
18.896	187.715	-1.015
18.905	187.798	-1.015
18.913	187.882	-1.014
18.921	187.965	-1.014
18.930	188.048	-1.014
18.938	188.132	-1.014
18.946	188.214	-1.014
18.955	188.298	-1.014
18.963	188.381	-1.014
18.971	188.465	-1.014
18.980	188.548	-1.014
18.988	188.631	-1.014
18.996	188.715	-1.013
19.005	188.798	-1.013
19.013	188.882	-1.013
19.021	188.964	-1.013
19.030	189.048	-1.013
19.038	189.131	-1.013
19.046	189.215	-1.013
19.055	189.298	-1.013
19.063	189.382	-1.013
19.071	189.465	-1.013
19.080	189.548	-1.013
19.088	189.631	-1.012
19.096	189.715	-1.012
19.105	189.798	-1.012
19.113	189.881	-1.012
19.121	189.965	-1.012
19.130	190.048	-1.012
19.138	190.131	-1.012
19.146	190.214	-1.012
19.155	190.298	-1.012
19.163	190.381	-1.012
19.171	190.464	-1.012
19.180	190.548	-1.012
19.188	190.631	-1.011
19.196	190.714	-1.011
19.205	190.798	-1.011
19.213	190.881	-1.011
19.221	190.964	-1.011
19.230	191.048	-1.011
19.238	191.131	-1.011
19.246	191.214	-1.011
19.255	191.298	-1.011
19.263	191.381	-1.011
19.271	191.465	-1.011
19.280	191.548	-1.011
19.288	191.631	-1.010
19.296	191.714	-1.010
19.305	191.798	-1.010
19.313	191.881	-1.010
19.321	191.964	-1.010
19.330	192.048	-1.010
19.338	192.131	-1.010
19.346	192.214	-1.010
19.355	192.298	-1.010
19.363	192.381	-1.010
19.371	192.464	-1.010
19.380	192.548	-1.009
19.388	192.631	-1.009
19.396	192.714	-1.009
19.405	192.797	-1.009
19.413	192.881	-1.009
19.421	192.964	-1.009
19.430	193.048	-1.009
19.438	193.131	-1.009
19.446	193.214	-1.009
19.455	193.297	-1.009
19.463	193.381	-1.009
19.471	193.464	-1.009
19.480	193.548	-1.009
19.488	193.631	-1.009
19.496	193.714	-1.009
19.505	193.798	-1.009
19.513	193.881	-1.009
19.521	193.964	-1.008
19.530	194.048	-1.008
19.538	194.131	-1.008
19.546	194.214	-1.008
19.555	194.297	-1.008
19.563	194.380	-1.008
19.571	194.464	-1.008
19.580	194.547	-1.008
19.588	194.631	-1.008
19.596	194.714	-1.008
19.605	194.798	-1.008
19.613	194.881	-1.008
19.621	194.964	-1.008
19.630	195.047	-1.008
19.638	195.131	-1.008
19.646	195.214	-1.007
19.655	195.298	-1.007
19.663	195.381	-1.007
19.671	195.464	-1.007
19.680	195.547	-1.007
19.688	195.631	-1.007
19.696	195.714	-1.007
19.705	195.797	-1.007
19.713	195.881	-1.007
19.721	195.964	-1.007
19.730	196.047	-1.007
19.738	196.131	-1.007
19.746	196.214	-1.007
19.755	196.297	-1.007
19.763	196.381	-1.007
19.771	196.464	-1.007
19.780	196.547	-1.006
19.788	196.630	-1.006
19.796	196.714	-1.006
19.805	196.797	-1.006
19.813	196.880	-1.006
19.821	196.964	-1.006
19.830	197.047	-1.006
19.838	197.131	-1.006
19.846	197.214	-1.006
19.855	197.297	-1.006
19.863	197.380	-1.006
19.871	197.463	-1.006
19.880	197.547	-1.006
19.888	197.631	-1.006
19.896	197.714	-1.005
19.905	197.797	-1.005
19.913	197.880	-1.005
19.921	197.963	-1.005
19.930	198.047	-1.005
19.938	198.131	-1.005
19.946	198.214	-1.005
19.955	198.297	-1.005
19.963	198.381	-1.005
19.971	198.463	-1.005
19.980	198.547	-1.005
19.988	198.630	-1.005
19.996	198.714	-1.005
20.005	198.797	-1.005
20.013	198.880	-1.005
20.021	198.964	-1.005
20.030	199.047	-1.005
20.038	199.130	-1.005
20.046	199.213	-1.005
20.055	199.297	-1.005
20.063	199.380	-1.005
20.071	199.463	-1.005
20.080	199.546	-1.005
20.088	199.630	-1.005
20.096	199.713	-1.005
20.105	199.797	-1.005
20.113	199.881	-1.005
20.121	199.963	-1.005
20.130	200.047	-1.005
20.138	200.130	-1.005
20.146	200.213	-1.004
20.155	200.296	-1.004
20.163	200.380	-1.004
20.171	200.464	-1.004
20.180	200.546	-1.004
20.188	200.630	-1.004
20.196	200.713	-1.004
20.205	200.797	-1.004
20.213	200.880	-1.004
20.221	200.964	-1.004
20.230	201.047	-1.004
20.238	201.130	-1.004
20.246	201.214	-1.004
20.255	201.297	-1.004
20.263	201.380	-1.004
20.271	201.464	-1.004
20.280	201.547	-1.004
20.288	201.630	-1.004
20.296	201.713	-1.004
20.305	201.797	-1.004
20.313	201.880	-1.004
20.321	201.963	-1.004
20.330	202.047	-1.003
20.338	202.130	-1.003
20.346	202.213	-1.003
20.355	202.297	-1.003
20.363	202.380	-1.003
20.371	202.463	-1.003
20.380	202.547	-1.003
20.388	202.629	-1.003
20.396	202.713	-1.003
20.405	202.796	-1.003
20.413	202.879	-1.003
20.421	202.963	-1.003
20.430	203.046	-1.003
20.438	203.129	-1.003
20.446	203.212	-1.003
20.455	203.296	-1.002
20.463	203.380	-1.002
20.471	203.463	-1.002
20.480	203.546	-1.002
20.488	203.629	-1.002
20.496	203.713	-1.002
20.505	203.796	-1.002
20.513	203.879	-1.002
20.521	203.963	-1.002
20.530	204.046	-1.002
20.538	204.129	-1.002
20.546	204.212	-1.002
20.555	204.296	-1.002
20.563	204.378	-1.002
20.571	204.462	-1.001
20.580	204.546	-1.001
20.588	204.630	-1.001
20.596	204.713	-1.001
20.605	204.796	-1.001
20.613	204.879	-1.001
20.621	204.963	-1.001
20.630	205.045	-1.001
20.638	205.129	-1.001
20.646	205.212	-1.001
20.655	205.295	-1.000
20.663	205.379	-1.000
20.671	205.462	-1.000
20.680	205.546	-1.000
20.688	205.629	-1.000
20.696	205.712	-1.000
20.705	205.795	-1.000
20.713	205.879	-0.999
20.721	205.962	-0.999
20.730	206.046	-0.999
20.738	206.129	-0.999
20.746	206.212	-0.999
20.755	206.295	-0.999
20.763	206.379	-0.999
20.771	206.462	-0.999
20.780	206.545	-0.999
20.788	206.629	-0.998
20.796	206.713	-0.998
20.805	206.796	-0.998
20.813	206.879	-0.998
20.821	206.962	-0.998
20.830	207.045	-0.998
20.838	207.128	-0.998
20.846	207.212	-0.998
20.855	207.295	-0.998
20.863	207.379	-0.998
20.871	207.462	-0.997
20.880	207.545	-0.997
20.888	207.629	-0.997
20.896	207.712	-0.997
20.905	207.795	-0.997
20.913	207.878	-0.997
20.921	207.962	-0.997
20.930	208.045	-0.997
20.938	208.129	-0.997
20.946	208.212	-0.997
20.955	208.295	-0.997
20.963	208.378	-0.996
20.971	208.462	-0.996
20.980	208.545	-0.996
20.988	208.629	-0.996
20.996	208.712	-0.996
21.005	208.795	-0.996
21.013	208.879	-0.996
21.021	208.962	-0.996
21.030	209.045	-0.996
21.038	209.129	-0.996
21.046	209.212	-0.996
21.055	209.295	-0.996
21.063	209.379	-0.995
21.071	209.461	-0.995
21.080	209.545	-0.995
21.088	209.628	-0.995
21.096	209.711	-0.995
21.105	209.794	-0.995
21.113	209.878	-0.995
21.121	209.961	-0.995
21.130	210.045	-0.995
21.138	210.128	-0.995
21.146	210.211	-0.995
21.155	210.294	-0.995
21.163	210.378	-0.995
21.171	210.461	-0.995
21.180	210.545	-0.995
21.188	210.628	-0.995
21.196	210.711	-0.995
21.205	210.795	-0.995
21.213	210.878	-0.995
21.221	210.961	-0.995
21.230	211.044	-0.995
21.238	211.127	-0.995
21.246	211.211	-0.995
21.255	211.294	-0.995
21.263	211.378	-0.994
21.271	211.461	-0.994
21.280	211.544	-0.994
21.288	211.627	-0.994
21.296	211.711	-0.994
21.305	211.794	-0.994
21.313	211.877	-0.994
21.321	211.960	-0.994
21.330	212.044	-0.994
21.338	212.127	-0.994
21.346	212.210	-0.994
21.355	212.294	-0.994
21.363	212.377	-0.994
21.371	212.461	-0.994
21.380	212.544	-0.994
21.388	212.627	-0.994
21.396	212.710	-0.994
21.405	212.794	-0.994
21.413	212.878	-0.994
21.421	212.961	-0.994
21.430	213.044	-0.994
21.438	213.128	-0.994
21.446	213.210	-0.994
21.455	213.293	-0.994
21.463	213.377	-0.994
21.471	213.461	-0.994
21.480	213.543	-0.994
21.488	213.627	-0.994
21.496	213.711	-0.994
21.505	213.793	-0.994
21.513	213.877	-0.994
21.521	213.960	-0.994
21.530	214.043	-0.994
21.538	214.126	-0.994
21.546	214.210	-0.994
21.555	214.293	-0.994
21.563	214.377	-0.994
21.571	214.461	-0.994
21.580	214.544	-0.994
21.588	214.627	-0.994
21.596	214.710	-0.994
21.605	214.793	-0.994
21.613	214.876	-0.994
21.621	214.960	-0.994
21.630	215.043	-0.994
21.638	215.126	-0.993
21.646	215.209	-0.993
21.655	215.293	-0.993
21.663	215.377	-0.993
21.671	215.460	-0.993
21.680	215.543	-0.993
21.688	215.627	-0.993
21.696	215.710	-0.993
21.705	215.793	-0.993
21.713	215.876	-0.993
21.721	215.960	-0.993
21.730	216.043	-0.993
21.738	216.127	-0.993
21.746	216.209	-0.993
21.755	216.293	-0.993
21.763	216.377	-0.993
21.771	216.460	-0.993
21.780	216.543	-0.993
21.788	216.626	-0.993
21.796	216.710	-0.993
21.805	216.792	-0.993
21.813	216.877	-0.993
21.821	216.960	-0.993
21.830	217.043	-0.993
21.838	217.127	-0.993
21.846	217.209	-0.993
21.855	217.293	-0.993
21.863	217.376	-0.993
21.871	217.460	-0.993
21.880	217.543	-0.993
21.888	217.626	-0.993
21.896	217.710	-0.993
21.905	217.793	-0.993
21.913	217.876	-0.993
21.921	217.959	-0.993
21.930	218.043	-0.993
21.938	218.127	-0.993
21.946	218.210	-0.993
21.955	218.293	-0.993
21.963	218.376	-0.993
21.971	218.459	-0.994
21.980	218.542	-0.994
21.988	218.626	-0.994
21.996	218.709	-0.994
22.005	218.793	-0.994
22.013	218.876	-0.994
22.021	218.959	-0.994
22.030	219.043	-0.994
22.038	219.126	-0.994
22.046	219.210	-0.994
22.055	219.293	-0.994
22.063	219.376	-0.994
22.071	219.459	-0.994
22.080	219.543	-0.995
22.088	219.626	-0.995
22.096	219.709	-0.995
22.105	219.793	-0.995
22.113	219.876	-0.995
22.121	219.959	-0.995
22.130	220.042	-0.995
22.138	220.126	-0.995
22.146	220.209	-0.995
22.155	220.293	-0.995
22.163	220.376	-0.995
22.171	220.459	-0.996
22.180	220.543	-0.996
22.188	220.626	-0.996
22.196	220.709	-0.996
22.205	220.792	-0.996
22.213	220.876	-0.996
22.221	220.959	-0.996
22.230	221.043	-0.996
22.238	221.126	-0.996
22.246	221.209	-0.996
22.255	221.292	-0.997
22.263	221.376	-0.997
22.271	221.459	-0.997
22.280	221.542	-0.997
22.288	221.626	-0.997
22.296	221.709	-0.997
22.305	221.792	-0.997
22.313	221.876	-0.997
22.321	221.959	-0.997
22.330	222.042	-0.997
22.338	222.125	-0.998
22.346	222.209	-0.998
22.355	222.292	-0.998
22.363	222.375	-0.998
22.371	222.458	-0.998
22.380	222.542	-0.998
22.388	222.625	-0.998
22.396	222.708	-0.998
22.405	222.792	-0.998
22.413	222.875	-0.998
22.421	222.959	-0.998
22.430	223.041	-0.999
22.438	223.125	-0.999
22.446	223.208	-0.999
22.455	223.292	-0.999
22.463	223.375	-0.999
22.471	223.458	-0.999
22.480	223.541	-0.999
22.488	223.625	-0.999
22.496	223.709	-1.000
22.505	223.792	-1.000
22.513	223.875	-1.000
22.521	223.958	-1.000
22.530	224.042	-1.000
22.538	224.125	-1.000
22.546	224.209	-1.000
22.555	224.292	-1.001
22.563	224.375	-1.001
22.571	224.458	-1.001
22.580	224.542	-1.001
22.588	224.624	-1.001
22.596	224.708	-1.002
22.605	224.792	-1.002
22.613	224.875	-1.002
22.621	224.958	-1.002
22.630	225.042	-1.002
22.638	225.125	-1.003
22.646	225.209	-1.003
22.655	225.291	-1.003
22.663	225.375	-1.003
22.671	225.458	-1.004
22.680	225.542	-1.004
22.688	225.625	-1.004
22.696	225.708	-1.004
22.705	225.792	-1.005
22.713	225.875	-1.005
22.721	225.958	-1.005
22.730	226.042	-1.005
22.738	226.125	-1.006
22.746	226.208	-1.006
22.755	226.291	-1.006
22.763	226.375	-1.007
22.771	226.458	-1.007
22.780	226.541	-1.007
22.788	226.625	-1.008
22.796	226.708	-1.008
22.805	226.791	-1.008
22.813	226.874	-1.009
22.821	226.958	-1.009
22.830	227.041	-1.009
22.838	227.125	-1.010
22.846	227.208	-1.010
22.855	227.291	-1.010
22.863	227.374	-1.011
22.871	227.458	-1.011
22.880	227.542	-1.011
22.888	227.624	-1.012
22.896	227.707	-1.012
22.905	227.791	-1.012
22.913	227.874	-1.013
22.921	227.958	-1.013
22.930	228.041	-1.013
22.938	228.125	-1.014
22.946	228.207	-1.014
22.955	228.291	-1.015
22.963	228.374	-1.015
22.971	228.457	-1.015
22.980	228.541	-1.016
22.988	228.624	-1.016
22.996	228.707	-1.017
23.005	228.791	-1.017
23.013	228.873	-1.017
23.021	228.957	-1.018
23.030	229.041	-1.018
23.038	229.124	-1.019
23.046	229.207	-1.019
23.055	229.290	-1.019
23.063	229.374	-1.020
23.071	229.457	-1.020
23.080	229.541	-1.021
23.088	229.623	-1.021
23.096	229.706	-1.022
23.105	229.789	-1.022
23.113	229.873	-1.022
23.121	229.956	-1.023
23.130	230.040	-1.023
23.138	230.123	-1.024
23.146	230.206	-1.024
23.155	230.290	-1.024
23.163	230.373	-1.025
23.171	230.456	-1.025
23.180	230.540	-1.026
23.188	230.623	-1.026
23.196	230.706	-1.027
23.205	230.789	-1.027
23.213	230.873	-1.028
23.221	230.955	-1.028
23.230	231.039	-1.028
23.238	231.122	-1.029
23.246	231.206	-1.029
23.255	231.289	-1.030
23.263	231.372	-1.030
23.271	231.456	-1.031
23.280	231.539	-1.031
23.288	231.622	-1.031
23.296	231.706	-1.032
23.305	231.789	-1.032
23.313	231.872	-1.033
23.321	231.955	-1.033
23.330	232.039	-1.033
23.338	232.122	-1.034
23.346	232.205	-1.034
23.355	232.288	-1.035
23.363	232.372	-1.035
23.371	232.455	-1.036
23.380	232.538	-1.036
23.388	232.621	-1.036
23.396	232.705	-1.037
23.405	232.788	-1.037
23.413	232.871	-1.037
23.421	232.955	-1.038
23.430	233.038	-1.038
23.438	233.121	-1.038
23.446	233.205	-1.039
23.455	233.288	-1.039
23.463	233.372	-1.040
23.471	233.455	-1.040
23.480	233.538	-1.040
23.488	233.621	-1.041
23.496	233.704	-1.041
23.505	233.787	-1.041
23.513	233.871	-1.042
23.521	233.954	-1.042
23.530	234.037	-1.042
23.538	234.120	-1.043
23.546	234.204	-1.043
23.555	234.287	-1.044
23.563	234.370	-1.044
23.571	234.454	-1.045
23.580	234.537	-1.045
23.588	234.620	-1.045
23.596	234.703	-1.046
23.605	234.787	-1.046
23.613	234.870	-1.047
23.621	234.953	-1.047
23.630	235.037	-1.048
23.638	235.120	-1.048
23.646	235.203	-1.048
23.655	235.287	-1.049
23.663	235.369	-1.049
23.671	235.453	-1.050
23.680	235.536	-1.050
23.688	235.619	-1.051
23.696	235.703	-1.051
23.705	235.787	-1.052
23.713	235.869	-1.052
23.721	235.953	-1.053
23.730	236.036	-1.053
23.738	236.119	-1.054
23.746	236.203	-1.054
23.755	236.286	-1.055
23.763	236.369	-1.055
23.771	236.453	-1.056
23.780	236.536	-1.056
23.788	236.619	-1.057
23.796	236.702	-1.057
23.805	236.786	-1.058
23.813	236.869	-1.058
23.821	236.952	-1.059
23.830	237.035	-1.059
23.838	237.119	-1.060
23.846	237.202	-1.060
23.855	237.285	-1.061
23.863	237.368	-1.061
23.871	237.452	-1.062
23.880	237.535	-1.062
