t /s	T /°C	HF /mw
5.193	157.838	-6.594
5.195	157.920	-6.594
5.198	158.004	-6.594
5.200	158.087	-6.594
5.202	158.172	-6.595
5.204	158.252	-6.595
5.206	158.335	-6.595
5.209	158.422	-6.595
5.211	158.505	-6.595
5.213	158.588	-6.595
5.215	158.674	-6.595
5.217	158.756	-6.595
5.219	158.837	-6.595
5.222	158.916	-6.596
5.224	159.003	-6.596
5.226	159.085	-6.596
5.228	159.171	-6.597
5.230	159.251	-6.597
5.233	159.337	-6.597
5.235	159.423	-6.597
5.237	159.507	-6.598
5.239	159.591	-6.598
5.241	159.673	-6.599
5.244	159.757	-6.599
5.246	159.840	-6.599
5.248	159.922	-6.599
5.250	160.005	-6.600
5.252	160.086	-6.600
5.255	160.170	-6.601
5.257	160.259	-6.601
5.259	160.303	-6.601
5.261	160.383	-6.602
5.263	160.467	-6.602
5.266	160.550	-6.602
5.268	160.633	-6.603
5.270	160.741	-6.603
5.272	160.842	-6.602
5.274	160.926	-6.603
5.276	161.009	-6.602
5.279	161.093	-6.602
5.281	161.174	-6.602
5.283	161.262	-6.602
5.285	161.344	-6.601
5.287	161.428	-6.601
5.290	161.508	-6.601
5.292	161.593	-6.601
5.294	161.674	-6.601
5.296	161.760	-6.602
5.298	161.843	-6.602
5.301	161.924	-6.602
5.303	162.006	-6.603
5.305	162.091	-6.603
5.307	162.175	-6.604
5.309	162.256	-6.604
5.312	162.344	-6.605
5.314	162.428	-6.605
5.316	162.511	-6.605
5.318	162.595	-6.606
5.320	162.678	-6.606
5.323	162.760	-6.606
5.325	162.842	-6.606
5.327	162.922	-6.607
5.329	163.009	-6.607
5.331	163.093	-6.607
5.333	163.177	-6.607
5.336	163.258	-6.607
5.338	163.347	-6.607
5.340	163.429	-6.608
5.342	163.512	-6.608
5.344	163.595	-6.608
5.347	163.676	-6.608
5.349	163.757	-6.608
5.351	163.841	-6.608
5.353	163.928	-6.609
5.355	164.008	-6.609
5.358	164.091	-6.609
5.360	164.175	-6.609
5.362	164.260	-6.609
5.364	164.341	-6.609
5.366	164.426	-6.610
5.369	164.508	-6.610
5.371	164.591	-6.611
5.373	164.674	-6.611
5.375	164.759	-6.611
5.377	164.844	-6.611
5.379	164.927	-6.611
5.382	165.010	-6.612
5.384	165.094	-6.612
5.386	165.179	-6.612
5.388	165.257	-6.613
5.390	165.345	-6.613
5.393	165.425	-6.613
5.395	165.510	-6.612
5.397	165.594	-6.613
5.399	165.676	-6.613
5.401	165.760	-6.613
5.404	165.843	-6.614
5.406	165.922	-6.614
5.408	166.006	-6.614
5.410	166.088	-6.614
5.412	166.174	-6.614
5.415	166.259	-6.615
5.417	166.339	-6.615
5.419	166.421	-6.615
5.421	166.508	-6.615
5.423	166.589	-6.615
5.426	166.674	-6.616
5.428	166.753	-6.616
5.430	166.842	-6.616
5.432	166.923	-6.617
5.434	167.009	-6.617
5.436	167.095	-6.617
5.439	167.177	-6.617
5.441	167.257	-6.617
5.443	167.339	-6.618
5.445	167.423	-6.618
5.447	167.505	-6.618
5.450	167.592	-6.618
5.452	167.673	-6.619
5.454	167.757	-6.619
5.456	167.842	-6.619
5.458	167.928	-6.619
5.461	168.009	-6.620
5.463	168.095	-6.620
5.465	168.176	-6.621
5.467	168.260	-6.621
5.469	168.343	-6.621
5.472	168.426	-6.621
5.474	168.515	-6.621
5.476	168.593	-6.621
5.478	168.679	-6.621
5.480	168.759	-6.622
5.482	168.844	-6.622
5.485	168.914	-6.622
5.487	169.008	-6.622
5.489	169.088	-6.623
5.491	169.175	-6.624
5.493	169.262	-6.625
5.496	169.339	-6.626
5.498	169.421	-6.627
5.500	169.505	-6.628
5.502	169.589	-6.629
5.504	169.675	-6.629
5.507	169.757	-6.630
5.509	169.840	-6.630
5.511	169.924	-6.630
5.513	170.011	-6.630
5.515	170.089	-6.630
5.518	170.179	-6.630
5.520	170.256	-6.630
5.522	170.345	-6.630
5.524	170.429	-6.630
5.526	170.510	-6.630
5.529	170.592	-6.630
5.531	170.675	-6.631
5.533	170.760	-6.631
5.535	170.840	-6.631
5.537	170.922	-6.632
5.539	171.013	-6.632
5.542	171.093	-6.632
5.544	171.177	-6.633
5.546	171.262	-6.633
5.548	171.344	-6.634
5.550	171.426	-6.634
5.553	171.508	-6.634
5.555	171.591	-6.635
5.557	171.677	-6.635
5.559	171.757	-6.635
5.561	171.840	-6.636
5.564	171.928	-6.636
5.566	172.008	-6.637
5.568	172.091	-6.637
5.570	172.169	-6.638
5.572	172.260	-6.638
5.575	172.343	-6.638
5.577	172.426	-6.637
5.579	172.510	-6.637
5.581	172.594	-6.636
5.583	172.678	-6.636
5.586	172.763	-6.635
5.588	172.844	-6.634
5.590	172.928	-6.634
5.592	173.010	-6.633
5.594	173.092	-6.632
5.596	173.176	-6.632
5.599	173.257	-6.633
5.601	173.350	-6.633
5.603	173.428	-6.633
5.605	173.513	-6.634
5.607	173.594	-6.634
5.610	173.677	-6.634
5.612	173.763	-6.633
5.614	173.844	-6.634
5.616	173.929	-6.634
5.618	174.006	-6.634
5.621	174.093	-6.634
5.623	174.176	-6.635
5.625	174.258	-6.635
5.627	174.341	-6.635
5.629	174.424	-6.635
5.632	174.507	-6.636
5.634	174.592	-6.636
5.636	174.678	-6.636
5.638	174.760	-6.636
5.640	174.845	-6.636
5.642	174.926	-6.637
5.645	175.005	-6.637
5.647	175.091	-6.637
5.649	175.178	-6.637
5.651	175.256	-6.638
5.653	175.346	-6.638
5.656	175.426	-6.638
5.658	175.511	-6.638
5.660	175.602	-6.639
5.662	175.675	-6.639
5.664	175.762	-6.639
5.667	175.851	-6.639
5.669	175.923	-6.639
5.671	176.014	-6.639
5.673	176.096	-6.639
5.675	176.177	-6.639
5.678	176.262	-6.640
5.680	176.342	-6.640
5.682	176.429	-6.640
5.684	176.513	-6.640
5.686	176.598	-6.640
5.689	176.677	-6.640
5.691	176.760	-6.641
5.693	176.840	-6.641
5.695	176.923	-6.641
5.697	177.011	-6.641
5.699	177.094	-6.641
5.702	177.173	-6.641
5.704	177.259	-6.641
5.706	177.344	-6.641
5.708	177.427	-6.642
5.710	177.510	-6.642
5.713	177.590	-6.642
5.715	177.678	-6.642
5.717	177.764	-6.642
5.719	177.842	-6.642
5.721	177.924	-6.642
5.724	178.009	-6.642
5.726	178.093	-6.642
5.728	178.176	-6.642
5.730	178.260	-6.642
5.732	178.341	-6.642
5.735	178.423	-6.642
5.737	178.510	-6.643
5.739	178.589	-6.643
5.741	178.674	-6.643
5.743	178.756	-6.643
5.745	178.840	-6.643
5.748	178.920	-6.643
5.750	179.005	-6.643
5.752	179.090	-6.643
5.754	179.172	-6.643
5.756	179.258	-6.644
5.759	179.340	-6.644
5.761	179.422	-6.644
5.763	179.506	-6.644
5.765	179.592	-6.644
5.767	179.673	-6.644
5.770	179.759	-6.644
5.772	179.839	-6.644
5.774	179.924	-6.643
5.776	180.008	-6.643
5.778	180.092	-6.643
5.781	180.175	-6.643
5.783	180.260	-6.643
5.785	180.345	-6.643
5.787	180.426	-6.643
5.789	180.514	-6.643
5.792	180.592	-6.643
5.794	180.677	-6.643
5.796	180.757	-6.643
5.798	180.842	-6.643
5.800	180.923	-6.643
5.802	181.007	-6.643
5.805	181.089	-6.642
5.807	181.171	-6.643
5.809	181.256	-6.642
5.811	181.342	-6.642
5.813	181.426	-6.642
5.816	181.514	-6.642
5.818	181.594	-6.642
5.820	181.675	-6.642
5.822	181.761	-6.642
5.824	181.843	-6.642
5.827	181.929	-6.642
5.829	182.012	-6.642
5.831	182.098	-6.642
5.833	182.176	-6.642
5.835	182.261	-6.642
5.838	182.344	-6.643
5.840	182.430	-6.643
5.842	182.514	-6.643
5.844	182.595	-6.643
5.846	182.677	-6.643
5.849	182.766	-6.643
5.851	182.847	-6.643
5.853	182.927	-6.644
5.855	183.012	-6.644
5.857	183.095	-6.644
5.859	183.176	-6.644
5.862	183.265	-6.644
5.864	183.344	-6.644
5.866	183.430	-6.643
5.868	183.515	-6.644
5.870	183.594	-6.644
5.873	183.677	-6.645
5.875	183.763	-6.645
5.877	183.846	-6.645
5.879	183.929	-6.645
5.881	184.013	-6.644
5.884	184.094	-6.644
5.886	184.178	-6.645
5.888	184.266	-6.644
5.890	184.349	-6.644
5.892	184.430	-6.644
5.895	184.514	-6.644
5.897	184.596	-6.644
5.899	184.679	-6.644
5.901	184.764	-6.644
5.903	184.843	-6.644
5.905	184.931	-6.643
5.908	185.013	-6.643
5.910	185.095	-6.643
5.912	185.177	-6.643
5.914	185.266	-6.643
5.916	185.349	-6.643
5.919	185.426	-6.643
5.921	185.513	-6.643
5.923	185.595	-6.643
5.925	185.678	-6.643
5.927	185.759	-6.643
5.930	185.843	-6.644
5.932	185.927	-6.644
5.934	186.009	-6.644
5.936	186.094	-6.644
5.938	186.181	-6.643
5.941	186.266	-6.643
5.943	186.347	-6.643
5.945	186.428	-6.643
5.947	186.517	-6.643
5.949	186.600	-6.643
5.952	186.683	-6.642
5.954	186.766	-6.642
5.956	186.851	-6.642
5.958	186.933	-6.642
5.960	187.016	-6.642
5.962	187.100	-6.642
5.965	187.185	-6.642
5.967	187.267	-6.642
5.969	187.350	-6.643
5.971	187.433	-6.643
5.973	187.519	-6.643
5.976	187.600	-6.643
5.978	187.681	-6.643
5.980	187.765	-6.643
5.982	187.851	-6.643
5.984	187.935	-6.643
5.987	188.022	-6.643
5.989	188.100	-6.643
5.991	188.183	-6.642
5.993	188.265	-6.642
5.995	188.349	-6.642
5.998	188.435	-6.642
6.000	188.515	-6.642
6.002	188.600	-6.642
6.004	188.684	-6.641
6.006	188.765	-6.641
6.008	188.847	-6.641
6.011	188.931	-6.641
6.013	189.018	-6.641
6.015	189.100	-6.641
6.017	189.182	-6.641
6.019	189.262	-6.641
6.022	189.345	-6.641
6.024	189.432	-6.640
6.026	189.515	-6.641
6.028	189.598	-6.641
6.030	189.680	-6.640
6.033	189.765	-6.640
6.035	189.849	-6.639
6.037	189.935	-6.639
6.039	190.017	-6.638
6.041	190.101	-6.638
6.044	190.183	-6.637
6.046	190.266	-6.637
6.048	190.352	-6.636
6.050	190.436	-6.636
6.052	190.519	-6.635
6.055	190.605	-6.635
6.057	190.684	-6.634
6.059	190.770	-6.634
6.061	190.852	-6.634
6.063	190.933	-6.634
6.065	191.018	-6.634
6.068	191.102	-6.634
6.070	191.191	-6.633
6.072	191.269	-6.633
6.074	191.348	-6.633
6.076	191.432	-6.633
6.079	191.517	-6.633
6.081	191.601	-6.632
6.083	191.687	-6.632
6.085	191.771	-6.631
6.087	191.852	-6.631
6.090	191.933	-6.630
6.092	192.019	-6.630
6.094	192.103	-6.630
6.096	192.187	-6.630
6.098	192.269	-6.629
6.101	192.347	-6.629
6.103	192.436	-6.628
6.105	192.518	-6.627
6.107	192.601	-6.627
6.109	192.683	-6.626
6.112	192.766	-6.625
6.114	192.852	-6.624
6.116	192.934	-6.623
6.118	193.019	-6.623
6.120	193.101	-6.622
6.122	193.187	-6.621
6.125	193.271	-6.621
6.127	193.358	-6.621
6.129	193.439	-6.621
6.131	193.526	-6.621
6.133	193.608	-6.620
6.136	193.690	-6.620
6.138	193.776	-6.620
6.140	193.860	-6.619
6.142	193.940	-6.619
6.144	194.022	-6.619
6.147	194.106	-6.618
6.149	194.191	-6.618
6.151	194.273	-6.617
6.153	194.357	-6.617
6.155	194.443	-6.616
6.158	194.523	-6.616
6.160	194.605	-6.616
6.162	194.690	-6.616
6.164	194.776	-6.616
6.166	194.856	-6.615
6.168	194.938	-6.615
6.171	195.023	-6.614
6.173	195.107	-6.614
6.175	195.195	-6.614
6.177	195.279	-6.614
6.179	195.360	-6.613
6.182	195.445	-6.613
6.184	195.527	-6.613
6.186	195.609	-6.612
6.188	195.693	-6.612
6.190	195.773	-6.612
6.193	195.861	-6.611
6.195	195.946	-6.611
6.197	196.028	-6.610
6.199	196.111	-6.610
6.201	196.193	-6.609
6.204	196.274	-6.609
6.206	196.357	-6.608
6.208	196.440	-6.608
6.210	196.522	-6.608
6.212	196.604	-6.608
6.215	196.693	-6.607
6.217	196.775	-6.608
6.219	196.863	-6.608
6.221	196.941	-6.608
6.223	197.026	-6.608
6.225	197.109	-6.608
6.228	197.194	-6.608
6.230	197.275	-6.608
6.232	197.361	-6.608
6.234	197.445	-6.608
6.236	197.529	-6.608
6.239	197.613	-6.608
6.241	197.695	-6.608
6.243	197.773	-6.608
6.245	197.858	-6.608
6.247	197.943	-6.608
6.250	198.027	-6.608
6.252	198.107	-6.608
6.254	198.191	-6.608
6.256	198.277	-6.608
6.258	198.360	-6.608
6.261	198.446	-6.607
6.263	198.526	-6.607
6.265	198.611	-6.607
6.267	198.698	-6.608
6.269	198.778	-6.607
6.271	198.863	-6.607
6.274	198.950	-6.607
6.276	199.028	-6.607
6.278	199.113	-6.607
6.280	199.196	-6.607
6.282	199.279	-6.608
6.285	199.357	-6.608
6.287	199.444	-6.607
6.289	199.527	-6.607
6.291	199.609	-6.607
6.293	199.697	-6.606
6.296	199.774	-6.606
6.298	199.859	-6.606
6.300	199.946	-6.606
6.302	200.028	-6.605
6.304	200.113	-6.605
6.307	200.195	-6.605
6.309	200.280	-6.604
6.311	200.359	-6.604
6.313	200.444	-6.604
6.315	200.528	-6.604
6.318	200.611	-6.603
6.320	200.695	-6.603
6.322	200.776	-6.603
6.324	200.862	-6.603
6.326	200.947	-6.603
6.328	201.029	-6.602
6.331	201.110	-6.602
6.333	201.196	-6.602
6.335	201.279	-6.602
6.337	201.363	-6.603
6.339	201.447	-6.603
6.342	201.529	-6.603
6.344	201.613	-6.603
6.346	201.695	-6.603
6.348	201.776	-6.603
6.350	201.864	-6.603
6.353	201.945	-6.603
6.355	202.027	-6.603
6.357	202.112	-6.602
6.359	202.193	-6.602
6.361	202.277	-6.602
6.364	202.359	-6.602
6.366	202.441	-6.602
6.368	202.527	-6.602
6.370	202.609	-6.603
6.372	202.695	-6.603
6.375	202.777	-6.604
6.377	202.863	-6.604
6.379	202.945	-6.604
6.381	203.026	-6.605
6.383	203.113	-6.605
6.385	203.199	-6.605
6.388	203.280	-6.606
6.390	203.361	-6.606
6.392	203.450	-6.606
6.394	203.531	-6.607
6.396	203.616	-6.607
6.399	203.694	-6.607
6.401	203.779	-6.608
6.403	203.862	-6.608
6.405	203.950	-6.608
6.407	204.030	-6.609
6.410	204.116	-6.609
6.412	204.200	-6.609
6.414	204.280	-6.610
6.416	204.364	-6.610
6.418	204.447	-6.611
6.421	204.530	-6.611
6.423	204.613	-6.612
6.425	204.698	-6.613
6.427	204.781	-6.613
6.429	204.862	-6.614
6.431	204.949	-6.615
6.434	205.030	-6.615
6.436	205.113	-6.616
6.438	205.193	-6.617
6.440	205.281	-6.617
6.442	205.364	-6.617
6.445	205.448	-6.617
6.447	205.529	-6.618
6.449	205.614	-6.618
6.451	205.696	-6.619
6.453	205.780	-6.619
6.456	205.863	-6.620
6.458	205.948	-6.621
6.460	206.026	-6.621
6.462	206.111	-6.621
6.464	206.197	-6.622
6.467	206.282	-6.622
6.469	206.366	-6.623
6.471	206.443	-6.623
6.473	206.532	-6.623
6.475	206.613	-6.624
6.478	206.696	-6.624
6.480	206.781	-6.624
6.482	206.866	-6.624
6.484	206.948	-6.625
6.486	207.031	-6.626
6.488	207.116	-6.626
6.491	207.198	-6.627
6.493	207.280	-6.627
6.495	207.360	-6.628
6.497	207.447	-6.628
6.499	207.531	-6.629
6.502	207.619	-6.629
6.504	207.699	-6.630
6.506	207.782	-6.630
6.508	207.866	-6.631
6.510	207.951	-6.631
6.513	208.034	-6.632
6.515	208.121	-6.632
6.517	208.204	-6.633
6.519	208.287	-6.633
6.521	208.368	-6.634
6.524	208.451	-6.634
6.526	208.534	-6.634
6.528	208.616	-6.635
6.530	208.703	-6.635
6.532	208.784	-6.636
6.534	208.868	-6.637
6.537	208.946	-6.637
6.539	209.033	-6.638
6.541	209.116	-6.637
6.543	209.203	-6.638
6.545	209.282	-6.638
6.548	209.365	-6.639
6.550	209.449	-6.639
6.552	209.532	-6.640
6.554	209.616	-6.640
6.556	209.700	-6.640
6.559	209.785	-6.640
6.561	209.865	-6.640
6.563	209.951	-6.641
6.565	210.027	-6.641
6.567	210.112	-6.641
6.570	210.201	-6.641
6.572	210.283	-6.641
6.574	210.368	-6.641
6.576	210.450	-6.641
6.578	210.532	-6.641
6.581	210.614	-6.642
6.583	210.700	-6.642
6.585	210.785	-6.642
6.587	210.866	-6.642
6.589	210.952	-6.643
6.591	211.029	-6.644
6.594	211.115	-6.644
6.596	211.201	-6.644
6.598	211.283	-6.645
6.600	211.365	-6.645
6.602	211.454	-6.646
6.605	211.537	-6.646
6.607	211.620	-6.646
6.609	211.698	-6.646
6.611	211.784	-6.646
6.613	211.867	-6.646
6.616	211.947	-6.646
6.618	212.032	-6.646
6.620	212.117	-6.646
6.622	212.200	-6.646
6.624	212.285	-6.645
6.627	212.369	-6.645
6.629	212.447	-6.646
6.631	212.538	-6.646
6.633	212.621	-6.646
6.635	212.705	-6.646
6.638	212.788	-6.646
6.640	212.870	-6.646
6.642	212.952	-6.646
6.644	213.034	-6.647
6.646	213.119	-6.647
6.648	213.205	-6.647
6.651	213.285	-6.647
6.653	213.365	-6.647
6.655	213.451	-6.648
6.657	213.533	-6.648
6.659	213.619	-6.648
6.662	213.697	-6.648
6.664	213.783	-6.648
6.666	213.866	-6.648
6.668	213.953	-6.648
6.670	214.030	-6.648
6.673	214.116	-6.648
6.675	214.201	-6.648
6.677	214.284	-6.649
6.679	214.372	-6.649
6.681	214.455	-6.649
6.684	214.530	-6.650
6.686	214.615	-6.650
6.688	214.701	-6.650
6.690	214.788	-6.650
6.692	214.869	-6.651
6.694	214.948	-6.651
6.697	215.037	-6.651
6.699	215.123	-6.651
6.701	215.201	-6.651
6.703	215.288	-6.651
6.705	215.366	-6.651
6.708	215.453	-6.651
6.710	215.537	-6.651
6.712	215.617	-6.650
6.714	215.700	-6.650
6.716	215.789	-6.650
6.719	215.872	-6.649
6.721	215.956	-6.650
6.723	216.039	-6.650
6.725	216.119	-6.650
6.727	216.202	-6.649
6.730	216.287	-6.650
6.732	216.369	-6.649
6.734	216.454	-6.649
6.736	216.538	-6.649
6.738	216.620	-6.649
6.741	216.706	-6.648
6.743	216.788	-6.648
6.745	216.874	-6.647
6.747	216.957	-6.647
6.749	217.040	-6.647
6.751	217.124	-6.647
6.754	217.209	-6.647
6.756	217.291	-6.647
6.758	217.371	-6.647
6.760	217.457	-6.647
6.762	217.543	-6.647
6.765	217.624	-6.648
6.767	217.704	-6.648
6.769	217.790	-6.648
6.771	217.871	-6.648
6.773	217.961	-6.648
6.776	218.043	-6.648
6.778	218.123	-6.648
6.780	218.206	-6.648
6.782	218.289	-6.649
6.784	218.372	-6.648
6.787	218.453	-6.648
6.789	218.542	-6.648
6.791	218.625	-6.648
6.793	218.712	-6.648
6.795	218.794	-6.647
6.797	218.876	-6.647
6.800	218.959	-6.647
6.802	219.039	-6.647
6.804	219.122	-6.646
6.806	219.206	-6.646
6.808	219.290	-6.646
6.811	219.371	-6.646
6.813	219.456	-6.646
6.815	219.541	-6.646
6.817	219.626	-6.646
6.819	219.709	-6.646
6.822	219.789	-6.646
6.824	219.876	-6.646
6.826	219.956	-6.646
6.828	220.041	-6.646
6.830	220.127	-6.646
6.833	220.207	-6.646
6.835	220.287	-6.647
6.837	220.374	-6.647
6.839	220.459	-6.646
6.841	220.541	-6.647
6.844	220.625	-6.647
6.846	220.705	-6.647
6.848	220.791	-6.646
6.850	220.875	-6.646
6.852	220.956	-6.646
6.854	221.039	-6.646
6.857	221.121	-6.645
6.859	221.209	-6.645
6.861	221.290	-6.645
6.863	221.377	-6.644
6.865	221.460	-6.644
6.868	221.542	-6.644
6.870	221.623	-6.644
6.872	221.708	-6.644
6.874	221.795	-6.643
6.876	221.876	-6.643
6.879	221.960	-6.643
6.881	222.043	-6.643
6.883	222.127	-6.643
6.885	222.209	-6.643
6.887	222.294	-6.643
6.890	222.377	-6.643
6.892	222.460	-6.643
6.894	222.541	-6.642
6.896	222.628	-6.642
6.898	222.711	-6.642
6.901	222.790	-6.641
6.903	222.872	-6.641
6.905	222.957	-6.641
6.907	223.040	-6.641
6.909	223.123	-6.641
6.911	223.207	-6.641
6.914	223.291	-6.641
6.916	223.378	-6.641
6.918	223.458	-6.641
6.920	223.541	-6.641
6.922	223.623	-6.642
6.925	223.705	-6.642
6.927	223.792	-6.642
6.929	223.878	-6.641
6.931	223.961	-6.641
6.933	224.043	-6.641
6.936	224.121	-6.642
6.938	224.210	-6.642
6.940	224.292	-6.642
6.942	224.373	-6.642
6.944	224.458	-6.642
6.947	224.540	-6.642
6.949	224.626	-6.642
6.951	224.707	-6.642
6.953	224.792	-6.641
6.955	224.876	-6.641
6.957	224.962	-6.641
6.960	225.046	-6.641
6.962	225.126	-6.640
6.964	225.208	-6.640
6.966	225.290	-6.640
6.968	225.375	-6.640
6.971	225.462	-6.640
6.973	225.543	-6.640
6.975	225.627	-6.640
6.977	225.710	-6.639
6.979	225.795	-6.639
6.982	225.880	-6.639
6.984	225.960	-6.639
6.986	226.043	-6.639
6.988	226.128	-6.639
6.990	226.209	-6.640
6.993	226.293	-6.640
6.995	226.373	-6.639
6.997	226.461	-6.640
6.999	226.540	-6.640
7.001	226.629	-6.639
7.004	226.711	-6.639
7.006	226.792	-6.639
7.008	226.874	-6.639
7.010	226.957	-6.639
7.012	227.039	-6.639
7.014	227.124	-6.639
7.017	227.209	-6.639
7.019	227.288	-6.639
7.021	227.373	-6.639
7.023	227.454	-6.639
7.025	227.539	-6.638
7.028	227.621	-6.638
7.030	227.706	-6.638
7.032	227.790	-6.637
7.034	227.875	-6.637
7.036	227.959	-6.636
7.039	228.045	-6.636
7.041	228.127	-6.635
7.043	228.211	-6.634
7.045	228.294	-6.634
7.047	228.378	-6.634
7.050	228.458	-6.634
7.052	228.547	-6.633
7.054	228.626	-6.633
7.056	228.707	-6.633
