t /s	T /°C	HF /mw
10.088	396.500	-4.883
10.096	396.668	-4.883
10.104	396.833	-4.884
10.113	396.999	-4.884
10.121	397.171	-4.885
10.129	397.333	-4.885
10.138	397.502	-4.886
10.146	397.669	-4.886
10.154	397.841	-4.887
10.163	398.008	-4.888
10.171	398.175	-4.888
10.179	398.344	-4.889
10.188	398.513	-4.890
10.196	398.685	-4.891
10.204	398.852	-4.891
10.213	399.018	-4.892
10.221	399.186	-4.892
10.229	399.357	-4.893
10.238	399.522	-4.893
10.246	399.691	-4.894
10.254	399.857	-4.894
10.263	400.024	-4.895
10.271	400.193	-4.896
10.279	400.359	-4.896
10.288	400.533	-4.898
10.296	400.703	-4.899
10.304	400.869	-4.899
10.313	401.036	-4.900
10.321	401.204	-4.901
10.329	401.374	-4.902
10.338	401.545	-4.903
10.346	401.715	-4.904
10.354	401.883	-4.905
10.363	402.048	-4.905
10.371	402.217	-4.906
10.379	402.383	-4.907
10.388	402.551	-4.907
10.396	402.723	-4.909
10.404	402.892	-4.909
10.413	403.057	-4.910
10.421	403.224	-4.910
10.429	403.395	-4.911
10.438	403.561	-4.912
10.446	403.728	-4.913
10.454	403.899	-4.913
10.463	404.066	-4.914
10.471	404.237	-4.915
10.479	404.401	-4.915
10.488	404.574	-4.916
10.496	404.745	-4.916
10.504	404.910	-4.917
10.513	405.077	-4.918
10.521	405.241	-4.918
10.529	405.408	-4.919
10.538	405.580	-4.920
10.546	405.744	-4.921
10.554	405.915	-4.922
10.563	406.082	-4.923
10.571	406.251	-4.924
10.579	406.419	-4.925
10.588	406.586	-4.926
10.596	406.751	-4.927
10.604	406.924	-4.928
10.613	407.089	-4.928
10.621	407.258	-4.930
10.629	407.423	-4.930
10.638	407.596	-4.931
10.646	407.766	-4.932
10.654	407.934	-4.932
10.663	408.099	-4.933
10.671	408.266	-4.934
10.679	408.438	-4.935
10.688	408.609	-4.936
10.696	408.776	-4.936
10.704	408.941	-4.936
10.713	409.110	-4.937
10.721	409.279	-4.938
10.729	409.449	-4.939
10.738	409.616	-4.940
10.746	409.781	-4.940
10.754	409.945	-4.941
10.763	410.117	-4.942
10.771	410.284	-4.943
10.779	410.459	-4.944
10.788	410.626	-4.945
10.796	410.790	-4.945
10.804	410.962	-4.946
10.813	411.127	-4.947
10.821	411.297	-4.948
10.829	411.465	-4.948
10.838	411.629	-4.948
10.846	411.798	-4.949
10.854	411.971	-4.950
10.863	412.136	-4.951
10.871	412.306	-4.952
10.879	412.472	-4.952
10.888	412.643	-4.953
10.896	412.811	-4.954
10.904	412.976	-4.955
10.913	413.142	-4.955
10.921	413.313	-4.956
10.929	413.480	-4.957
10.938	413.649	-4.957
10.946	413.819	-4.958
10.954	413.985	-4.958
10.963	414.149	-4.958
10.971	414.325	-4.959
10.979	414.493	-4.959
10.988	414.657	-4.959
10.996	414.825	-4.960
11.004	414.996	-4.961
11.013	415.165	-4.962
11.021	415.332	-4.962
11.029	415.497	-4.963
11.038	415.669	-4.964
11.046	415.835	-4.964
11.054	415.999	-4.965
11.063	416.169	-4.965
11.071	416.337	-4.966
11.079	416.503	-4.966
11.088	416.671	-4.966
11.096	416.841	-4.967
11.104	417.009	-4.967
11.113	417.178	-4.968
11.121	417.342	-4.968
11.129	417.508	-4.968
11.138	417.677	-4.969
11.146	417.851	-4.969
11.154	418.014	-4.969
11.163	418.181	-4.970
11.171	418.349	-4.970
11.179	418.515	-4.970
11.188	418.688	-4.971
11.196	418.857	-4.971
11.204	419.024	-4.971
11.213	419.193	-4.972
11.221	419.360	-4.972
11.229	419.528	-4.973
11.238	419.692	-4.973
11.246	419.862	-4.974
11.254	420.028	-4.974
11.263	420.197	-4.975
11.271	420.365	-4.975
11.279	420.539	-4.976
11.288	420.698	-4.976
11.296	420.871	-4.977
11.304	421.037	-4.977
11.313	421.206	-4.977
11.321	421.370	-4.978
11.329	421.543	-4.978
11.338	421.709	-4.979
11.346	421.880	-4.979
11.354	422.046	-4.979
11.363	422.215	-4.980
11.371	422.385	-4.980
11.379	422.557	-4.980
11.388	422.722	-4.979
11.396	422.889	-4.979
11.404	423.060	-4.979
11.413	423.224	-4.978
11.421	423.395	-4.978
11.429	423.564	-4.978
11.438	423.726	-4.977
11.446	423.895	-4.977
11.454	424.065	-4.977
11.463	424.231	-4.977
11.471	424.395	-4.977
11.479	424.566	-4.978
11.488	424.729	-4.977
11.496	424.902	-4.977
11.504	425.071	-4.977
11.513	425.238	-4.977
11.521	425.407	-4.976
11.529	425.576	-4.976
11.538	425.741	-4.976
11.546	425.911	-4.975
11.554	426.072	-4.974
11.563	426.248	-4.974
11.571	426.415	-4.974
11.579	426.584	-4.973
11.588	426.748	-4.972
11.596	426.908	-4.971
11.604	427.080	-4.971
11.613	427.247	-4.970
11.621	427.417	-4.969
11.629	427.584	-4.969
11.638	427.757	-4.969
11.646	427.924	-4.968
11.654	428.092	-4.967
11.663	428.258	-4.966
11.671	428.426	-4.966
11.679	428.593	-4.965
11.688	428.761	-4.964
11.696	428.930	-4.964
11.704	429.101	-4.963
11.713	429.269	-4.962
11.721	429.434	-4.961
11.729	429.605	-4.961
11.738	429.770	-4.961
11.746	429.940	-4.961
11.754	430.111	-4.961
11.763	430.274	-4.960
11.771	430.444	-4.960
11.779	430.611	-4.960
11.788	430.777	-4.960
11.796	430.942	-4.960
11.804	431.114	-4.960
11.813	431.283	-4.960
11.821	431.452	-4.961
11.829	431.620	-4.961
11.838	431.788	-4.961
11.846	431.959	-4.961
11.854	432.124	-4.961
11.863	432.291	-4.961
11.871	432.459	-4.961
11.879	432.625	-4.962
11.888	432.789	-4.961
11.896	432.962	-4.962
11.904	433.125	-4.962
11.913	433.297	-4.962
11.921	433.463	-4.962
11.929	433.628	-4.962
11.938	433.798	-4.963
11.946	433.964	-4.963
11.954	434.133	-4.963
11.963	434.302	-4.963
11.971	434.467	-4.963
11.979	434.640	-4.964
11.988	434.804	-4.964
11.996	434.977	-4.965
12.004	435.143	-4.965
12.013	435.306	-4.966
12.021	435.477	-4.967
12.029	435.648	-4.968
12.038	435.809	-4.968
12.046	435.979	-4.969
12.054	436.141	-4.970
12.063	436.309	-4.971
12.071	436.476	-4.972
12.079	436.642	-4.973
12.088	436.811	-4.975
12.096	436.982	-4.976
12.104	437.146	-4.977
12.113	437.317	-4.979
12.121	437.484	-4.981
12.129	437.655	-4.983
12.138	437.818	-4.985
12.146	437.983	-4.986
12.154	438.150	-4.988
12.163	438.317	-4.990
12.171	438.483	-4.992
12.179	438.653	-4.994
12.188	438.828	-4.997
12.196	438.986	-4.998
12.204	439.150	-5.000
12.213	439.324	-5.003
12.221	439.491	-5.005
12.229	439.657	-5.007
12.238	439.828	-5.010
12.246	439.989	-5.011
12.254	440.159	-5.014
12.263	440.327	-5.015
12.271	440.492	-5.017
12.279	440.663	-5.019
12.288	440.832	-5.021
12.296	441.002	-5.023
12.304	441.161	-5.024
12.313	441.327	-5.026
12.321	441.494	-5.027
12.329	441.663	-5.029
12.338	441.831	-5.030
12.346	441.999	-5.031
12.354	442.168	-5.032
12.363	442.337	-5.033
12.371	442.502	-5.034
12.379	442.668	-5.036
12.388	442.837	-5.037
12.396	443.005	-5.038
12.404	443.172	-5.039
12.413	443.341	-5.040
12.421	443.506	-5.041
12.429	443.675	-5.042
12.438	443.843	-5.043
12.446	444.010	-5.044
12.454	444.174	-5.045
12.463	444.342	-5.046
12.471	444.512	-5.047
12.479	444.680	-5.048
12.488	444.850	-5.049
12.496	445.019	-5.050
12.504	445.189	-5.051
12.513	445.354	-5.051
12.521	445.515	-5.052
12.529	445.687	-5.053
12.538	445.848	-5.053
12.546	446.018	-5.054
12.554	446.186	-5.055
12.563	446.356	-5.056
12.571	446.518	-5.056
12.579	446.689	-5.057
12.588	446.858	-5.057
12.596	447.024	-5.058
12.604	447.191	-5.058
12.613	447.359	-5.059
12.621	447.528	-5.060
12.629	447.693	-5.060
12.638	447.861	-5.061
12.646	448.029	-5.061
12.654	448.197	-5.062
12.663	448.364	-5.063
12.671	448.532	-5.064
12.679	448.700	-5.064
12.688	448.867	-5.064
12.696	449.038	-5.065
12.704	449.205	-5.065
12.713	449.371	-5.065
12.721	449.542	-5.065
12.729	449.707	-5.065
12.738	449.874	-5.065
12.746	450.043	-5.065
12.754	450.208	-5.065
12.763	450.375	-5.065
12.771	450.547	-5.065
12.779	450.709	-5.065
12.788	450.882	-5.065
12.796	451.047	-5.065
12.804	451.217	-5.065
12.813	451.383	-5.065
12.821	451.550	-5.065
12.829	451.720	-5.066
12.838	451.888	-5.066
12.846	452.054	-5.066
12.854	452.227	-5.066
12.863	452.394	-5.066
12.871	452.559	-5.067
12.879	452.734	-5.067
12.888	452.894	-5.067
12.896	453.062	-5.067
12.904	453.234	-5.068
12.913	453.399	-5.068
12.921	453.562	-5.068
12.929	453.734	-5.068
12.938	453.901	-5.068
12.946	454.068	-5.068
12.954	454.233	-5.068
12.963	454.404	-5.068
12.971	454.568	-5.068
12.979	454.736	-5.068
12.988	454.904	-5.068
12.996	455.073	-5.068
13.004	455.241	-5.068
13.013	455.408	-5.068
13.021	455.571	-5.068
13.029	455.741	-5.069
13.038	455.913	-5.069
13.046	456.073	-5.068
13.054	456.249	-5.069
13.063	456.411	-5.068
13.071	456.581	-5.068
13.079	456.751	-5.068
13.088	456.917	-5.068
13.096	457.089	-5.068
13.104	457.257	-5.068
13.113	457.420	-5.067
13.121	457.586	-5.067
13.129	457.754	-5.068
13.138	457.928	-5.068
13.146	458.093	-5.068
13.154	458.257	-5.067
13.163	458.426	-5.067
13.171	458.597	-5.068
13.179	458.766	-5.067
13.188	458.932	-5.068
13.196	459.098	-5.068
13.204	459.265	-5.068
13.213	459.431	-5.067
13.221	459.601	-5.066
13.229	459.771	-5.066
13.238	459.940	-5.066
13.246	460.109	-5.066
13.254	460.272	-5.066
13.263	460.442	-5.066
13.271	460.609	-5.066
13.279	460.775	-5.065
13.288	460.945	-5.065
13.296	461.110	-5.065
13.304	461.275	-5.066
13.313	461.444	-5.066
13.321	461.613	-5.066
13.329	461.775	-5.066
13.338	461.946	-5.066
13.346	462.109	-5.065
13.354	462.279	-5.065
13.363	462.447	-5.065
13.371	462.617	-5.065
13.379	462.782	-5.065
13.388	462.945	-5.064
13.396	463.120	-5.064
13.404	463.286	-5.064
13.413	463.455	-5.064
13.421	463.624	-5.063
13.429	463.790	-5.062
13.438	463.958	-5.062
13.446	464.129	-5.062
13.454	464.292	-5.061
13.463	464.461	-5.061
13.471	464.629	-5.060
13.479	464.797	-5.060
13.488	464.967	-5.060
13.496	465.132	-5.059
13.504	465.298	-5.059
13.513	465.467	-5.059
13.521	465.635	-5.059
13.529	465.803	-5.059
13.538	465.970	-5.058
13.546	466.138	-5.058
13.554	466.302	-5.058
13.563	466.474	-5.058
13.571	466.637	-5.057
13.579	466.802	-5.056
13.588	466.973	-5.056
13.596	467.138	-5.055
13.604	467.308	-5.055
13.613	467.477	-5.054
13.621	467.644	-5.054
13.629	467.813	-5.053
13.638	467.982	-5.053
13.646	468.150	-5.052
13.654	468.318	-5.052
13.663	468.483	-5.051
13.671	468.652	-5.051
13.679	468.819	-5.051
13.688	468.993	-5.051
13.696	469.155	-5.050
13.704	469.325	-5.049
13.713	469.494	-5.048
13.721	469.658	-5.047
13.729	469.828	-5.047
13.738	469.997	-5.046
13.746	470.164	-5.045
13.754	470.329	-5.044
13.763	470.500	-5.043
13.771	470.672	-5.042
13.779	470.832	-5.041
13.788	471.001	-5.040
13.796	471.169	-5.040
13.804	471.336	-5.039
13.813	471.510	-5.039
13.821	471.674	-5.038
13.829	471.842	-5.037
13.838	472.006	-5.036
13.846	472.174	-5.035
13.854	472.346	-5.035
13.863	472.514	-5.034
13.871	472.676	-5.032
13.879	472.839	-5.031
13.888	473.009	-5.030
13.896	473.171	-5.028
13.904	473.346	-5.027
13.913	473.508	-5.026
13.921	473.674	-5.025
13.929	473.845	-5.024
13.938	474.014	-5.023
13.946	474.191	-5.022
13.954	474.358	-5.021
13.963	474.526	-5.020
13.971	474.693	-5.019
13.979	474.864	-5.018
13.988	475.031	-5.017
13.996	475.201	-5.015
14.004	475.368	-5.014
14.013	475.534	-5.012
14.021	475.705	-5.012
14.029	475.870	-5.010
14.038	476.040	-5.009
14.046	476.203	-5.008
14.054	476.377	-5.008
14.063	476.542	-5.007
14.071	476.711	-5.007
14.079	476.877	-5.006
14.088	477.048	-5.006
14.096	477.212	-5.005
14.104	477.381	-5.004
14.113	477.544	-5.003
14.121	477.717	-5.003
14.129	477.885	-5.002
14.138	478.053	-5.001
14.146	478.218	-4.999
14.154	478.388	-4.999
14.163	478.554	-4.997
14.171	478.721	-4.996
14.179	478.892	-4.995
14.188	479.059	-4.994
14.196	479.227	-4.992
14.204	479.394	-4.991
14.213	479.563	-4.990
14.221	479.733	-4.989
14.229	479.897	-4.988
14.238	480.066	-4.987
14.246	480.234	-4.987
14.254	480.401	-4.986
14.263	480.572	-4.985
14.271	480.736	-4.985
14.279	480.899	-4.983
14.288	481.068	-4.983
14.296	481.239	-4.982
14.304	481.408	-4.981
14.313	481.575	-4.980
14.321	481.744	-4.978
14.329	481.916	-4.978
14.338	482.082	-4.977
14.346	482.247	-4.975
14.354	482.411	-4.974
14.363	482.579	-4.973
14.371	482.748	-4.972
14.379	482.915	-4.971
14.388	483.083	-4.969
14.396	483.254	-4.968
14.404	483.424	-4.967
14.413	483.586	-4.965
14.421	483.756	-4.964
14.429	483.924	-4.962
14.438	484.089	-4.960
14.446	484.262	-4.959
14.454	484.430	-4.958
14.463	484.599	-4.956
14.471	484.767	-4.955
14.479	484.936	-4.953
14.488	485.099	-4.952
14.496	485.268	-4.951
14.504	485.439	-4.949
14.513	485.605	-4.948
14.521	485.767	-4.947
14.529	485.939	-4.946
14.538	486.106	-4.945
14.546	486.276	-4.944
14.554	486.444	-4.942
14.563	486.609	-4.941
14.571	486.781	-4.939
14.579	486.945	-4.937
14.588	487.116	-4.936
14.596	487.278	-4.934
14.604	487.448	-4.932
14.613	487.616	-4.930
14.621	487.786	-4.928
14.629	487.951	-4.927
14.638	488.121	-4.925
14.646	488.287	-4.924
14.654	488.459	-4.923
14.663	488.623	-4.921
14.671	488.795	-4.920
14.679	488.963	-4.919
14.688	489.130	-4.918
14.696	489.298	-4.916
14.704	489.465	-4.915
14.713	489.631	-4.914
14.721	489.798	-4.912
14.729	489.965	-4.911
14.738	490.136	-4.909
14.746	490.307	-4.908
14.754	490.469	-4.907
14.763	490.639	-4.906
14.771	490.804	-4.904
14.779	490.974	-4.903
14.788	491.143	-4.902
14.796	491.312	-4.901
14.804	491.479	-4.899
14.813	491.650	-4.898
14.821	491.813	-4.897
14.829	491.983	-4.896
14.838	492.152	-4.894
14.846	492.318	-4.892
14.854	492.483	-4.890
14.863	492.657	-4.889
14.871	492.829	-4.888
14.879	492.991	-4.885
14.888	493.159	-4.884
14.896	493.326	-4.882
14.904	493.496	-4.881
14.913	493.664	-4.879
14.921	493.831	-4.877
14.929	493.999	-4.876
14.938	494.169	-4.874
14.946	494.334	-4.873
14.954	494.503	-4.871
14.963	494.672	-4.869
14.971	494.841	-4.868
14.979	495.004	-4.866
14.988	495.173	-4.865
14.996	495.340	-4.864
15.004	495.511	-4.862
15.013	495.678	-4.861
15.021	495.843	-4.859
15.029	496.013	-4.857
15.038	496.180	-4.855
15.046	496.347	-4.854
15.054	496.516	-4.852
15.063	496.681	-4.850
15.071	496.849	-4.848
15.079	497.019	-4.847
15.088	497.185	-4.845
15.096	497.353	-4.843
15.104	497.522	-4.841
15.113	497.688	-4.839
15.121	497.856	-4.837
15.129	498.020	-4.835
15.138	498.192	-4.833
15.146	498.360	-4.831
15.154	498.528	-4.829
15.163	498.698	-4.827
15.171	498.866	-4.825
15.179	499.032	-4.823
15.188	499.200	-4.821
15.196	499.370	-4.819
15.204	499.537	-4.817
15.213	499.704	-4.815
15.221	499.872	-4.813
15.229	500.039	-4.810
15.238	500.206	-4.808
15.246	500.378	-4.805
15.254	500.541	-4.803
15.263	500.711	-4.801
15.271	500.877	-4.799
15.279	501.047	-4.797
15.288	501.212	-4.794
15.296	501.379	-4.792
15.304	501.547	-4.790
15.313	501.714	-4.788
15.321	501.884	-4.786
15.329	502.052	-4.784
15.338	502.215	-4.781
15.346	502.389	-4.779
15.354	502.555	-4.776
15.363	502.724	-4.774
15.371	502.894	-4.773
15.379	503.064	-4.770
15.388	503.229	-4.768
15.396	503.398	-4.766
15.404	503.568	-4.764
15.413	503.735	-4.762
15.421	503.900	-4.760
15.429	504.067	-4.758
15.438	504.241	-4.756
15.446	504.406	-4.754
15.454	504.573	-4.751
15.463	504.741	-4.749
15.471	504.910	-4.747
15.479	505.074	-4.745
15.488	505.247	-4.743
15.496	505.411	-4.741
15.504	505.581	-4.739
15.513	505.750	-4.737
15.521	505.917	-4.735
15.529	506.083	-4.733
15.538	506.254	-4.731
15.546	506.418	-4.729
15.554	506.590	-4.727
15.563	506.753	-4.725
15.571	506.922	-4.722
15.579	507.092	-4.720
15.588	507.260	-4.718
15.596	507.427	-4.716
15.604	507.596	-4.714
15.613	507.761	-4.712
15.621	507.928	-4.709
15.629	508.096	-4.707
15.638	508.264	-4.705
15.646	508.432	-4.702
15.654	508.598	-4.700
15.663	508.766	-4.698
15.671	508.932	-4.695
15.679	509.104	-4.693
15.688	509.271	-4.690
15.696	509.436	-4.687
15.704	509.603	-4.685
15.713	509.773	-4.683
15.721	509.944	-4.681
15.729	510.108	-4.678
15.738	510.274	-4.676
15.746	510.443	-4.673
15.754	510.613	-4.672
15.763	510.782	-4.669
15.771	510.946	-4.667
15.779	511.115	-4.664
15.788	511.282	-4.662
15.796	511.449	-4.659
15.804	511.619	-4.656
15.813	511.784	-4.654
15.821	511.953	-4.651
15.829	512.122	-4.649
15.838	512.286	-4.646
15.846	512.458	-4.644
15.854	512.625	-4.641
15.863	512.791	-4.639
15.871	512.963	-4.637
15.879	513.125	-4.634
15.888	513.294	-4.632
15.896	513.461	-4.629
15.904	513.627	-4.626
15.913	513.797	-4.624
15.921	513.964	-4.621
15.929	514.134	-4.619
15.938	514.298	-4.616
15.946	514.468	-4.613
15.954	514.632	-4.610
15.963	514.799	-4.607
15.971	514.968	-4.604
15.979	515.136	-4.602
15.988	515.309	-4.599
15.996	515.472	-4.596
16.004	515.644	-4.594
16.013	515.808	-4.591
16.021	515.979	-4.588
16.029	516.144	-4.585
16.038	516.313	-4.583
16.046	516.479	-4.580
16.054	516.648	-4.578
16.063	516.817	-4.575
16.071	516.982	-4.572
16.079	517.146	-4.569
16.088	517.315	-4.566
16.096	517.486	-4.563
16.104	517.657	-4.560
16.113	517.818	-4.557
16.121	517.987	-4.554
16.129	518.158	-4.551
16.138	518.322	-4.548
16.146	518.489	-4.545
16.154	518.659	-4.542
16.163	518.826	-4.539
16.171	518.996	-4.536
16.179	519.163	-4.534
16.188	519.329	-4.530
16.196	519.499	-4.527
16.204	519.665	-4.523
16.213	519.831	-4.520
16.221	520.001	-4.516
16.229	520.166	-4.512
16.238	520.334	-4.509
16.246	520.500	-4.505
16.254	520.672	-4.502
16.263	520.839	-4.498
16.271	521.007	-4.494
16.279	521.173	-4.490
16.288	521.344	-4.486
16.296	521.513	-4.483
16.304	521.676	-4.480
16.313	521.846	-4.476
16.321	522.010	-4.473
16.329	522.181	-4.469
16.338	522.351	-4.466
16.346	522.514	-4.462
16.354	522.685	-4.459
16.363	522.851	-4.456
16.371	523.016	-4.453
16.379	523.184	-4.449
16.388	523.353	-4.445
16.396	523.517	-4.441
16.404	523.690	-4.437
16.413	523.861	-4.434
16.421	524.023	-4.430
16.429	524.189	-4.426
16.438	524.355	-4.422
16.446	524.529	-4.418
16.454	524.698	-4.414
16.463	524.861	-4.409
16.471	525.030	-4.406
16.479	525.193	-4.402
16.488	525.361	-4.398
16.496	525.530	-4.394
16.504	525.696	-4.390
16.513	525.867	-4.386
16.521	526.037	-4.382
16.529	526.205	-4.378
16.538	526.369	-4.375
16.546	526.539	-4.371
16.554	526.704	-4.367
16.563	526.875	-4.363
16.571	527.040	-4.358
16.579	527.209	-4.354
16.588	527.375	-4.350
16.596	527.544	-4.347
16.604	527.708	-4.342
16.613	527.879	-4.338
16.621	528.047	-4.334
16.629	528.213	-4.329
16.638	528.380	-4.325
16.646	528.553	-4.320
16.654	528.717	-4.316
16.663	528.885	-4.312
16.671	529.053	-4.307
16.679	529.225	-4.302
16.688	529.389	-4.298
16.696	529.558	-4.293
16.704	529.725	-4.289
16.713	529.894	-4.284
16.721	530.057	-4.280
16.729	530.231	-4.275
16.738	530.391	-4.270
16.746	530.564	-4.266
16.754	530.730	-4.262
16.763	530.900	-4.257
16.771	531.065	-4.253
16.779	531.235	-4.248
16.788	531.401	-4.243
16.796	531.571	-4.239
16.804	531.738	-4.234
16.813	531.907	-4.230
16.821	532.072	-4.226
16.829	532.242	-4.221
16.838	532.408	-4.217
16.846	532.576	-4.212
16.854	532.748	-4.207
16.863	532.910	-4.202
16.871	533.078	-4.198
16.879	533.252	-4.193
16.888	533.414	-4.188
16.896	533.583	-4.184
16.904	533.750	-4.179
16.913	533.918	-4.174
16.921	534.085	-4.170
16.929	534.252	-4.165
16.938	534.418	-4.161
16.946	534.588	-4.156
16.954	534.758	-4.152
16.963	534.922	-4.147
16.971	535.091	-4.143
16.979	535.260	-4.139
16.988	535.426	-4.135
16.996	535.597	-4.131
17.004	535.763	-4.127
17.013	535.929	-4.123
17.021	536.098	-4.118
17.029	536.268	-4.114
17.038	536.434	-4.111
17.046	536.602	-4.106
17.054	536.771	-4.102
17.063	536.939	-4.098
17.071	537.104	-4.094
17.079	537.273	-4.089
17.088	537.438	-4.085
17.096	537.608	-4.081
17.104	537.777	-4.078
17.113	537.944	-4.074
17.121	538.116	-4.069
17.129	538.280	-4.065
17.138	538.449	-4.062
17.146	538.621	-4.058
17.154	538.785	-4.054
17.163	538.949	-4.050
17.171	539.117	-4.046
17.179	539.286	-4.042
17.188	539.459	-4.039
17.196	539.627	-4.035
17.204	539.793	-4.032
17.213	539.956	-4.028
17.221	540.128	-4.024
17.229	540.296	-4.021
17.238	540.464	-4.017
17.246	540.626	-4.013
17.254	540.795	-4.010
17.263	540.963	-4.006
17.271	541.126	-4.003
17.279	541.298	-3.999
17.288	541.466	-3.996
17.296	541.632	-3.992
17.304	541.802	-3.989
17.313	541.969	-3.985
17.321	542.131	-3.982
17.329	542.301	-3.978
17.338	542.470	-3.975
17.346	542.635	-3.972
17.354	542.807	-3.969
17.363	542.975	-3.966
17.371	543.135	-3.963
17.379	543.306	-3.960
17.388	543.473	-3.957
17.396	543.642	-3.954
17.404	543.808	-3.951
17.413	543.980	-3.949
17.421	544.146	-3.946
17.429	544.312	-3.942
17.438	544.477	-3.939
17.446	544.647	-3.936
17.454	544.814	-3.932
17.463	544.982	-3.929
17.471	545.151	-3.925
17.479	545.317	-3.921
17.488	545.486	-3.918
17.496	545.654	-3.914
17.504	545.823	-3.911
17.513	545.991	-3.907
17.521	546.155	-3.904
17.529	546.321	-3.901
17.538	546.492	-3.899
17.546	546.657	-3.895
17.554	546.824	-3.893
17.563	546.990	-3.890
17.571	547.163	-3.887
17.579	547.329	-3.885
17.588	547.499	-3.882
17.596	547.662	-3.879
17.604	547.829	-3.876
17.613	547.995	-3.873
17.621	548.164	-3.870
17.629	548.331	-3.868
17.638	548.508	-3.865
17.646	548.669	-3.862
17.654	548.836	-3.859
17.663	549.003	-3.857
17.671	549.170	-3.855
17.679	549.340	-3.852
17.688	549.505	-3.849
17.696	549.673	-3.847
17.704	549.843	-3.844
17.713	550.008	-3.841
17.721	550.176	-3.839
17.729	550.344	-3.836
17.738	550.514	-3.834
17.746	550.680	-3.831
17.754	550.846	-3.828
17.763	551.013	-3.826
17.771	551.183	-3.824
17.779	551.347	-3.822
