t /s	T /°C	HF /mw
18.304	85.936	-0.438
18.313	86.020	-0.438
18.321	86.101	-0.438
18.329	86.184	-0.438
18.338	86.271	-0.438
18.346	86.355	-0.438
18.354	86.439	-0.438
18.363	86.521	-0.438
18.371	86.601	-0.438
18.379	86.688	-0.438
18.388	86.769	-0.438
18.396	86.852	-0.438
18.404	86.938	-0.437
18.413	87.021	-0.437
18.421	87.105	-0.437
18.429	87.186	-0.437
18.438	87.273	-0.437
18.446	87.359	-0.437
18.454	87.443	-0.437
18.463	87.522	-0.437
18.471	87.607	-0.437
18.479	87.685	-0.437
18.488	87.767	-0.437
18.496	87.851	-0.437
18.504	87.932	-0.437
18.513	88.020	-0.437
18.521	88.102	-0.437
18.529	88.188	-0.436
18.538	88.271	-0.436
18.546	88.355	-0.436
18.554	88.438	-0.436
18.563	88.525	-0.436
18.571	88.606	-0.436
18.579	88.691	-0.436
18.588	88.775	-0.436
18.596	88.857	-0.436
18.604	88.939	-0.436
18.613	89.029	-0.436
18.621	89.104	-0.435
18.629	89.191	-0.435
18.638	89.277	-0.435
18.646	89.360	-0.435
18.654	89.446	-0.435
18.663	89.528	-0.435
18.671	89.608	-0.435
18.679	89.689	-0.435
18.688	89.773	-0.435
18.696	89.859	-0.435
18.704	89.945	-0.435
18.713	90.026	-0.435
18.721	90.108	-0.435
18.729	90.196	-0.434
18.738	90.276	-0.434
18.746	90.364	-0.434
18.754	90.448	-0.434
18.763	90.526	-0.434
18.771	90.613	-0.434
18.779	90.696	-0.434
18.788	90.782	-0.434
18.796	90.867	-0.434
18.804	90.947	-0.434
18.813	91.032	-0.434
18.821	91.115	-0.434
18.829	91.196	-0.434
18.838	91.286	-0.434
18.846	91.365	-0.433
18.854	91.447	-0.433
18.863	91.531	-0.433
18.871	91.613	-0.433
18.879	91.698	-0.433
18.888	91.779	-0.433
18.896	91.865	-0.433
18.904	91.948	-0.433
18.913	92.031	-0.433
18.921	92.114	-0.433
18.929	92.200	-0.433
18.938	92.282	-0.433
18.946	92.367	-0.432
18.954	92.449	-0.432
18.963	92.534	-0.432
18.971	92.619	-0.432
18.979	92.699	-0.432
18.988	92.785	-0.432
18.996	92.867	-0.432
19.004	92.952	-0.432
19.013	93.033	-0.432
19.021	93.117	-0.432
19.029	93.201	-0.432
19.038	93.285	-0.432
19.046	93.365	-0.431
19.054	93.451	-0.431
19.063	93.536	-0.431
19.071	93.618	-0.431
19.079	93.701	-0.431
19.088	93.789	-0.431
19.096	93.872	-0.431
19.104	93.951	-0.431
19.113	94.036	-0.431
19.121	94.120	-0.431
19.129	94.203	-0.431
19.138	94.286	-0.431
19.146	94.369	-0.430
19.154	94.453	-0.430
19.163	94.536	-0.430
19.171	94.620	-0.430
19.179	94.707	-0.430
19.188	94.790	-0.430
19.196	94.873	-0.430
19.204	94.957	-0.430
19.213	95.042	-0.430
19.221	95.123	-0.430
19.229	95.209	-0.430
19.238	95.286	-0.429
19.246	95.372	-0.429
19.254	95.452	-0.429
19.263	95.534	-0.429
19.271	95.623	-0.429
19.279	95.701	-0.429
19.288	95.786	-0.429
19.296	95.866	-0.429
19.304	95.953	-0.429
19.313	96.036	-0.429
19.321	96.121	-0.429
19.329	96.206	-0.429
19.338	96.289	-0.429
19.346	96.373	-0.428
19.354	96.457	-0.428
19.363	96.542	-0.428
19.371	96.624	-0.428
19.379	96.708	-0.428
19.388	96.789	-0.428
19.396	96.872	-0.428
19.404	96.957	-0.428
19.413	97.041	-0.428
19.421	97.126	-0.428
19.429	97.209	-0.427
19.438	97.292	-0.427
19.446	97.372	-0.427
19.454	97.459	-0.427
19.463	97.541	-0.427
19.471	97.626	-0.427
19.479	97.708	-0.427
19.488	97.793	-0.427
19.496	97.874	-0.427
19.504	97.958	-0.427
19.513	98.042	-0.427
19.521	98.122	-0.426
19.529	98.209	-0.426
19.538	98.291	-0.426
19.546	98.377	-0.426
19.554	98.462	-0.426
19.563	98.541	-0.426
19.571	98.629	-0.426
19.579	98.715	-0.426
19.588	98.794	-0.426
19.596	98.876	-0.425
19.604	98.959	-0.425
19.613	99.043	-0.425
19.621	99.127	-0.425
19.629	99.210	-0.425
19.638	99.292	-0.425
19.646	99.377	-0.425
19.654	99.461	-0.425
19.663	99.546	-0.425
19.671	99.628	-0.425
19.679	99.712	-0.425
19.688	99.796	-0.424
19.696	99.881	-0.424
19.704	99.965	-0.424
19.713	100.042	-0.424
19.721	100.130	-0.424
19.729	100.214	-0.424
19.738	100.302	-0.424
19.746	100.384	-0.424
19.754	100.462	-0.424
19.763	100.542	-0.424
19.771	100.630	-0.424
19.779	100.714	-0.423
19.788	100.796	-0.423
19.796	100.879	-0.423
19.804	100.956	-0.423
19.813	101.047	-0.423
19.821	101.131	-0.423
19.829	101.211	-0.423
19.838	101.297	-0.423
19.846	101.379	-0.423
19.854	101.462	-0.422
19.863	101.546	-0.422
19.871	101.630	-0.422
19.879	101.716	-0.422
19.888	101.798	-0.422
19.896	101.882	-0.422
19.904	101.966	-0.422
19.913	102.050	-0.422
19.921	102.129	-0.422
19.929	102.217	-0.422
19.938	102.298	-0.422
19.946	102.375	-0.421
19.954	102.463	-0.421
19.963	102.546	-0.421
19.971	102.628	-0.421
19.979	102.714	-0.421
19.988	102.798	-0.421
19.996	102.880	-0.421
20.004	102.970	-0.421
20.013	103.050	-0.421
20.021	103.134	-0.421
20.029	103.216	-0.421
20.038	103.298	-0.421
20.046	103.380	-0.420
20.054	103.465	-0.420
20.063	103.541	-0.420
20.071	103.633	-0.420
20.079	103.716	-0.420
20.088	103.799	-0.420
20.096	103.886	-0.420
20.104	103.965	-0.420
20.113	104.047	-0.420
20.121	104.134	-0.420
20.129	104.217	-0.420
20.138	104.298	-0.419
20.146	104.383	-0.419
20.154	104.463	-0.419
20.163	104.545	-0.419
20.171	104.631	-0.419
20.179	104.715	-0.419
20.188	104.799	-0.419
20.196	104.885	-0.419
20.204	104.968	-0.419
20.213	105.050	-0.418
20.221	105.136	-0.418
20.229	105.218	-0.418
20.238	105.298	-0.418
20.246	105.385	-0.418
20.254	105.470	-0.418
20.263	105.550	-0.418
20.271	105.635	-0.418
20.279	105.720	-0.418
20.288	105.804	-0.418
20.296	105.886	-0.417
20.304	105.970	-0.417
20.313	106.056	-0.417
20.321	106.137	-0.417
20.329	106.223	-0.417
20.338	106.303	-0.417
20.346	106.386	-0.417
20.354	106.469	-0.417
20.363	106.551	-0.417
20.371	106.637	-0.416
20.379	106.721	-0.416
20.388	106.807	-0.416
20.396	106.889	-0.416
20.404	106.968	-0.416
20.413	107.053	-0.416
20.421	107.140	-0.416
20.429	107.221	-0.416
20.438	107.303	-0.416
20.446	107.386	-0.416
20.454	107.468	-0.416
20.463	107.552	-0.415
20.471	107.635	-0.415
20.479	107.722	-0.415
20.488	107.806	-0.415
20.496	107.889	-0.415
20.504	107.975	-0.415
20.513	108.057	-0.415
20.521	108.137	-0.415
20.529	108.218	-0.415
20.538	108.306	-0.414
20.546	108.391	-0.414
20.554	108.471	-0.414
20.563	108.552	-0.414
20.571	108.635	-0.414
20.579	108.721	-0.414
20.588	108.806	-0.414
20.596	108.889	-0.414
20.604	108.971	-0.414
20.613	109.058	-0.414
20.621	109.139	-0.414
20.629	109.223	-0.414
20.638	109.307	-0.413
20.646	109.387	-0.413
20.654	109.472	-0.413
20.663	109.556	-0.413
20.671	109.640	-0.413
20.679	109.724	-0.413
20.688	109.808	-0.413
20.696	109.894	-0.413
20.704	109.973	-0.413
20.713	110.055	-0.412
20.721	110.140	-0.412
20.729	110.228	-0.412
20.738	110.309	-0.412
20.746	110.396	-0.412
20.754	110.482	-0.412
20.763	110.556	-0.412
20.771	110.640	-0.412
20.779	110.722	-0.412
20.788	110.807	-0.412
20.796	110.890	-0.411
20.804	110.975	-0.411
20.813	111.059	-0.411
20.821	111.147	-0.411
20.829	111.236	-0.411
20.838	111.312	-0.411
20.846	111.395	-0.411
20.854	111.476	-0.411
20.863	111.555	-0.411
20.871	111.640	-0.411
20.879	111.727	-0.411
20.888	111.812	-0.411
20.896	111.895	-0.410
20.904	111.979	-0.410
20.913	112.062	-0.410
20.921	112.144	-0.410
20.929	112.228	-0.410
20.938	112.312	-0.410
20.946	112.397	-0.410
20.954	112.479	-0.410
20.963	112.563	-0.410
20.971	112.643	-0.410
20.979	112.731	-0.409
20.988	112.813	-0.409
20.996	112.897	-0.409
21.004	112.977	-0.409
21.013	113.061	-0.409
21.021	113.147	-0.409
21.029	113.231	-0.409
21.038	113.313	-0.409
21.046	113.400	-0.409
21.054	113.479	-0.408
21.063	113.563	-0.408
21.071	113.643	-0.408
21.079	113.733	-0.408
21.088	113.818	-0.408
21.096	113.898	-0.408
21.104	113.979	-0.408
21.113	114.066	-0.408
21.121	114.149	-0.408
21.129	114.230	-0.408
21.138	114.313	-0.407
21.146	114.400	-0.407
21.154	114.482	-0.407
21.163	114.563	-0.407
21.171	114.644	-0.407
21.179	114.728	-0.407
21.188	114.812	-0.407
21.196	114.900	-0.407
21.204	114.981	-0.407
21.213	115.068	-0.407
21.221	115.154	-0.407
21.229	115.237	-0.406
21.238	115.320	-0.406
21.246	115.403	-0.406
21.254	115.485	-0.406
21.263	115.570	-0.406
21.271	115.652	-0.406
21.279	115.739	-0.406
21.288	115.825	-0.406
21.296	115.903	-0.406
21.304	115.987	-0.406
21.313	116.074	-0.405
21.321	116.156	-0.405
21.329	116.243	-0.405
21.338	116.331	-0.405
21.346	116.404	-0.405
21.354	116.491	-0.405
21.363	116.574	-0.405
21.371	116.653	-0.405
21.379	116.743	-0.405
21.388	116.822	-0.405
21.396	116.907	-0.404
21.404	116.987	-0.404
21.413	117.072	-0.404
21.421	117.157	-0.404
21.429	117.240	-0.404
21.438	117.320	-0.404
21.446	117.403	-0.404
21.454	117.489	-0.404
21.463	117.574	-0.404
21.471	117.657	-0.404
21.479	117.738	-0.403
21.488	117.819	-0.403
21.496	117.904	-0.403
21.504	117.988	-0.403
21.513	118.069	-0.403
21.521	118.156	-0.403
21.529	118.237	-0.403
21.538	118.324	-0.403
21.546	118.409	-0.403
21.554	118.494	-0.403
21.563	118.573	-0.403
21.571	118.656	-0.402
21.579	118.740	-0.402
21.588	118.821	-0.402
21.596	118.908	-0.402
21.604	118.989	-0.402
21.613	119.073	-0.402
21.621	119.155	-0.402
21.629	119.241	-0.402
21.638	119.318	-0.402
21.646	119.406	-0.401
21.654	119.488	-0.401
21.663	119.573	-0.401
21.671	119.659	-0.401
21.679	119.741	-0.401
21.688	119.824	-0.401
21.696	119.909	-0.401
21.704	119.993	-0.401
21.713	120.075	-0.401
21.721	120.158	-0.400
21.729	120.243	-0.400
21.738	120.325	-0.400
21.746	120.407	-0.400
21.754	120.491	-0.400
21.763	120.574	-0.400
21.771	120.664	-0.400
21.779	120.747	-0.400
21.788	120.828	-0.400
21.796	120.907	-0.399
21.804	120.994	-0.399
21.813	121.075	-0.399
21.821	121.161	-0.399
21.829	121.247	-0.399
21.838	121.331	-0.399
21.846	121.411	-0.399
21.854	121.496	-0.399
21.863	121.581	-0.398
21.871	121.657	-0.398
21.879	121.744	-0.398
21.888	121.828	-0.398
21.896	121.911	-0.398
21.904	121.991	-0.398
21.913	122.083	-0.398
21.921	122.162	-0.398
21.929	122.247	-0.398
21.938	122.328	-0.397
21.946	122.412	-0.397
21.954	122.495	-0.397
21.963	122.582	-0.397
21.971	122.661	-0.397
21.979	122.745	-0.397
21.988	122.833	-0.397
21.996	122.915	-0.397
22.004	122.996	-0.396
22.013	123.081	-0.396
22.021	123.164	-0.396
22.029	123.250	-0.396
22.038	123.331	-0.396
22.046	123.420	-0.396
22.054	123.499	-0.396
22.063	123.583	-0.396
22.071	123.665	-0.395
22.079	123.747	-0.395
22.088	123.834	-0.395
22.096	123.916	-0.395
22.104	123.998	-0.395
22.113	124.083	-0.395
22.121	124.165	-0.395
22.129	124.250	-0.395
22.138	124.333	-0.395
22.146	124.418	-0.394
22.154	124.499	-0.394
22.163	124.581	-0.394
22.171	124.662	-0.394
22.179	124.748	-0.394
22.188	124.831	-0.394
22.196	124.916	-0.394
22.204	125.000	-0.394
22.213	125.084	-0.394
22.221	125.166	-0.393
22.229	125.254	-0.393
22.238	125.335	-0.393
22.246	125.414	-0.393
22.254	125.500	-0.393
22.263	125.583	-0.393
22.271	125.668	-0.393
22.279	125.750	-0.393
22.288	125.834	-0.392
22.296	125.920	-0.392
22.304	126.001	-0.392
22.313	126.087	-0.392
22.321	126.168	-0.392
22.329	126.250	-0.392
22.338	126.333	-0.392
22.346	126.422	-0.392
22.354	126.502	-0.392
22.363	126.588	-0.392
22.371	126.672	-0.392
22.379	126.755	-0.391
22.388	126.837	-0.391
22.396	126.915	-0.391
22.404	127.003	-0.391
22.413	127.089	-0.391
22.421	127.173	-0.391
22.429	127.254	-0.391
22.438	127.334	-0.391
22.446	127.421	-0.391
22.454	127.502	-0.391
22.463	127.589	-0.391
22.471	127.669	-0.390
22.479	127.752	-0.390
22.488	127.838	-0.390
22.496	127.917	-0.390
22.504	128.002	-0.390
22.513	128.087	-0.390
22.521	128.170	-0.390
22.529	128.251	-0.390
22.538	128.338	-0.390
22.546	128.426	-0.390
22.554	128.504	-0.390
22.563	128.589	-0.389
22.571	128.673	-0.389
22.579	128.758	-0.389
22.588	128.842	-0.389
22.596	128.924	-0.389
22.604	129.007	-0.389
22.613	129.089	-0.389
22.621	129.172	-0.389
22.629	129.254	-0.389
22.638	129.339	-0.389
22.646	129.427	-0.388
22.654	129.504	-0.388
22.663	129.586	-0.388
22.671	129.671	-0.388
22.679	129.754	-0.388
22.688	129.841	-0.388
22.696	129.926	-0.388
22.704	130.011	-0.388
22.713	130.086	-0.388
22.721	130.172	-0.387
22.729	130.257	-0.387
22.738	130.338	-0.387
22.746	130.421	-0.387
22.754	130.504	-0.387
22.763	130.588	-0.387
22.771	130.672	-0.387
22.779	130.756	-0.387
22.788	130.841	-0.387
22.796	130.924	-0.387
22.804	131.008	-0.387
22.813	131.095	-0.386
22.821	131.176	-0.386
22.829	131.260	-0.386
22.838	131.340	-0.386
22.846	131.424	-0.386
22.854	131.502	-0.386
22.863	131.590	-0.386
22.871	131.673	-0.386
22.879	131.756	-0.386
22.888	131.840	-0.386
22.896	131.924	-0.386
22.904	132.007	-0.386
22.913	132.091	-0.385
22.921	132.176	-0.385
22.929	132.258	-0.385
22.938	132.342	-0.385
22.946	132.427	-0.385
22.954	132.508	-0.385
22.963	132.592	-0.385
22.971	132.677	-0.385
22.979	132.759	-0.385
22.988	132.842	-0.385
22.996	132.925	-0.385
23.004	133.007	-0.385
23.013	133.092	-0.385
23.021	133.176	-0.385
23.029	133.263	-0.385
23.038	133.345	-0.385
23.046	133.429	-0.385
23.054	133.511	-0.385
23.063	133.593	-0.385
23.071	133.678	-0.385
23.079	133.758	-0.385
23.088	133.842	-0.385
23.096	133.923	-0.384
23.104	134.006	-0.384
23.113	134.094	-0.384
23.121	134.176	-0.384
23.129	134.262	-0.384
23.138	134.336	-0.384
23.146	134.415	-0.384
23.154	134.500	-0.384
23.163	134.588	-0.384
23.171	134.672	-0.384
23.179	134.759	-0.384
23.188	134.841	-0.384
23.196	134.928	-0.384
23.204	135.012	-0.384
23.213	135.092	-0.384
23.221	135.176	-0.384
23.229	135.259	-0.384
23.238	135.342	-0.384
23.246	135.423	-0.384
23.254	135.510	-0.384
23.263	135.589	-0.384
23.271	135.678	-0.384
23.279	135.758	-0.384
23.288	135.842	-0.384
23.296	135.925	-0.383
23.304	136.010	-0.383
23.313	136.095	-0.383
23.321	136.177	-0.383
23.329	136.262	-0.383
23.338	136.343	-0.383
23.346	136.427	-0.383
23.354	136.500	-0.383
23.363	136.583	-0.383
23.371	136.664	-0.383
23.379	136.753	-0.383
23.388	136.844	-0.383
23.396	136.928	-0.383
23.404	137.008	-0.383
23.413	137.093	-0.383
23.421	137.181	-0.383
23.429	137.260	-0.383
23.438	137.346	-0.383
23.446	137.424	-0.383
23.454	137.511	-0.382
23.463	137.595	-0.382
23.471	137.679	-0.382
23.479	137.761	-0.382
23.488	137.846	-0.382
23.496	137.928	-0.382
23.504	138.007	-0.382
23.513	138.092	-0.382
23.521	138.177	-0.382
23.529	138.257	-0.382
23.538	138.339	-0.382
23.546	138.426	-0.382
23.554	138.514	-0.382
23.563	138.596	-0.382
23.571	138.680	-0.382
23.579	138.763	-0.382
23.588	138.847	-0.381
23.596	138.932	-0.381
23.604	139.011	-0.381
23.613	139.092	-0.381
23.621	139.177	-0.381
23.629	139.264	-0.381
23.638	139.341	-0.381
23.646	139.426	-0.381
23.654	139.509	-0.381
23.663	139.593	-0.381
23.671	139.678	-0.381
23.679	139.764	-0.381
23.688	139.849	-0.381
23.696	139.932	-0.381
23.704	140.015	-0.381
23.713	140.097	-0.381
23.721	140.181	-0.381
23.729	140.265	-0.380
23.738	140.346	-0.380
23.746	140.426	-0.380
23.754	140.510	-0.380
23.763	140.592	-0.380
23.771	140.675	-0.380
23.779	140.759	-0.380
23.788	140.843	-0.380
23.796	140.927	-0.380
23.804	141.009	-0.380
23.813	141.096	-0.380
23.821	141.177	-0.380
23.829	141.259	-0.379
23.838	141.348	-0.379
23.846	141.428	-0.379
23.854	141.512	-0.379
23.863	141.592	-0.379
23.871	141.679	-0.379
23.879	141.763	-0.379
23.888	141.848	-0.379
23.896	141.926	-0.379
23.904	142.007	-0.379
23.913	142.091	-0.379
23.921	142.176	-0.378
23.929	142.260	-0.378
23.938	142.344	-0.378
23.946	142.432	-0.378
23.954	142.514	-0.378
23.963	142.596	-0.378
23.971	142.685	-0.378
23.979	142.763	-0.378
23.988	142.850	-0.378
23.996	142.932	-0.378
24.004	143.015	-0.378
24.013	143.100	-0.377
24.021	143.183	-0.377
24.029	143.264	-0.377
24.038	143.350	-0.377
24.046	143.431	-0.377
24.054	143.515	-0.377
24.063	143.597	-0.377
24.071	143.683	-0.377
24.079	143.763	-0.377
24.088	143.848	-0.377
24.096	143.932	-0.377
24.104	144.013	-0.377
24.113	144.090	-0.377
24.121	144.181	-0.377
24.129	144.267	-0.376
24.138	144.349	-0.376
24.146	144.430	-0.376
24.154	144.515	-0.376
24.163	144.599	-0.376
24.171	144.683	-0.376
24.179	144.765	-0.376
24.188	144.849	-0.376
24.196	144.930	-0.376
24.204	145.014	-0.375
24.213	145.096	-0.375
24.221	145.179	-0.375
24.229	145.266	-0.375
24.238	145.351	-0.375
24.246	145.433	-0.375
24.254	145.515	-0.375
24.263	145.604	-0.375
24.271	145.682	-0.375
24.279	145.763	-0.375
24.288	145.847	-0.375
24.296	145.938	-0.375
24.304	146.016	-0.374
24.313	146.098	-0.374
24.321	146.191	-0.374
24.329	146.267	-0.374
24.338	146.351	-0.374
24.346	146.436	-0.374
24.354	146.519	-0.374
24.363	146.603	-0.374
24.371	146.684	-0.374
24.379	146.771	-0.374
24.388	146.850	-0.374
24.396	146.934	-0.373
24.404	147.017	-0.373
24.413	147.107	-0.373
24.421	147.185	-0.373
24.429	147.272	-0.373
24.438	147.354	-0.373
24.446	147.435	-0.373
24.454	147.522	-0.373
24.463	147.601	-0.373
24.471	147.690	-0.373
24.479	147.775	-0.372
24.488	147.857	-0.372
24.496	147.937	-0.372
24.504	148.022	-0.372
24.513	148.106	-0.372
24.521	148.189	-0.372
24.529	148.270	-0.372
24.538	148.359	-0.372
24.546	148.439	-0.372
24.554	148.524	-0.372
24.563	148.607	-0.372
24.571	148.687	-0.371
24.579	148.771	-0.371
24.588	148.856	-0.371
24.596	148.940	-0.371
24.604	149.023	-0.371
24.613	149.105	-0.371
24.621	149.184	-0.371
24.629	149.267	-0.371
24.638	149.352	-0.371
24.646	149.432	-0.370
24.654	149.517	-0.370
24.663	149.604	-0.370
24.671	149.688	-0.370
24.679	149.773	-0.370
24.688	149.856	-0.370
24.696	149.944	-0.370
24.704	150.026	-0.370
24.713	150.107	-0.369
24.721	150.189	-0.369
24.729	150.268	-0.369
24.738	150.353	-0.369
24.746	150.434	-0.369
24.754	150.514	-0.369
24.763	150.603	-0.369
24.771	150.689	-0.369
24.779	150.769	-0.369
24.788	150.856	-0.369
24.796	150.937	-0.369
24.804	151.024	-0.368
24.813	151.110	-0.368
24.821	151.192	-0.368
24.829	151.274	-0.368
24.838	151.358	-0.368
24.846	151.441	-0.368
24.854	151.522	-0.368
24.863	151.608	-0.368
24.871	151.689	-0.368
24.879	151.774	-0.367
24.888	151.856	-0.367
24.896	151.938	-0.367
24.904	152.026	-0.367
24.913	152.107	-0.367
24.921	152.190	-0.367
24.929	152.276	-0.367
24.938	152.355	-0.367
24.946	152.436	-0.367
24.954	152.524	-0.366
24.963	152.607	-0.366
24.971	152.693	-0.366
24.979	152.779	-0.366
24.988	152.858	-0.366
24.996	152.943	-0.366
25.004	153.027	-0.366
25.013	153.111	-0.366
25.021	153.197	-0.366
25.029	153.275	-0.365
25.038	153.362	-0.365
25.046	153.440	-0.365
25.054	153.526	-0.365
25.063	153.608	-0.365
25.071	153.697	-0.365
25.079	153.776	-0.365
25.088	153.861	-0.365
25.096	153.942	-0.365
25.104	154.022	-0.364
25.113	154.105	-0.364
25.121	154.195	-0.364
25.129	154.274	-0.364
25.138	154.355	-0.364
25.146	154.439	-0.364
25.154	154.525	-0.364
25.163	154.610	-0.364
25.171	154.694	-0.364
25.179	154.775	-0.363
25.188	154.859	-0.363
25.196	154.947	-0.363
25.204	155.027	-0.363
25.213	155.111	-0.363
25.221	155.199	-0.363
25.229	155.277	-0.363
25.238	155.363	-0.363
25.246	155.447	-0.363
25.254	155.533	-0.362
25.263	155.606	-0.362
25.271	155.695	-0.362
25.279	155.777	-0.362
25.288	155.862	-0.362
25.296	155.945	-0.362
25.304	156.032	-0.362
25.313	156.112	-0.362
25.321	156.197	-0.361
25.329	156.277	-0.361
25.338	156.362	-0.361
25.346	156.453	-0.361
25.354	156.528	-0.361
25.363	156.615	-0.361
25.371	156.695	-0.361
25.379	156.779	-0.361
25.388	156.864	-0.361
25.396	156.948	-0.361
25.404	157.029	-0.360
25.413	157.116	-0.360
25.421	157.198	-0.360
25.429	157.277	-0.360
25.438	157.365	-0.360
25.446	157.449	-0.360
25.454	157.533	-0.360
25.463	157.619	-0.360
