t /s	T /°C	HF /mw
10.029	24.115	-4.878
10.038	24.286	-4.879
10.046	24.452	-4.879
10.054	24.623	-4.880
10.063	24.791	-4.880
10.071	24.960	-4.881
10.079	25.129	-4.882
10.088	25.300	-4.883
10.096	25.468	-4.883
10.104	25.633	-4.884
10.113	25.799	-4.884
10.121	25.971	-4.885
10.129	26.133	-4.885
10.138	26.302	-4.886
10.146	26.469	-4.886
10.154	26.641	-4.887
10.163	26.808	-4.888
10.171	26.975	-4.888
10.179	27.144	-4.889
10.188	27.313	-4.890
10.196	27.485	-4.891
10.204	27.652	-4.891
10.213	27.818	-4.892
10.221	27.986	-4.892
10.229	28.157	-4.893
10.238	28.322	-4.893
10.246	28.491	-4.894
10.254	28.657	-4.894
10.263	28.824	-4.895
10.271	28.993	-4.896
10.279	29.159	-4.896
10.288	29.333	-4.898
10.296	29.503	-4.899
10.304	29.669	-4.899
10.313	29.836	-4.900
10.321	30.004	-4.901
10.329	30.174	-4.902
10.338	30.345	-4.903
10.346	30.515	-4.904
10.354	30.683	-4.905
10.363	30.848	-4.905
10.371	31.017	-4.906
10.379	31.183	-4.907
10.388	31.351	-4.907
10.396	31.523	-4.909
10.404	31.692	-4.909
10.413	31.857	-4.910
10.421	32.024	-4.910
10.429	32.195	-4.911
10.438	32.361	-4.912
10.446	32.528	-4.913
10.454	32.699	-4.913
10.463	32.865	-4.914
10.471	33.037	-4.915
10.479	33.201	-4.915
10.488	33.374	-4.916
10.496	33.544	-4.916
10.504	33.710	-4.917
10.513	33.876	-4.918
10.521	34.041	-4.918
10.529	34.208	-4.919
10.538	34.380	-4.920
10.546	34.544	-4.921
10.554	34.715	-4.922
10.563	34.882	-4.923
10.571	35.051	-4.924
10.579	35.219	-4.925
10.588	35.386	-4.926
10.596	35.552	-4.927
10.604	35.724	-4.928
10.613	35.889	-4.928
10.621	36.058	-4.930
10.629	36.223	-4.930
10.638	36.396	-4.931
10.646	36.566	-4.932
10.654	36.734	-4.932
10.663	36.899	-4.933
10.671	37.066	-4.934
10.679	37.238	-4.935
10.688	37.409	-4.936
10.696	37.576	-4.936
10.704	37.741	-4.936
10.713	37.910	-4.937
10.721	38.079	-4.938
10.729	38.249	-4.939
10.738	38.416	-4.940
10.746	38.581	-4.940
10.754	38.745	-4.941
10.763	38.917	-4.942
10.771	39.084	-4.943
10.779	39.259	-4.944
10.788	39.426	-4.945
10.796	39.590	-4.945
10.804	39.762	-4.946
10.813	39.927	-4.947
10.821	40.097	-4.948
10.829	40.265	-4.948
10.838	40.429	-4.948
10.846	40.597	-4.949
10.854	40.771	-4.950
10.863	40.936	-4.951
10.871	41.106	-4.952
10.879	41.272	-4.952
10.888	41.443	-4.953
10.896	41.611	-4.954
10.904	41.776	-4.955
10.913	41.942	-4.955
10.921	42.113	-4.956
10.929	42.280	-4.957
10.938	42.449	-4.957
10.946	42.619	-4.958
10.954	42.785	-4.958
10.963	42.949	-4.958
10.971	43.125	-4.959
10.979	43.293	-4.959
10.988	43.457	-4.959
10.996	43.625	-4.960
11.004	43.796	-4.961
11.013	43.965	-4.962
11.021	44.132	-4.962
11.029	44.297	-4.963
11.038	44.469	-4.964
11.046	44.635	-4.964
11.054	44.799	-4.965
11.063	44.969	-4.965
11.071	45.137	-4.966
11.079	45.303	-4.966
11.088	45.471	-4.966
11.096	45.641	-4.967
11.104	45.809	-4.967
11.113	45.978	-4.968
11.121	46.142	-4.968
11.129	46.308	-4.968
11.138	46.477	-4.969
11.146	46.651	-4.969
11.154	46.814	-4.969
11.163	46.981	-4.970
11.171	47.149	-4.970
11.179	47.315	-4.970
11.188	47.488	-4.971
11.196	47.657	-4.971
11.204	47.824	-4.971
11.213	47.993	-4.972
11.221	48.160	-4.972
11.229	48.328	-4.973
11.238	48.492	-4.973
11.246	48.662	-4.974
11.254	48.828	-4.974
11.263	48.997	-4.975
11.271	49.165	-4.975
11.279	49.339	-4.976
11.288	49.498	-4.976
11.296	49.671	-4.977
11.304	49.837	-4.977
11.313	50.006	-4.977
11.321	50.170	-4.978
11.329	50.343	-4.978
11.338	50.509	-4.979
11.346	50.680	-4.979
11.354	50.846	-4.979
11.363	51.015	-4.980
11.371	51.185	-4.980
11.379	51.357	-4.980
11.388	51.522	-4.979
11.396	51.689	-4.979
11.404	51.860	-4.979
11.413	52.024	-4.978
11.421	52.195	-4.978
11.429	52.364	-4.978
11.438	52.526	-4.977
11.446	52.695	-4.977
11.454	52.865	-4.977
11.463	53.031	-4.977
11.471	53.195	-4.977
11.479	53.366	-4.978
11.488	53.529	-4.977
11.496	53.702	-4.977
11.504	53.871	-4.977
11.513	54.038	-4.977
11.521	54.207	-4.976
11.529	54.376	-4.976
11.538	54.541	-4.976
11.546	54.711	-4.975
11.554	54.872	-4.974
11.563	55.048	-4.974
11.571	55.215	-4.974
11.579	55.384	-4.973
11.588	55.548	-4.972
11.596	55.708	-4.971
11.604	55.880	-4.971
11.613	56.047	-4.970
11.621	56.216	-4.969
11.629	56.384	-4.969
11.638	56.557	-4.969
11.646	56.724	-4.968
11.654	56.892	-4.967
11.663	57.058	-4.966
11.671	57.226	-4.966
11.679	57.393	-4.965
11.688	57.561	-4.964
11.696	57.730	-4.964
11.704	57.901	-4.963
11.713	58.069	-4.962
11.721	58.234	-4.961
11.729	58.405	-4.961
11.738	58.570	-4.961
11.746	58.740	-4.961
11.754	58.911	-4.961
11.763	59.074	-4.960
11.771	59.244	-4.960
11.779	59.411	-4.960
11.788	59.577	-4.960
11.796	59.742	-4.960
11.804	59.914	-4.960
11.813	60.083	-4.960
11.821	60.252	-4.961
11.829	60.420	-4.961
11.838	60.587	-4.961
11.846	60.759	-4.961
11.854	60.923	-4.961
11.863	61.091	-4.961
11.871	61.259	-4.961
11.879	61.426	-4.962
11.888	61.589	-4.961
11.896	61.762	-4.962
11.904	61.925	-4.962
11.913	62.096	-4.962
11.921	62.263	-4.962
11.929	62.428	-4.962
11.938	62.598	-4.963
11.946	62.764	-4.963
11.954	62.933	-4.963
11.963	63.102	-4.963
11.971	63.267	-4.963
11.979	63.440	-4.964
11.988	63.604	-4.964
11.996	63.777	-4.965
12.004	63.943	-4.965
12.013	64.106	-4.966
12.021	64.277	-4.967
12.029	64.448	-4.968
12.038	64.609	-4.968
12.046	64.779	-4.969
12.054	64.941	-4.970
12.063	65.109	-4.971
12.071	65.276	-4.972
12.079	65.442	-4.973
12.088	65.611	-4.975
12.096	65.782	-4.976
12.104	65.946	-4.977
12.113	66.117	-4.979
12.121	66.284	-4.981
12.129	66.455	-4.983
12.138	66.618	-4.985
12.146	66.783	-4.986
12.154	66.950	-4.988
12.163	67.117	-4.990
12.171	67.283	-4.992
12.179	67.453	-4.994
12.188	67.628	-4.997
12.196	67.786	-4.998
12.204	67.950	-5.000
12.213	68.124	-5.003
12.221	68.291	-5.005
12.229	68.457	-5.007
12.238	68.628	-5.010
12.246	68.789	-5.011
12.254	68.959	-5.014
12.263	69.127	-5.015
12.271	69.292	-5.017
12.279	69.463	-5.019
12.288	69.632	-5.021
12.296	69.802	-5.023
12.304	69.961	-5.024
12.313	70.127	-5.026
12.321	70.294	-5.027
12.329	70.463	-5.029
12.338	70.631	-5.030
12.346	70.799	-5.031
12.354	70.969	-5.032
12.363	71.137	-5.033
12.371	71.302	-5.034
12.379	71.467	-5.036
12.388	71.637	-5.037
12.396	71.805	-5.038
12.404	71.972	-5.039
12.413	72.141	-5.040
12.421	72.306	-5.041
12.429	72.475	-5.042
12.438	72.643	-5.043
12.446	72.810	-5.044
12.454	72.974	-5.045
12.463	73.142	-5.046
12.471	73.312	-5.047
12.479	73.480	-5.048
12.488	73.650	-5.049
12.496	73.819	-5.050
12.504	73.989	-5.051
12.513	74.154	-5.051
12.521	74.315	-5.052
12.529	74.487	-5.053
12.538	74.648	-5.053
12.546	74.818	-5.054
12.554	74.986	-5.055
12.563	75.156	-5.056
12.571	75.318	-5.056
12.579	75.489	-5.057
12.588	75.658	-5.057
12.596	75.824	-5.058
12.604	75.991	-5.058
12.613	76.159	-5.059
12.621	76.328	-5.060
12.629	76.493	-5.060
12.638	76.661	-5.061
12.646	76.829	-5.061
12.654	76.997	-5.062
12.663	77.164	-5.063
12.671	77.332	-5.064
12.679	77.500	-5.064
12.688	77.667	-5.064
12.696	77.838	-5.065
12.704	78.005	-5.065
12.713	78.171	-5.065
12.721	78.342	-5.065
12.729	78.507	-5.065
12.738	78.674	-5.065
12.746	78.843	-5.065
12.754	79.008	-5.065
12.763	79.175	-5.065
12.771	79.346	-5.065
12.779	79.509	-5.065
12.788	79.682	-5.065
12.796	79.847	-5.065
12.804	80.017	-5.065
12.813	80.183	-5.065
12.821	80.350	-5.065
12.829	80.520	-5.066
12.838	80.688	-5.066
12.846	80.854	-5.066
12.854	81.027	-5.066
12.863	81.194	-5.066
12.871	81.359	-5.067
12.879	81.534	-5.067
12.888	81.694	-5.067
12.896	81.861	-5.067
12.904	82.034	-5.068
12.913	82.199	-5.068
12.921	82.362	-5.068
12.929	82.534	-5.068
12.938	82.701	-5.068
12.946	82.868	-5.068
12.954	83.033	-5.068
12.963	83.204	-5.068
12.971	83.368	-5.068
12.979	83.536	-5.068
12.988	83.704	-5.068
12.996	83.873	-5.068
13.004	84.041	-5.068
13.013	84.208	-5.068
13.021	84.371	-5.068
13.029	84.541	-5.069
13.038	84.713	-5.069
13.046	84.873	-5.068
13.054	85.049	-5.069
13.063	85.211	-5.068
13.071	85.381	-5.068
13.079	85.551	-5.068
13.088	85.717	-5.068
13.096	85.889	-5.068
13.104	86.057	-5.068
13.113	86.220	-5.067
13.121	86.386	-5.067
13.129	86.554	-5.068
13.138	86.728	-5.068
13.146	86.893	-5.068
13.154	87.057	-5.067
13.163	87.226	-5.067
13.171	87.397	-5.068
13.179	87.566	-5.067
13.188	87.732	-5.068
13.196	87.898	-5.068
13.204	88.065	-5.068
13.213	88.231	-5.067
13.221	88.401	-5.066
13.229	88.571	-5.066
13.238	88.740	-5.066
13.246	88.909	-5.066
13.254	89.072	-5.066
13.263	89.242	-5.066
13.271	89.409	-5.066
13.279	89.575	-5.065
13.288	89.745	-5.065
13.296	89.909	-5.065
13.304	90.075	-5.066
13.313	90.244	-5.066
13.321	90.413	-5.066
13.329	90.575	-5.066
13.338	90.746	-5.066
13.346	90.909	-5.065
13.354	91.079	-5.065
13.363	91.248	-5.065
13.371	91.417	-5.065
13.379	91.582	-5.065
13.388	91.745	-5.064
13.396	91.920	-5.064
13.404	92.086	-5.064
13.413	92.255	-5.064
13.421	92.424	-5.063
13.429	92.590	-5.062
13.438	92.758	-5.062
13.446	92.929	-5.062
13.454	93.092	-5.061
13.463	93.261	-5.061
13.471	93.429	-5.060
13.479	93.596	-5.060
13.488	93.767	-5.060
13.496	93.932	-5.059
13.504	94.098	-5.059
13.513	94.267	-5.059
13.521	94.435	-5.059
13.529	94.603	-5.059
13.538	94.770	-5.058
13.546	94.938	-5.058
13.554	95.102	-5.058
13.563	95.274	-5.058
13.571	95.437	-5.057
13.579	95.602	-5.056
13.588	95.773	-5.056
13.596	95.938	-5.055
13.604	96.108	-5.055
13.613	96.277	-5.054
13.621	96.444	-5.054
13.629	96.613	-5.053
13.638	96.782	-5.053
13.646	96.950	-5.052
13.654	97.118	-5.052
13.663	97.283	-5.051
13.671	97.452	-5.051
13.679	97.619	-5.051
13.688	97.793	-5.051
13.696	97.955	-5.050
13.704	98.125	-5.049
13.713	98.293	-5.048
13.721	98.458	-5.047
13.729	98.628	-5.047
13.738	98.797	-5.046
13.746	98.964	-5.045
13.754	99.129	-5.044
13.763	99.300	-5.043
13.771	99.472	-5.042
13.779	99.632	-5.041
13.788	99.801	-5.040
13.796	99.969	-5.040
13.804	100.136	-5.039
13.813	100.310	-5.039
13.821	100.474	-5.038
13.829	100.642	-5.037
13.838	100.806	-5.036
13.846	100.974	-5.035
13.854	101.146	-5.035
13.863	101.314	-5.034
13.871	101.476	-5.032
13.879	101.639	-5.031
13.888	101.809	-5.030
13.896	101.971	-5.028
13.904	102.146	-5.027
13.913	102.308	-5.026
13.921	102.474	-5.025
13.929	102.645	-5.024
13.938	102.814	-5.023
13.946	102.991	-5.022
13.954	103.158	-5.021
13.963	103.326	-5.020
13.971	103.493	-5.019
13.979	103.664	-5.018
13.988	103.831	-5.017
13.996	104.001	-5.015
14.004	104.168	-5.014
14.013	104.334	-5.012
14.021	104.505	-5.012
14.029	104.670	-5.010
14.038	104.840	-5.009
14.046	105.003	-5.008
14.054	105.177	-5.008
14.063	105.342	-5.007
14.071	105.511	-5.007
14.079	105.677	-5.006
14.088	105.848	-5.006
14.096	106.012	-5.005
14.104	106.181	-5.004
14.113	106.344	-5.003
14.121	106.517	-5.003
14.129	106.685	-5.002
14.138	106.853	-5.001
14.146	107.018	-4.999
14.154	107.188	-4.999
14.163	107.354	-4.997
14.171	107.521	-4.996
14.179	107.692	-4.995
14.188	107.859	-4.994
14.196	108.027	-4.992
14.204	108.194	-4.991
14.213	108.363	-4.990
14.221	108.533	-4.989
14.229	108.697	-4.988
14.238	108.866	-4.987
14.246	109.034	-4.987
14.254	109.201	-4.986
14.263	109.372	-4.985
14.271	109.536	-4.985
14.279	109.699	-4.983
14.288	109.868	-4.983
14.296	110.039	-4.982
14.304	110.208	-4.981
14.313	110.375	-4.980
14.321	110.544	-4.978
14.329	110.716	-4.978
14.338	110.882	-4.977
14.346	111.047	-4.975
14.354	111.211	-4.974
14.363	111.379	-4.973
14.371	111.548	-4.972
14.379	111.715	-4.971
14.388	111.883	-4.969
14.396	112.054	-4.968
14.404	112.224	-4.967
14.413	112.385	-4.965
14.421	112.556	-4.964
14.429	112.724	-4.962
14.438	112.889	-4.960
14.446	113.062	-4.959
14.454	113.230	-4.958
14.463	113.399	-4.956
14.471	113.567	-4.955
14.479	113.736	-4.953
14.488	113.899	-4.952
14.496	114.068	-4.951
14.504	114.239	-4.949
14.513	114.405	-4.948
14.521	114.567	-4.947
14.529	114.739	-4.946
14.538	114.906	-4.945
14.546	115.076	-4.944
14.554	115.244	-4.942
14.563	115.409	-4.941
14.571	115.581	-4.939
14.579	115.745	-4.937
14.588	115.916	-4.936
14.596	116.078	-4.934
14.604	116.248	-4.932
14.613	116.416	-4.930
14.621	116.586	-4.928
14.629	116.751	-4.927
14.638	116.921	-4.925
14.646	117.087	-4.924
14.654	117.259	-4.923
14.663	117.423	-4.921
14.671	117.595	-4.920
14.679	117.763	-4.919
14.688	117.930	-4.918
14.696	118.098	-4.916
14.704	118.265	-4.915
14.713	118.431	-4.914
14.721	118.598	-4.912
14.729	118.765	-4.911
14.738	118.936	-4.909
14.746	119.107	-4.908
14.754	119.269	-4.907
14.763	119.439	-4.906
14.771	119.604	-4.904
14.779	119.774	-4.903
14.788	119.943	-4.902
14.796	120.112	-4.901
14.804	120.279	-4.899
14.813	120.450	-4.898
14.821	120.613	-4.897
14.829	120.783	-4.896
14.838	120.952	-4.894
14.846	121.118	-4.892
14.854	121.283	-4.890
14.863	121.457	-4.889
14.871	121.629	-4.888
14.879	121.791	-4.885
14.888	121.959	-4.884
14.896	122.126	-4.882
14.904	122.296	-4.881
14.913	122.464	-4.879
14.921	122.631	-4.877
14.929	122.799	-4.876
14.938	122.969	-4.874
14.946	123.134	-4.873
14.954	123.303	-4.871
14.963	123.472	-4.869
14.971	123.641	-4.868
14.979	123.804	-4.866
14.988	123.973	-4.865
14.996	124.140	-4.864
15.004	124.311	-4.862
15.013	124.479	-4.861
15.021	124.643	-4.859
15.029	124.813	-4.857
15.038	124.980	-4.855
15.046	125.147	-4.854
15.054	125.316	-4.852
15.063	125.481	-4.850
15.071	125.649	-4.848
15.079	125.819	-4.847
15.088	125.985	-4.845
15.096	126.153	-4.843
15.104	126.322	-4.841
15.113	126.488	-4.839
15.121	126.656	-4.837
15.129	126.820	-4.835
15.138	126.992	-4.833
15.146	127.160	-4.831
15.154	127.328	-4.829
15.163	127.498	-4.827
15.171	127.666	-4.825
15.179	127.832	-4.823
15.188	128.000	-4.821
15.196	128.170	-4.819
15.204	128.337	-4.817
15.213	128.504	-4.815
15.221	128.672	-4.813
15.229	128.839	-4.810
15.238	129.006	-4.808
15.246	129.178	-4.805
15.254	129.341	-4.803
15.263	129.510	-4.801
15.271	129.677	-4.799
15.279	129.847	-4.797
15.288	130.012	-4.794
15.296	130.179	-4.792
15.304	130.347	-4.790
15.313	130.514	-4.788
15.321	130.684	-4.786
15.329	130.851	-4.784
15.338	131.015	-4.781
15.346	131.189	-4.779
15.354	131.355	-4.776
15.363	131.524	-4.774
15.371	131.694	-4.773
15.379	131.864	-4.770
15.388	132.029	-4.768
15.396	132.197	-4.766
15.404	132.368	-4.764
15.413	132.535	-4.762
15.421	132.700	-4.760
15.429	132.867	-4.758
15.438	133.041	-4.756
15.446	133.206	-4.754
15.454	133.373	-4.751
15.463	133.541	-4.749
15.471	133.710	-4.747
15.479	133.874	-4.745
15.488	134.047	-4.743
15.496	134.211	-4.741
15.504	134.381	-4.739
15.513	134.550	-4.737
15.521	134.717	-4.735
15.529	134.883	-4.733
15.538	135.054	-4.731
15.546	135.218	-4.729
15.554	135.390	-4.727
15.563	135.553	-4.725
15.571	135.722	-4.722
15.579	135.892	-4.720
15.588	136.060	-4.718
15.596	136.227	-4.716
15.604	136.396	-4.714
15.613	136.561	-4.712
15.621	136.728	-4.709
15.629	136.896	-4.707
15.638	137.064	-4.705
15.646	137.232	-4.702
15.654	137.398	-4.700
15.663	137.566	-4.698
15.671	137.732	-4.695
15.679	137.904	-4.693
15.688	138.071	-4.690
15.696	138.236	-4.687
15.704	138.403	-4.685
15.713	138.573	-4.683
15.721	138.744	-4.681
15.729	138.908	-4.678
15.738	139.074	-4.676
15.746	139.243	-4.673
15.754	139.413	-4.672
15.763	139.582	-4.669
15.771	139.746	-4.667
15.779	139.915	-4.664
15.788	140.082	-4.662
15.796	140.249	-4.659
15.804	140.419	-4.656
15.813	140.584	-4.654
15.821	140.753	-4.651
15.829	140.922	-4.649
15.838	141.086	-4.646
15.846	141.258	-4.644
15.854	141.425	-4.641
15.863	141.591	-4.639
15.871	141.763	-4.637
15.879	141.925	-4.634
15.888	142.094	-4.632
15.896	142.261	-4.629
15.904	142.427	-4.626
15.913	142.596	-4.624
15.921	142.764	-4.621
15.929	142.934	-4.619
15.938	143.098	-4.616
15.946	143.268	-4.613
15.954	143.432	-4.610
15.963	143.599	-4.607
15.971	143.768	-4.604
15.979	143.936	-4.602
15.988	144.109	-4.599
15.996	144.272	-4.596
16.004	144.444	-4.594
16.013	144.608	-4.591
16.021	144.779	-4.588
16.029	144.944	-4.585
16.038	145.113	-4.583
16.046	145.279	-4.580
16.054	145.448	-4.578
16.063	145.617	-4.575
16.071	145.782	-4.572
16.079	145.946	-4.569
16.088	146.115	-4.566
16.096	146.286	-4.563
16.104	146.457	-4.560
16.113	146.618	-4.557
16.121	146.787	-4.554
16.129	146.958	-4.551
16.138	147.122	-4.548
16.146	147.289	-4.545
16.154	147.459	-4.542
16.163	147.626	-4.539
16.171	147.796	-4.536
16.179	147.963	-4.534
16.188	148.129	-4.530
16.196	148.298	-4.527
16.204	148.465	-4.523
16.213	148.631	-4.520
16.221	148.801	-4.516
16.229	148.966	-4.512
16.238	149.134	-4.509
16.246	149.300	-4.505
16.254	149.472	-4.502
16.263	149.639	-4.498
16.271	149.807	-4.494
16.279	149.973	-4.490
16.288	150.144	-4.486
16.296	150.313	-4.483
16.304	150.476	-4.480
16.313	150.646	-4.476
16.321	150.810	-4.473
16.329	150.981	-4.469
16.338	151.151	-4.466
16.346	151.314	-4.462
16.354	151.485	-4.459
16.363	151.651	-4.456
16.371	151.816	-4.453
16.379	151.984	-4.449
16.388	152.153	-4.445
16.396	152.317	-4.441
16.404	152.490	-4.437
16.413	152.661	-4.434
16.421	152.823	-4.430
16.429	152.989	-4.426
16.438	153.155	-4.422
16.446	153.329	-4.418
16.454	153.498	-4.414
16.463	153.661	-4.409
16.471	153.830	-4.406
16.479	153.993	-4.402
16.488	154.161	-4.398
16.496	154.330	-4.394
16.504	154.495	-4.390
16.513	154.667	-4.386
16.521	154.837	-4.382
16.529	155.005	-4.378
16.538	155.169	-4.375
16.546	155.339	-4.371
16.554	155.504	-4.367
16.563	155.675	-4.363
16.571	155.840	-4.358
16.579	156.009	-4.354
16.588	156.175	-4.350
16.596	156.344	-4.347
16.604	156.508	-4.342
16.613	156.678	-4.338
16.621	156.847	-4.334
16.629	157.013	-4.329
16.638	157.180	-4.325
16.646	157.353	-4.320
16.654	157.517	-4.316
16.663	157.685	-4.312
16.671	157.853	-4.307
16.679	158.025	-4.302
16.688	158.189	-4.298
16.696	158.358	-4.293
16.704	158.525	-4.289
16.713	158.694	-4.284
16.721	158.857	-4.280
16.729	159.031	-4.275
16.738	159.191	-4.270
16.746	159.364	-4.266
16.754	159.530	-4.262
16.763	159.700	-4.257
16.771	159.865	-4.253
16.779	160.035	-4.248
16.788	160.201	-4.243
16.796	160.371	-4.239
16.804	160.538	-4.234
16.813	160.707	-4.230
16.821	160.872	-4.226
16.829	161.042	-4.221
16.838	161.208	-4.217
16.846	161.376	-4.212
16.854	161.548	-4.207
16.863	161.710	-4.202
16.871	161.878	-4.198
16.879	162.052	-4.193
16.888	162.214	-4.188
16.896	162.383	-4.184
16.904	162.550	-4.179
16.913	162.717	-4.174
16.921	162.885	-4.170
16.929	163.052	-4.165
16.938	163.218	-4.161
16.946	163.388	-4.156
16.954	163.558	-4.152
16.963	163.722	-4.147
16.971	163.891	-4.143
16.979	164.060	-4.139
16.988	164.226	-4.135
16.996	164.397	-4.131
17.004	164.563	-4.127
17.013	164.729	-4.123
17.021	164.898	-4.118
17.029	165.068	-4.114
17.038	165.234	-4.111
17.046	165.402	-4.106
17.054	165.571	-4.102
17.063	165.739	-4.098
17.071	165.904	-4.094
17.079	166.073	-4.089
17.088	166.238	-4.085
17.096	166.408	-4.081
17.104	166.577	-4.078
17.113	166.744	-4.074
17.121	166.916	-4.069
17.129	167.080	-4.065
17.138	167.249	-4.062
17.146	167.421	-4.058
17.154	167.585	-4.054
17.163	167.749	-4.050
17.171	167.917	-4.046
17.179	168.086	-4.042
17.188	168.259	-4.039
17.196	168.427	-4.035
17.204	168.592	-4.032
17.213	168.756	-4.028
17.221	168.928	-4.024
17.229	169.096	-4.021
17.238	169.264	-4.017
17.246	169.426	-4.013
17.254	169.595	-4.010
17.263	169.763	-4.006
17.271	169.926	-4.003
17.279	170.098	-3.999
17.288	170.266	-3.996
17.296	170.432	-3.992
17.304	170.601	-3.989
17.313	170.769	-3.985
17.321	170.931	-3.982
17.329	171.101	-3.978
17.338	171.270	-3.975
17.346	171.435	-3.972
17.354	171.607	-3.969
17.363	171.775	-3.966
17.371	171.935	-3.963
17.379	172.106	-3.960
17.388	172.273	-3.957
17.396	172.442	-3.954
17.404	172.608	-3.951
17.413	172.780	-3.949
17.421	172.946	-3.946
17.429	173.112	-3.942
17.438	173.277	-3.939
17.446	173.447	-3.936
17.454	173.614	-3.932
17.463	173.782	-3.929
17.471	173.951	-3.925
17.479	174.117	-3.921
17.488	174.286	-3.918
17.496	174.454	-3.914
17.504	174.623	-3.911
17.513	174.791	-3.907
17.521	174.955	-3.904
17.529	175.121	-3.901
17.538	175.292	-3.899
17.546	175.457	-3.895
17.554	175.624	-3.893
17.563	175.790	-3.890
17.571	175.962	-3.887
17.579	176.129	-3.885
17.588	176.299	-3.882
17.596	176.462	-3.879
17.604	176.629	-3.876
17.613	176.795	-3.873
17.621	176.964	-3.870
17.629	177.131	-3.868
17.638	177.308	-3.865
17.646	177.469	-3.862
17.654	177.636	-3.859
17.663	177.803	-3.857
17.671	177.970	-3.855
17.679	178.140	-3.852
17.688	178.305	-3.849
17.696	178.473	-3.847
17.704	178.643	-3.844
17.713	178.808	-3.841
17.721	178.976	-3.839
17.729	179.144	-3.836
17.738	179.313	-3.834
17.746	179.480	-3.831
17.754	179.646	-3.828
17.763	179.813	-3.826
17.771	179.983	-3.824
17.779	180.147	-3.822
