t /s	T /°C	HF /mw
10.071	330.960	-4.881
10.079	331.129	-4.882
10.088	331.300	-4.883
10.096	331.468	-4.883
10.104	331.633	-4.884
10.113	331.799	-4.884
10.121	331.971	-4.885
10.129	332.133	-4.885
10.138	332.302	-4.886
10.146	332.469	-4.886
10.154	332.641	-4.887
10.163	332.808	-4.888
10.171	332.975	-4.888
10.179	333.144	-4.889
10.188	333.313	-4.890
10.196	333.485	-4.891
10.204	333.652	-4.891
10.213	333.818	-4.892
10.221	333.986	-4.892
10.229	334.157	-4.893
10.238	334.322	-4.893
10.246	334.491	-4.894
10.254	334.657	-4.894
10.263	334.824	-4.895
10.271	334.993	-4.896
10.279	335.159	-4.896
10.288	335.333	-4.898
10.296	335.503	-4.899
10.304	335.669	-4.899
10.313	335.836	-4.900
10.321	336.004	-4.901
10.329	336.174	-4.902
10.338	336.345	-4.903
10.346	336.515	-4.904
10.354	336.683	-4.905
10.363	336.848	-4.905
10.371	337.017	-4.906
10.379	337.183	-4.907
10.388	337.351	-4.907
10.396	337.523	-4.909
10.404	337.692	-4.909
10.413	337.857	-4.910
10.421	338.024	-4.910
10.429	338.195	-4.911
10.438	338.361	-4.912
10.446	338.528	-4.913
10.454	338.699	-4.913
10.463	338.866	-4.914
10.471	339.037	-4.915
10.479	339.201	-4.915
10.488	339.374	-4.916
10.496	339.544	-4.916
10.504	339.710	-4.917
10.513	339.876	-4.918
10.521	340.041	-4.918
10.529	340.208	-4.919
10.538	340.380	-4.920
10.546	340.544	-4.921
10.554	340.715	-4.922
10.563	340.882	-4.923
10.571	341.051	-4.924
10.579	341.219	-4.925
10.588	341.386	-4.926
10.596	341.552	-4.927
10.604	341.724	-4.928
10.613	341.889	-4.928
10.621	342.058	-4.930
10.629	342.223	-4.930
10.638	342.396	-4.931
10.646	342.566	-4.932
10.654	342.734	-4.932
10.663	342.899	-4.933
10.671	343.066	-4.934
10.679	343.238	-4.935
10.688	343.409	-4.936
10.696	343.576	-4.936
10.704	343.741	-4.936
10.713	343.910	-4.937
10.721	344.079	-4.938
10.729	344.249	-4.939
10.738	344.416	-4.940
10.746	344.581	-4.940
10.754	344.745	-4.941
10.763	344.917	-4.942
10.771	345.084	-4.943
10.779	345.259	-4.944
10.788	345.426	-4.945
10.796	345.590	-4.945
10.804	345.762	-4.946
10.813	345.927	-4.947
10.821	346.097	-4.948
10.829	346.265	-4.948
10.838	346.429	-4.948
10.846	346.597	-4.949
10.854	346.771	-4.950
10.863	346.936	-4.951
10.871	347.106	-4.952
10.879	347.272	-4.952
10.888	347.443	-4.953
10.896	347.611	-4.954
10.904	347.776	-4.955
10.913	347.942	-4.955
10.921	348.113	-4.956
10.929	348.280	-4.957
10.938	348.449	-4.957
10.946	348.619	-4.958
10.954	348.785	-4.958
10.963	348.949	-4.958
10.971	349.125	-4.959
10.979	349.293	-4.959
10.988	349.457	-4.959
10.996	349.625	-4.960
11.004	349.796	-4.961
11.013	349.965	-4.962
11.021	350.132	-4.962
11.029	350.297	-4.963
11.038	350.469	-4.964
11.046	350.635	-4.964
11.054	350.799	-4.965
11.063	350.969	-4.965
11.071	351.137	-4.966
11.079	351.303	-4.966
11.088	351.471	-4.966
11.096	351.641	-4.967
11.104	351.809	-4.967
11.113	351.978	-4.968
11.121	352.142	-4.968
11.129	352.308	-4.968
11.138	352.477	-4.969
11.146	352.651	-4.969
11.154	352.814	-4.969
11.163	352.981	-4.970
11.171	353.149	-4.970
11.179	353.315	-4.970
11.188	353.488	-4.971
11.196	353.657	-4.971
11.204	353.824	-4.971
11.213	353.993	-4.972
11.221	354.160	-4.972
11.229	354.328	-4.973
11.238	354.492	-4.973
11.246	354.662	-4.974
11.254	354.828	-4.974
11.263	354.997	-4.975
11.271	355.165	-4.975
11.279	355.339	-4.976
11.288	355.498	-4.976
11.296	355.671	-4.977
11.304	355.837	-4.977
11.313	356.006	-4.977
11.321	356.170	-4.978
11.329	356.343	-4.978
11.338	356.509	-4.979
11.346	356.680	-4.979
11.354	356.846	-4.979
11.363	357.015	-4.980
11.371	357.185	-4.980
11.379	357.357	-4.980
11.388	357.522	-4.979
11.396	357.689	-4.979
11.404	357.860	-4.979
11.413	358.024	-4.978
11.421	358.195	-4.978
11.429	358.364	-4.978
11.438	358.526	-4.977
11.446	358.695	-4.977
11.454	358.865	-4.977
11.463	359.031	-4.977
11.471	359.195	-4.977
11.479	359.366	-4.978
11.488	359.529	-4.977
11.496	359.702	-4.977
11.504	359.871	-4.977
11.513	360.038	-4.977
11.521	360.207	-4.976
11.529	360.376	-4.976
11.538	360.541	-4.976
11.546	360.711	-4.975
11.554	360.872	-4.974
11.563	361.048	-4.974
11.571	361.215	-4.974
11.579	361.384	-4.973
11.588	361.548	-4.972
11.596	361.707	-4.971
11.604	361.880	-4.971
11.613	362.047	-4.970
11.621	362.217	-4.969
11.629	362.384	-4.969
11.638	362.557	-4.969
11.646	362.724	-4.968
11.654	362.892	-4.967
11.663	363.058	-4.966
11.671	363.226	-4.966
11.679	363.393	-4.965
11.688	363.561	-4.964
11.696	363.730	-4.964
11.704	363.901	-4.963
11.713	364.069	-4.962
11.721	364.234	-4.961
11.729	364.405	-4.961
11.738	364.570	-4.961
11.746	364.740	-4.961
11.754	364.911	-4.961
11.763	365.074	-4.960
11.771	365.244	-4.960
11.779	365.411	-4.960
11.788	365.577	-4.960
11.796	365.742	-4.960
11.804	365.914	-4.960
11.813	366.083	-4.960
11.821	366.252	-4.961
11.829	366.420	-4.961
11.838	366.587	-4.961
11.846	366.759	-4.961
11.854	366.923	-4.961
11.863	367.091	-4.961
11.871	367.259	-4.961
11.879	367.426	-4.962
11.888	367.589	-4.961
11.896	367.762	-4.962
11.904	367.925	-4.962
11.913	368.096	-4.962
11.921	368.263	-4.962
11.929	368.428	-4.962
11.938	368.598	-4.963
11.946	368.764	-4.963
11.954	368.933	-4.963
11.963	369.102	-4.963
11.971	369.267	-4.963
11.979	369.440	-4.964
11.988	369.604	-4.964
11.996	369.777	-4.965
12.004	369.943	-4.965
12.013	370.106	-4.966
12.021	370.277	-4.967
12.029	370.448	-4.968
12.038	370.609	-4.968
12.046	370.779	-4.969
12.054	370.941	-4.970
12.063	371.109	-4.971
12.071	371.276	-4.972
12.079	371.442	-4.973
12.088	371.611	-4.975
12.096	371.782	-4.976
12.104	371.946	-4.977
12.113	372.117	-4.979
12.121	372.284	-4.981
12.129	372.455	-4.983
12.138	372.618	-4.985
12.146	372.783	-4.986
12.154	372.950	-4.988
12.163	373.117	-4.990
12.171	373.283	-4.992
12.179	373.453	-4.994
12.188	373.628	-4.997
12.196	373.786	-4.998
12.204	373.950	-5.000
12.213	374.124	-5.003
12.221	374.291	-5.005
12.229	374.457	-5.007
12.238	374.628	-5.010
12.246	374.789	-5.011
12.254	374.959	-5.014
12.263	375.128	-5.015
12.271	375.292	-5.017
12.279	375.463	-5.019
12.288	375.632	-5.021
12.296	375.802	-5.023
12.304	375.961	-5.024
12.313	376.128	-5.026
12.321	376.294	-5.027
12.329	376.463	-5.029
12.338	376.631	-5.030
12.346	376.799	-5.031
12.354	376.969	-5.032
12.363	377.137	-5.033
12.371	377.302	-5.034
12.379	377.467	-5.036
12.388	377.637	-5.037
12.396	377.805	-5.038
12.404	377.972	-5.039
12.413	378.141	-5.040
12.421	378.306	-5.041
12.429	378.475	-5.042
12.438	378.643	-5.043
12.446	378.810	-5.044
12.454	378.974	-5.045
12.463	379.142	-5.046
12.471	379.312	-5.047
12.479	379.480	-5.048
12.488	379.650	-5.049
12.496	379.819	-5.050
12.504	379.989	-5.051
12.513	380.154	-5.051
12.521	380.315	-5.052
12.529	380.487	-5.053
12.538	380.648	-5.053
12.546	380.818	-5.054
12.554	380.986	-5.055
12.563	381.156	-5.056
12.571	381.318	-5.056
12.579	381.489	-5.057
12.588	381.658	-5.057
12.596	381.824	-5.058
12.604	381.991	-5.058
12.613	382.159	-5.059
12.621	382.328	-5.060
12.629	382.493	-5.060
12.638	382.661	-5.061
12.646	382.829	-5.061
12.654	382.997	-5.062
12.663	383.164	-5.063
12.671	383.332	-5.064
12.679	383.500	-5.064
12.688	383.667	-5.064
12.696	383.838	-5.065
12.704	384.005	-5.065
12.713	384.171	-5.065
12.721	384.342	-5.065
12.729	384.507	-5.065
12.738	384.674	-5.065
12.746	384.843	-5.065
12.754	385.008	-5.065
12.763	385.175	-5.065
12.771	385.346	-5.065
12.779	385.509	-5.065
12.788	385.682	-5.065
12.796	385.847	-5.065
12.804	386.017	-5.065
12.813	386.183	-5.065
12.821	386.350	-5.065
12.829	386.520	-5.066
12.838	386.688	-5.066
12.846	386.854	-5.066
12.854	387.027	-5.066
12.863	387.194	-5.066
12.871	387.359	-5.067
12.879	387.534	-5.067
12.888	387.694	-5.067
12.896	387.861	-5.067
12.904	388.034	-5.068
12.913	388.199	-5.068
12.921	388.362	-5.068
12.929	388.534	-5.068
12.938	388.701	-5.068
12.946	388.868	-5.068
12.954	389.033	-5.068
12.963	389.204	-5.068
12.971	389.368	-5.068
12.979	389.536	-5.068
12.988	389.704	-5.068
12.996	389.873	-5.068
13.004	390.041	-5.068
13.013	390.208	-5.068
13.021	390.371	-5.068
13.029	390.541	-5.069
13.038	390.713	-5.069
13.046	390.873	-5.068
13.054	391.049	-5.069
13.063	391.211	-5.068
13.071	391.381	-5.068
13.079	391.551	-5.068
13.088	391.717	-5.068
13.096	391.889	-5.068
13.104	392.057	-5.068
13.113	392.220	-5.067
13.121	392.386	-5.067
13.129	392.554	-5.068
13.138	392.728	-5.068
13.146	392.893	-5.068
13.154	393.057	-5.067
13.163	393.226	-5.067
13.171	393.397	-5.068
13.179	393.566	-5.067
13.188	393.732	-5.068
13.196	393.898	-5.068
13.204	394.065	-5.068
13.213	394.231	-5.067
13.221	394.401	-5.066
13.229	394.571	-5.066
13.238	394.740	-5.066
13.246	394.909	-5.066
13.254	395.072	-5.066
13.263	395.242	-5.066
13.271	395.409	-5.066
13.279	395.575	-5.065
13.288	395.745	-5.065
13.296	395.909	-5.065
13.304	396.075	-5.066
13.313	396.244	-5.066
13.321	396.413	-5.066
13.329	396.575	-5.066
13.338	396.746	-5.066
13.346	396.909	-5.065
13.354	397.079	-5.065
13.363	397.248	-5.065
13.371	397.417	-5.065
13.379	397.582	-5.065
13.388	397.745	-5.064
13.396	397.920	-5.064
13.404	398.086	-5.064
13.413	398.255	-5.064
13.421	398.424	-5.063
13.429	398.590	-5.062
13.438	398.758	-5.062
13.446	398.929	-5.062
13.454	399.092	-5.061
13.463	399.261	-5.061
13.471	399.429	-5.060
13.479	399.596	-5.060
13.488	399.767	-5.060
13.496	399.932	-5.059
13.504	400.098	-5.059
13.513	400.267	-5.059
13.521	400.435	-5.059
13.529	400.603	-5.059
13.538	400.770	-5.058
13.546	400.938	-5.058
13.554	401.102	-5.058
13.563	401.274	-5.058
13.571	401.437	-5.057
13.579	401.602	-5.056
13.588	401.773	-5.056
13.596	401.938	-5.055
13.604	402.108	-5.055
13.613	402.277	-5.054
13.621	402.444	-5.054
13.629	402.613	-5.053
13.638	402.782	-5.053
13.646	402.950	-5.052
13.654	403.118	-5.052
13.663	403.283	-5.051
13.671	403.452	-5.051
13.679	403.619	-5.051
13.688	403.793	-5.051
13.696	403.955	-5.050
13.704	404.125	-5.049
13.713	404.293	-5.048
13.721	404.458	-5.047
13.729	404.628	-5.047
13.738	404.797	-5.046
13.746	404.964	-5.045
13.754	405.129	-5.044
13.763	405.300	-5.043
13.771	405.472	-5.042
13.779	405.632	-5.041
13.788	405.801	-5.040
13.796	405.969	-5.040
13.804	406.136	-5.039
13.813	406.310	-5.039
13.821	406.474	-5.038
13.829	406.642	-5.037
13.838	406.806	-5.036
13.846	406.974	-5.035
13.854	407.146	-5.035
13.863	407.314	-5.034
13.871	407.476	-5.032
13.879	407.639	-5.031
13.888	407.809	-5.030
13.896	407.971	-5.028
13.904	408.146	-5.027
13.913	408.308	-5.026
13.921	408.474	-5.025
13.929	408.645	-5.024
13.938	408.814	-5.023
13.946	408.991	-5.022
13.954	409.158	-5.021
13.963	409.326	-5.020
13.971	409.493	-5.019
13.979	409.664	-5.018
13.988	409.831	-5.017
13.996	410.001	-5.015
14.004	410.168	-5.014
14.013	410.334	-5.012
14.021	410.505	-5.012
14.029	410.670	-5.010
14.038	410.840	-5.009
14.046	411.003	-5.008
14.054	411.177	-5.008
14.063	411.342	-5.007
14.071	411.511	-5.007
14.079	411.677	-5.006
14.088	411.848	-5.006
14.096	412.012	-5.005
14.104	412.181	-5.004
14.113	412.344	-5.003
14.121	412.517	-5.003
14.129	412.685	-5.002
14.138	412.853	-5.001
14.146	413.018	-4.999
14.154	413.188	-4.999
14.163	413.354	-4.997
14.171	413.521	-4.996
14.179	413.692	-4.995
14.188	413.859	-4.994
14.196	414.027	-4.992
14.204	414.194	-4.991
14.213	414.363	-4.990
14.221	414.533	-4.989
14.229	414.697	-4.988
14.238	414.866	-4.987
14.246	415.034	-4.987
14.254	415.201	-4.986
14.263	415.372	-4.985
14.271	415.536	-4.985
14.279	415.699	-4.983
14.288	415.868	-4.983
14.296	416.039	-4.982
14.304	416.208	-4.981
14.313	416.375	-4.980
14.321	416.544	-4.978
14.329	416.716	-4.978
14.338	416.882	-4.977
14.346	417.047	-4.975
14.354	417.211	-4.974
14.363	417.379	-4.973
14.371	417.548	-4.972
14.379	417.715	-4.971
14.388	417.883	-4.969
14.396	418.054	-4.968
14.404	418.224	-4.967
14.413	418.385	-4.965
14.421	418.556	-4.964
14.429	418.724	-4.962
14.438	418.889	-4.960
14.446	419.062	-4.959
14.454	419.230	-4.958
14.463	419.399	-4.956
14.471	419.567	-4.955
14.479	419.736	-4.953
14.488	419.899	-4.952
14.496	420.068	-4.951
14.504	420.239	-4.949
14.513	420.405	-4.948
14.521	420.567	-4.947
14.529	420.739	-4.946
14.538	420.906	-4.945
14.546	421.076	-4.944
14.554	421.244	-4.942
14.563	421.409	-4.941
14.571	421.581	-4.939
14.579	421.745	-4.937
14.588	421.916	-4.936
14.596	422.078	-4.934
14.604	422.248	-4.932
14.613	422.416	-4.930
14.621	422.586	-4.928
14.629	422.751	-4.927
14.638	422.921	-4.925
14.646	423.087	-4.924
14.654	423.259	-4.923
14.663	423.423	-4.921
14.671	423.595	-4.920
14.679	423.763	-4.919
14.688	423.930	-4.918
14.696	424.098	-4.916
14.704	424.265	-4.915
14.713	424.431	-4.914
14.721	424.598	-4.912
14.729	424.765	-4.911
14.738	424.936	-4.909
14.746	425.107	-4.908
14.754	425.269	-4.907
14.763	425.439	-4.906
14.771	425.604	-4.904
14.779	425.774	-4.903
14.788	425.943	-4.902
14.796	426.112	-4.901
14.804	426.279	-4.899
14.813	426.450	-4.898
14.821	426.613	-4.897
14.829	426.783	-4.896
14.838	426.952	-4.894
14.846	427.118	-4.892
14.854	427.283	-4.890
14.863	427.457	-4.889
14.871	427.629	-4.888
14.879	427.791	-4.885
14.888	427.959	-4.884
14.896	428.126	-4.882
14.904	428.296	-4.881
14.913	428.464	-4.879
14.921	428.631	-4.877
14.929	428.799	-4.876
14.938	428.969	-4.874
14.946	429.134	-4.873
14.954	429.303	-4.871
14.963	429.472	-4.869
14.971	429.641	-4.868
14.979	429.804	-4.866
14.988	429.973	-4.865
14.996	430.140	-4.864
15.004	430.311	-4.862
15.013	430.479	-4.861
15.021	430.643	-4.859
15.029	430.813	-4.857
15.038	430.980	-4.855
15.046	431.147	-4.854
15.054	431.316	-4.852
15.063	431.481	-4.850
15.071	431.649	-4.848
15.079	431.819	-4.847
15.088	431.985	-4.845
15.096	432.153	-4.843
15.104	432.322	-4.841
15.113	432.488	-4.839
15.121	432.656	-4.837
15.129	432.820	-4.835
15.138	432.992	-4.833
15.146	433.160	-4.831
15.154	433.328	-4.829
15.163	433.498	-4.827
15.171	433.666	-4.825
15.179	433.832	-4.823
15.188	434.000	-4.821
15.196	434.170	-4.819
15.204	434.337	-4.817
15.213	434.504	-4.815
15.221	434.672	-4.813
15.229	434.839	-4.810
15.238	435.006	-4.808
15.246	435.178	-4.805
15.254	435.341	-4.803
15.263	435.510	-4.801
15.271	435.677	-4.799
15.279	435.847	-4.797
15.288	436.012	-4.794
15.296	436.179	-4.792
15.304	436.347	-4.790
15.313	436.514	-4.788
15.321	436.684	-4.786
15.329	436.851	-4.784
15.338	437.015	-4.781
15.346	437.189	-4.779
15.354	437.355	-4.776
15.363	437.524	-4.774
15.371	437.694	-4.773
15.379	437.864	-4.770
15.388	438.029	-4.768
15.396	438.197	-4.766
15.404	438.368	-4.764
15.413	438.535	-4.762
15.421	438.700	-4.760
15.429	438.867	-4.758
15.438	439.041	-4.756
15.446	439.206	-4.754
15.454	439.373	-4.751
15.463	439.541	-4.749
15.471	439.710	-4.747
15.479	439.874	-4.745
15.488	440.047	-4.743
15.496	440.211	-4.741
15.504	440.381	-4.739
15.513	440.550	-4.737
15.521	440.717	-4.735
15.529	440.883	-4.733
15.538	441.054	-4.731
15.546	441.218	-4.729
15.554	441.390	-4.727
15.563	441.553	-4.725
15.571	441.722	-4.722
15.579	441.892	-4.720
15.588	442.060	-4.718
15.596	442.227	-4.716
15.604	442.396	-4.714
15.613	442.561	-4.712
15.621	442.728	-4.709
15.629	442.896	-4.707
15.638	443.064	-4.705
15.646	443.232	-4.702
15.654	443.398	-4.700
15.663	443.566	-4.698
15.671	443.732	-4.695
15.679	443.904	-4.693
15.688	444.071	-4.690
15.696	444.236	-4.687
15.704	444.403	-4.685
15.713	444.573	-4.683
15.721	444.744	-4.681
15.729	444.908	-4.678
15.738	445.074	-4.676
15.746	445.243	-4.673
15.754	445.413	-4.672
15.763	445.582	-4.669
15.771	445.746	-4.667
15.779	445.915	-4.664
15.788	446.082	-4.662
15.796	446.249	-4.659
15.804	446.419	-4.656
15.813	446.584	-4.654
15.821	446.753	-4.651
15.829	446.922	-4.649
15.838	447.086	-4.646
15.846	447.258	-4.644
15.854	447.425	-4.641
15.863	447.591	-4.639
15.871	447.763	-4.637
15.879	447.925	-4.634
15.888	448.094	-4.632
15.896	448.261	-4.629
15.904	448.427	-4.626
15.913	448.596	-4.624
15.921	448.764	-4.621
15.929	448.934	-4.619
15.938	449.098	-4.616
15.946	449.268	-4.613
15.954	449.432	-4.610
15.963	449.599	-4.607
15.971	449.768	-4.604
15.979	449.936	-4.602
15.988	450.109	-4.599
15.996	450.272	-4.596
16.004	450.444	-4.594
16.013	450.608	-4.591
16.021	450.779	-4.588
16.029	450.944	-4.585
16.038	451.113	-4.583
16.046	451.279	-4.580
16.054	451.448	-4.578
16.063	451.617	-4.575
16.071	451.782	-4.572
16.079	451.946	-4.569
16.088	452.115	-4.566
16.096	452.286	-4.563
16.104	452.457	-4.560
16.113	452.618	-4.557
16.121	452.787	-4.554
16.129	452.958	-4.551
16.138	453.122	-4.548
16.146	453.289	-4.545
16.154	453.459	-4.542
16.163	453.626	-4.539
16.171	453.796	-4.536
16.179	453.963	-4.534
16.188	454.129	-4.530
16.196	454.298	-4.527
16.204	454.465	-4.523
16.213	454.631	-4.520
16.221	454.801	-4.516
16.229	454.966	-4.512
16.238	455.134	-4.509
16.246	455.300	-4.505
16.254	455.472	-4.502
16.263	455.639	-4.498
16.271	455.807	-4.494
16.279	455.973	-4.490
16.288	456.144	-4.486
16.296	456.313	-4.483
16.304	456.476	-4.480
16.313	456.646	-4.476
16.321	456.810	-4.473
16.329	456.981	-4.469
16.338	457.151	-4.466
16.346	457.314	-4.462
16.354	457.485	-4.459
16.363	457.651	-4.456
16.371	457.816	-4.453
16.379	457.984	-4.449
16.388	458.153	-4.445
16.396	458.317	-4.441
16.404	458.490	-4.437
16.413	458.661	-4.434
16.421	458.823	-4.430
16.429	458.989	-4.426
16.438	459.155	-4.422
16.446	459.329	-4.418
16.454	459.498	-4.414
16.463	459.661	-4.409
16.471	459.830	-4.406
16.479	459.993	-4.402
16.488	460.161	-4.398
16.496	460.330	-4.394
16.504	460.495	-4.390
16.513	460.667	-4.386
16.521	460.837	-4.382
16.529	461.005	-4.378
16.538	461.169	-4.375
16.546	461.339	-4.371
16.554	461.504	-4.367
16.563	461.675	-4.363
16.571	461.840	-4.358
16.579	462.009	-4.354
16.588	462.175	-4.350
16.596	462.344	-4.347
16.604	462.508	-4.342
16.613	462.678	-4.338
16.621	462.847	-4.334
16.629	463.013	-4.329
16.638	463.180	-4.325
16.646	463.353	-4.320
16.654	463.517	-4.316
16.663	463.685	-4.312
16.671	463.853	-4.307
16.679	464.025	-4.302
16.688	464.189	-4.298
16.696	464.358	-4.293
16.704	464.525	-4.289
16.713	464.694	-4.284
16.721	464.857	-4.280
16.729	465.031	-4.275
16.738	465.191	-4.270
16.746	465.364	-4.266
16.754	465.530	-4.262
16.763	465.700	-4.257
16.771	465.865	-4.253
16.779	466.035	-4.248
16.788	466.201	-4.243
16.796	466.371	-4.239
16.804	466.538	-4.234
16.813	466.707	-4.230
16.821	466.872	-4.226
16.829	467.042	-4.221
16.838	467.208	-4.217
16.846	467.376	-4.212
16.854	467.548	-4.207
16.863	467.710	-4.202
16.871	467.878	-4.198
16.879	468.052	-4.193
16.888	468.214	-4.188
16.896	468.383	-4.184
16.904	468.550	-4.179
16.913	468.717	-4.174
16.921	468.885	-4.170
16.929	469.052	-4.165
16.938	469.218	-4.161
16.946	469.388	-4.156
16.954	469.558	-4.152
16.963	469.722	-4.147
16.971	469.891	-4.143
16.979	470.060	-4.139
16.988	470.226	-4.135
16.996	470.397	-4.131
17.004	470.563	-4.127
17.013	470.729	-4.123
17.021	470.898	-4.118
17.029	471.068	-4.114
17.038	471.234	-4.111
17.046	471.402	-4.106
17.054	471.571	-4.102
17.063	471.739	-4.098
17.071	471.904	-4.094
17.079	472.073	-4.089
17.088	472.238	-4.085
17.096	472.408	-4.081
17.104	472.577	-4.078
17.113	472.744	-4.074
17.121	472.916	-4.069
17.129	473.080	-4.065
17.138	473.249	-4.062
17.146	473.421	-4.058
17.154	473.585	-4.054
17.163	473.749	-4.050
17.171	473.917	-4.046
17.179	474.086	-4.042
17.188	474.259	-4.039
17.196	474.427	-4.035
17.204	474.592	-4.032
17.213	474.756	-4.028
17.221	474.928	-4.024
17.229	475.096	-4.021
17.238	475.264	-4.017
17.246	475.426	-4.013
17.254	475.595	-4.010
17.263	475.763	-4.006
17.271	475.926	-4.003
17.279	476.098	-3.999
17.288	476.266	-3.996
17.296	476.432	-3.992
17.304	476.601	-3.989
17.313	476.769	-3.985
17.321	476.931	-3.982
17.329	477.101	-3.978
17.338	477.270	-3.975
17.346	477.435	-3.972
17.354	477.607	-3.969
17.363	477.775	-3.966
17.371	477.935	-3.963
17.379	478.106	-3.960
17.388	478.273	-3.957
17.396	478.442	-3.954
17.404	478.608	-3.951
17.413	478.780	-3.949
17.421	478.946	-3.946
17.429	479.112	-3.942
17.438	479.277	-3.939
17.446	479.447	-3.936
17.454	479.614	-3.932
17.463	479.782	-3.929
17.471	479.951	-3.925
17.479	480.117	-3.921
17.488	480.286	-3.918
17.496	480.454	-3.914
17.504	480.623	-3.911
17.513	480.791	-3.907
17.521	480.955	-3.904
17.529	481.121	-3.901
17.538	481.292	-3.899
17.546	481.457	-3.895
17.554	481.624	-3.893
17.563	481.790	-3.890
17.571	481.962	-3.887
17.579	482.129	-3.885
17.588	482.299	-3.882
17.596	482.462	-3.879
17.604	482.629	-3.876
17.613	482.795	-3.873
17.621	482.964	-3.870
17.629	483.131	-3.868
17.638	483.308	-3.865
17.646	483.469	-3.862
17.654	483.636	-3.859
17.663	483.803	-3.857
17.671	483.970	-3.855
17.679	484.140	-3.852
17.688	484.305	-3.849
17.696	484.473	-3.847
17.704	484.643	-3.844
17.713	484.808	-3.841
17.721	484.976	-3.839
17.729	485.144	-3.836
17.738	485.313	-3.834
17.746	485.480	-3.831
17.754	485.646	-3.828
17.763	485.813	-3.826
17.771	485.983	-3.824
17.779	486.147	-3.822
