t /s	T /°C	HF /mw
20.154	96.724	-5.602
20.163	96.806	-5.603
20.171	96.891	-5.603
20.179	96.975	-5.604
20.188	97.056	-5.604
20.196	97.144	-5.605
20.204	97.227	-5.605
20.213	97.311	-5.605
20.221	97.395	-5.606
20.229	97.478	-5.606
20.238	97.560	-5.606
20.246	97.642	-5.606
20.254	97.722	-5.607
20.263	97.809	-5.607
20.271	97.893	-5.607
20.279	97.977	-5.607
20.288	98.058	-5.607
20.296	98.147	-5.607
20.304	98.229	-5.608
20.313	98.312	-5.608
20.321	98.395	-5.608
20.329	98.476	-5.608
20.338	98.557	-5.608
20.346	98.641	-5.608
20.354	98.728	-5.609
20.363	98.808	-5.609
20.371	98.891	-5.609
20.379	98.975	-5.609
20.388	99.060	-5.609
20.396	99.141	-5.609
20.404	99.226	-5.610
20.413	99.308	-5.610
20.421	99.391	-5.611
20.429	99.474	-5.611
20.438	99.559	-5.611
20.446	99.644	-5.611
20.454	99.727	-5.611
20.463	99.810	-5.612
20.471	99.894	-5.612
20.479	99.979	-5.612
20.488	100.057	-5.613
20.496	100.145	-5.613
20.504	100.225	-5.613
20.513	100.310	-5.612
20.521	100.394	-5.613
20.529	100.476	-5.613
20.538	100.560	-5.613
20.546	100.643	-5.614
20.554	100.722	-5.614
20.563	100.806	-5.614
20.571	100.888	-5.614
20.579	100.974	-5.614
20.588	101.059	-5.615
20.596	101.139	-5.615
20.604	101.221	-5.615
20.613	101.308	-5.615
20.621	101.389	-5.615
20.629	101.474	-5.616
20.638	101.553	-5.616
20.646	101.642	-5.616
20.654	101.723	-5.617
20.663	101.809	-5.617
20.671	101.895	-5.617
20.679	101.977	-5.617
20.688	102.057	-5.617
20.696	102.139	-5.618
20.704	102.223	-5.618
20.713	102.305	-5.618
20.721	102.392	-5.618
20.729	102.473	-5.619
20.738	102.557	-5.619
20.746	102.642	-5.619
20.754	102.728	-5.619
20.763	102.809	-5.620
20.771	102.895	-5.620
20.779	102.976	-5.621
20.788	103.060	-5.621
20.796	103.143	-5.621
20.804	103.226	-5.621
20.813	103.315	-5.621
20.821	103.393	-5.621
20.829	103.479	-5.621
20.838	103.559	-5.622
20.846	103.644	-5.622
20.854	103.714	-5.622
20.863	103.808	-5.622
20.871	103.888	-5.623
20.879	103.975	-5.624
20.888	104.062	-5.625
20.896	104.139	-5.626
20.904	104.221	-5.627
20.913	104.305	-5.628
20.921	104.389	-5.629
20.929	104.475	-5.629
20.938	104.557	-5.630
20.946	104.640	-5.630
20.954	104.724	-5.630
20.963	104.811	-5.630
20.971	104.889	-5.630
20.979	104.979	-5.630
20.988	105.056	-5.630
20.996	105.145	-5.630
21.004	105.229	-5.630
21.013	105.310	-5.630
21.021	105.392	-5.630
21.029	105.475	-5.631
21.038	105.560	-5.631
21.046	105.640	-5.631
21.054	105.722	-5.632
21.063	105.813	-5.632
21.071	105.893	-5.632
21.079	105.977	-5.633
21.088	106.062	-5.633
21.096	106.144	-5.634
21.104	106.226	-5.634
21.113	106.308	-5.634
21.121	106.391	-5.635
21.129	106.477	-5.635
21.138	106.557	-5.635
21.146	106.640	-5.636
21.154	106.727	-5.636
21.163	106.808	-5.637
21.171	106.891	-5.637
21.179	106.969	-5.638
21.188	107.060	-5.638
21.196	107.143	-5.638
21.204	107.226	-5.637
21.213	107.310	-5.637
21.221	107.394	-5.636
21.229	107.478	-5.636
21.238	107.563	-5.635
21.246	107.644	-5.634
21.254	107.728	-5.634
21.263	107.810	-5.633
21.271	107.892	-5.632
21.279	107.976	-5.632
21.288	108.057	-5.633
21.296	108.150	-5.633
21.304	108.228	-5.633
21.313	108.313	-5.634
21.321	108.394	-5.634
21.329	108.477	-5.634
21.338	108.563	-5.633
21.346	108.644	-5.634
21.354	108.729	-5.634
21.363	108.806	-5.634
21.371	108.893	-5.634
21.379	108.976	-5.635
21.388	109.058	-5.635
21.396	109.141	-5.635
21.404	109.224	-5.635
21.413	109.308	-5.636
21.421	109.392	-5.636
21.429	109.478	-5.636
21.438	109.560	-5.636
21.446	109.645	-5.636
21.454	109.726	-5.637
21.463	109.805	-5.637
21.471	109.891	-5.637
21.479	109.978	-5.637
21.488	110.056	-5.638
21.496	110.146	-5.638
21.504	110.226	-5.638
21.513	110.311	-5.638
21.521	110.402	-5.639
21.529	110.475	-5.639
21.538	110.562	-5.639
21.546	110.651	-5.639
21.554	110.723	-5.639
21.563	110.814	-5.639
21.571	110.897	-5.639
21.579	110.977	-5.639
21.588	111.062	-5.640
21.596	111.142	-5.640
21.604	111.229	-5.640
21.613	111.313	-5.640
21.621	111.398	-5.640
21.629	111.477	-5.640
21.638	111.560	-5.641
21.646	111.640	-5.641
21.654	111.723	-5.641
21.663	111.811	-5.641
21.671	111.894	-5.641
21.679	111.973	-5.641
21.688	112.059	-5.641
21.696	112.144	-5.641
21.704	112.227	-5.642
21.713	112.310	-5.642
21.721	112.390	-5.642
21.729	112.478	-5.642
21.738	112.564	-5.642
21.746	112.642	-5.642
21.754	112.724	-5.642
21.763	112.809	-5.642
21.771	112.893	-5.642
21.779	112.976	-5.642
21.788	113.060	-5.642
21.796	113.141	-5.642
21.804	113.223	-5.642
21.813	113.310	-5.643
21.821	113.389	-5.643
21.829	113.474	-5.643
21.838	113.556	-5.643
21.846	113.640	-5.643
21.854	113.720	-5.643
21.863	113.805	-5.643
21.871	113.890	-5.643
21.879	113.972	-5.643
21.888	114.058	-5.644
21.896	114.140	-5.644
21.904	114.222	-5.644
21.913	114.306	-5.644
21.921	114.392	-5.644
21.929	114.473	-5.644
21.938	114.559	-5.644
21.946	114.639	-5.644
21.954	114.724	-5.643
21.963	114.808	-5.643
21.971	114.892	-5.643
21.979	114.975	-5.643
21.988	115.060	-5.643
21.996	115.145	-5.643
22.004	115.226	-5.643
22.013	115.314	-5.643
22.021	115.392	-5.643
22.029	115.477	-5.643
22.038	115.557	-5.643
22.046	115.642	-5.643
22.054	115.723	-5.643
22.063	115.807	-5.643
22.071	115.888	-5.642
22.079	115.971	-5.643
22.088	116.056	-5.642
22.096	116.142	-5.642
22.104	116.226	-5.642
22.113	116.314	-5.642
22.121	116.394	-5.642
22.129	116.475	-5.642
22.138	116.561	-5.642
22.146	116.643	-5.642
22.154	116.729	-5.642
22.163	116.812	-5.642
22.171	116.898	-5.642
22.179	116.976	-5.642
22.188	117.061	-5.642
22.196	117.144	-5.643
22.204	117.230	-5.643
22.213	117.314	-5.643
22.221	117.395	-5.643
22.229	117.477	-5.643
22.238	117.566	-5.643
22.246	117.647	-5.643
22.254	117.727	-5.644
22.263	117.812	-5.644
22.271	117.895	-5.644
22.279	117.976	-5.644
22.288	118.065	-5.644
22.296	118.144	-5.644
22.304	118.231	-5.643
22.313	118.315	-5.644
22.321	118.393	-5.644
22.329	118.477	-5.645
22.338	118.563	-5.645
22.346	118.646	-5.645
22.354	118.729	-5.645
22.363	118.813	-5.644
22.371	118.894	-5.644
22.379	118.978	-5.645
22.388	119.066	-5.644
22.396	119.149	-5.644
22.404	119.230	-5.644
22.413	119.314	-5.644
22.421	119.396	-5.644
22.429	119.479	-5.644
22.438	119.564	-5.644
22.446	119.643	-5.644
22.454	119.731	-5.643
22.463	119.813	-5.643
22.471	119.895	-5.643
22.479	119.977	-5.643
22.488	120.066	-5.643
22.496	120.149	-5.643
22.504	120.226	-5.643
22.513	120.313	-5.643
22.521	120.395	-5.643
22.529	120.478	-5.643
22.538	120.559	-5.643
22.546	120.643	-5.644
22.554	120.727	-5.644
22.563	120.809	-5.644
22.571	120.893	-5.644
22.579	120.981	-5.643
22.588	121.066	-5.643
22.596	121.147	-5.643
22.604	121.227	-5.643
22.613	121.317	-5.643
22.621	121.400	-5.643
22.629	121.483	-5.642
22.638	121.566	-5.642
22.646	121.651	-5.642
22.654	121.733	-5.642
22.663	121.816	-5.642
22.671	121.900	-5.642
22.679	121.985	-5.642
22.688	122.067	-5.642
22.696	122.150	-5.643
22.704	122.233	-5.643
22.713	122.319	-5.643
22.721	122.400	-5.643
22.729	122.481	-5.643
22.738	122.565	-5.643
22.746	122.652	-5.643
22.754	122.735	-5.643
22.763	122.822	-5.643
22.771	122.900	-5.643
22.779	122.983	-5.642
22.788	123.065	-5.642
22.796	123.149	-5.642
22.804	123.235	-5.642
22.813	123.315	-5.642
22.821	123.400	-5.642
22.829	123.484	-5.641
22.838	123.565	-5.641
22.846	123.647	-5.641
22.854	123.731	-5.641
22.863	123.818	-5.641
22.871	123.900	-5.641
22.879	123.982	-5.641
22.888	124.062	-5.641
22.896	124.145	-5.641
22.904	124.232	-5.640
22.913	124.315	-5.641
22.921	124.398	-5.641
22.929	124.480	-5.640
22.938	124.565	-5.640
22.946	124.649	-5.639
22.954	124.735	-5.639
22.963	124.817	-5.638
22.971	124.901	-5.638
22.979	124.983	-5.637
22.988	125.066	-5.637
22.996	125.152	-5.636
23.004	125.236	-5.636
23.013	125.319	-5.635
23.021	125.405	-5.635
23.029	125.484	-5.634
23.038	125.570	-5.634
23.046	125.652	-5.634
23.054	125.733	-5.634
23.063	125.818	-5.634
23.071	125.902	-5.634
23.079	125.991	-5.633
23.088	126.069	-5.633
23.096	126.148	-5.633
23.104	126.232	-5.633
23.113	126.317	-5.633
23.121	126.401	-5.632
23.129	126.487	-5.632
23.138	126.571	-5.631
23.146	126.652	-5.631
23.154	126.733	-5.630
23.163	126.819	-5.630
23.171	126.903	-5.630
23.179	126.987	-5.630
23.188	127.069	-5.629
23.196	127.147	-5.629
23.204	127.236	-5.628
23.213	127.318	-5.627
23.221	127.401	-5.627
23.229	127.483	-5.626
23.238	127.566	-5.625
23.246	127.652	-5.624
23.254	127.734	-5.623
23.263	127.819	-5.623
23.271	127.901	-5.622
23.279	127.987	-5.621
23.288	128.071	-5.621
23.296	128.158	-5.621
23.304	128.239	-5.621
23.313	128.326	-5.621
23.321	128.409	-5.620
23.329	128.490	-5.620
23.338	128.576	-5.620
23.346	128.660	-5.619
23.354	128.740	-5.619
23.363	128.822	-5.619
23.371	128.906	-5.618
23.379	128.991	-5.618
23.388	129.073	-5.617
23.396	129.157	-5.617
23.404	129.243	-5.616
23.413	129.323	-5.616
23.421	129.405	-5.616
23.429	129.490	-5.616
23.438	129.576	-5.616
23.446	129.656	-5.615
23.454	129.738	-5.615
23.463	129.823	-5.614
23.471	129.907	-5.614
23.479	129.995	-5.614
23.488	130.079	-5.614
23.496	130.160	-5.613
23.504	130.245	-5.613
23.513	130.327	-5.613
23.521	130.409	-5.612
23.529	130.493	-5.612
23.538	130.573	-5.612
23.546	130.661	-5.611
23.554	130.746	-5.611
23.563	130.828	-5.610
23.571	130.911	-5.610
23.579	130.993	-5.609
23.588	131.074	-5.609
23.596	131.157	-5.608
23.604	131.240	-5.608
23.613	131.322	-5.608
23.621	131.404	-5.608
23.629	131.493	-5.607
23.638	131.575	-5.608
23.646	131.663	-5.608
23.654	131.741	-5.608
23.663	131.826	-5.608
23.671	131.909	-5.608
23.679	131.994	-5.608
23.688	132.075	-5.608
23.696	132.161	-5.608
23.704	132.245	-5.608
23.713	132.329	-5.608
23.721	132.413	-5.608
23.729	132.495	-5.608
23.738	132.573	-5.608
23.746	132.658	-5.608
23.754	132.743	-5.608
23.763	132.827	-5.608
23.771	132.907	-5.608
23.779	132.991	-5.608
23.788	133.077	-5.608
23.796	133.160	-5.608
23.804	133.246	-5.607
23.813	133.326	-5.607
23.821	133.411	-5.607
23.829	133.498	-5.608
23.838	133.578	-5.607
23.846	133.663	-5.607
23.854	133.750	-5.607
23.863	133.828	-5.607
23.871	133.913	-5.607
23.879	133.996	-5.607
23.888	134.079	-5.608
23.896	134.157	-5.608
23.904	134.244	-5.607
23.913	134.327	-5.607
23.921	134.409	-5.607
23.929	134.497	-5.606
23.938	134.574	-5.606
23.946	134.659	-5.606
23.954	134.746	-5.606
23.963	134.828	-5.605
23.971	134.913	-5.605
23.979	134.995	-5.605
23.988	135.080	-5.604
23.996	135.159	-5.604
24.004	135.244	-5.604
24.013	135.328	-5.604
24.021	135.411	-5.603
24.029	135.495	-5.603
24.038	135.576	-5.603
24.046	135.662	-5.603
24.054	135.747	-5.603
24.063	135.829	-5.602
24.071	135.910	-5.602
24.079	135.996	-5.602
24.088	136.079	-5.602
24.096	136.163	-5.603
24.104	136.247	-5.603
24.113	136.329	-5.603
24.121	136.413	-5.603
24.129	136.495	-5.603
24.138	136.576	-5.603
24.146	136.664	-5.603
24.154	136.745	-5.603
24.163	136.827	-5.603
24.171	136.912	-5.602
24.179	136.993	-5.602
24.188	137.077	-5.602
24.196	137.159	-5.602
24.204	137.241	-5.602
24.213	137.327	-5.602
24.221	137.409	-5.603
24.229	137.495	-5.603
24.238	137.577	-5.604
24.246	137.663	-5.604
24.254	137.745	-5.604
24.263	137.826	-5.605
24.271	137.913	-5.605
24.279	137.999	-5.605
24.288	138.080	-5.606
24.296	138.161	-5.606
24.304	138.250	-5.606
24.313	138.331	-5.607
24.321	138.416	-5.607
24.329	138.494	-5.607
24.338	138.579	-5.608
24.346	138.662	-5.608
24.354	138.750	-5.608
24.363	138.830	-5.609
24.371	138.916	-5.609
24.379	139.000	-5.609
24.388	139.080	-5.610
24.396	139.164	-5.610
24.404	139.247	-5.611
24.413	139.330	-5.611
24.421	139.413	-5.612
24.429	139.498	-5.613
24.438	139.581	-5.613
24.446	139.662	-5.614
24.454	139.749	-5.615
24.463	139.830	-5.615
24.471	139.914	-5.616
24.479	139.993	-5.617
24.488	140.081	-5.617
24.496	140.164	-5.617
24.504	140.248	-5.617
24.513	140.329	-5.618
24.521	140.414	-5.618
24.529	140.496	-5.619
24.538	140.580	-5.619
24.546	140.663	-5.620
24.554	140.748	-5.621
24.563	140.826	-5.621
24.571	140.911	-5.621
24.579	140.997	-5.622
24.588	141.082	-5.622
24.596	141.166	-5.623
24.604	141.243	-5.623
24.613	141.332	-5.623
24.621	141.413	-5.624
24.629	141.496	-5.624
24.638	141.581	-5.624
24.646	141.666	-5.624
24.654	141.748	-5.625
24.663	141.831	-5.626
24.671	141.916	-5.626
24.679	141.998	-5.627
24.688	142.080	-5.627
24.696	142.160	-5.628
24.704	142.247	-5.628
24.713	142.331	-5.629
24.721	142.419	-5.629
24.729	142.499	-5.630
24.738	142.582	-5.630
24.746	142.666	-5.631
24.754	142.751	-5.631
24.763	142.834	-5.632
24.771	142.921	-5.632
24.779	143.004	-5.633
24.788	143.087	-5.633
24.796	143.168	-5.634
24.804	143.251	-5.634
24.813	143.334	-5.634
24.821	143.416	-5.635
24.829	143.503	-5.635
24.838	143.584	-5.636
24.846	143.668	-5.637
24.854	143.746	-5.637
24.863	143.833	-5.638
24.871	143.916	-5.637
24.879	144.003	-5.638
24.888	144.082	-5.638
24.896	144.165	-5.639
24.904	144.249	-5.639
24.913	144.332	-5.640
24.921	144.416	-5.640
24.929	144.500	-5.640
24.938	144.585	-5.640
24.946	144.665	-5.640
24.954	144.751	-5.641
24.963	144.827	-5.641
24.971	144.912	-5.641
24.979	145.001	-5.641
24.988	145.083	-5.641
24.996	145.168	-5.641
25.004	145.250	-5.641
25.013	145.332	-5.641
25.021	145.414	-5.642
25.029	145.500	-5.642
25.038	145.585	-5.642
25.046	145.666	-5.642
25.054	145.752	-5.643
25.063	145.829	-5.644
25.071	145.915	-5.644
25.079	146.001	-5.644
25.088	146.083	-5.645
25.096	146.165	-5.645
25.104	146.254	-5.646
25.113	146.337	-5.646
25.121	146.420	-5.646
25.129	146.498	-5.646
25.138	146.584	-5.646
25.146	146.667	-5.646
25.154	146.747	-5.646
25.163	146.832	-5.646
25.171	146.917	-5.646
25.179	147.000	-5.646
25.188	147.085	-5.645
25.196	147.169	-5.645
25.204	147.247	-5.646
25.213	147.338	-5.646
25.221	147.421	-5.646
25.229	147.505	-5.646
25.238	147.588	-5.646
25.246	147.670	-5.646
25.254	147.752	-5.646
25.263	147.834	-5.647
25.271	147.919	-5.647
25.279	148.005	-5.647
25.288	148.085	-5.647
25.296	148.165	-5.647
25.304	148.251	-5.648
25.313	148.333	-5.648
25.321	148.419	-5.648
25.329	148.498	-5.648
25.338	148.583	-5.648
25.346	148.666	-5.648
25.354	148.753	-5.648
25.363	148.830	-5.648
25.371	148.916	-5.648
25.379	149.001	-5.648
25.388	149.084	-5.649
25.396	149.172	-5.649
25.404	149.255	-5.649
25.413	149.330	-5.650
25.421	149.415	-5.650
25.429	149.501	-5.650
25.438	149.588	-5.650
25.446	149.669	-5.651
25.454	149.748	-5.651
25.463	149.837	-5.651
25.471	149.923	-5.651
25.479	150.001	-5.651
25.488	150.088	-5.651
25.496	150.166	-5.651
25.504	150.253	-5.651
25.513	150.337	-5.651
25.521	150.417	-5.650
25.529	150.500	-5.650
25.538	150.589	-5.650
25.546	150.672	-5.649
25.554	150.756	-5.650
25.563	150.839	-5.650
25.571	150.919	-5.650
25.579	151.002	-5.649
25.588	151.087	-5.650
25.596	151.169	-5.649
25.604	151.254	-5.649
25.613	151.338	-5.649
25.621	151.420	-5.649
25.629	151.506	-5.648
25.638	151.588	-5.648
25.646	151.674	-5.647
25.654	151.757	-5.647
25.663	151.840	-5.647
25.671	151.924	-5.647
25.679	152.009	-5.647
25.688	152.091	-5.647
25.696	152.171	-5.647
25.704	152.257	-5.647
25.713	152.343	-5.647
25.721	152.424	-5.648
25.729	152.504	-5.648
25.738	152.590	-5.648
25.746	152.671	-5.648
25.754	152.761	-5.648
25.763	152.843	-5.648
25.771	152.923	-5.648
25.779	153.006	-5.648
25.788	153.089	-5.649
25.796	153.172	-5.648
25.804	153.253	-5.648
25.813	153.342	-5.648
25.821	153.425	-5.648
25.829	153.512	-5.648
25.838	153.594	-5.647
25.846	153.676	-5.647
25.854	153.759	-5.647
25.863	153.839	-5.647
25.871	153.922	-5.646
25.879	154.006	-5.646
25.888	154.090	-5.646
25.896	154.171	-5.646
25.904	154.256	-5.646
25.913	154.341	-5.646
25.921	154.426	-5.646
25.929	154.509	-5.646
25.938	154.589	-5.646
25.946	154.676	-5.646
25.954	154.756	-5.646
25.963	154.841	-5.646
25.971	154.927	-5.646
25.979	155.007	-5.646
25.988	155.087	-5.647
25.996	155.174	-5.647
26.004	155.259	-5.646
26.013	155.341	-5.647
26.021	155.425	-5.647
26.029	155.505	-5.647
26.038	155.591	-5.646
26.046	155.675	-5.646
26.054	155.756	-5.646
26.063	155.839	-5.646
26.071	155.921	-5.645
26.079	156.009	-5.645
26.088	156.090	-5.645
26.096	156.177	-5.644
26.104	156.260	-5.644
26.113	156.342	-5.644
26.121	156.423	-5.644
26.129	156.508	-5.644
26.138	156.595	-5.643
26.146	156.676	-5.643
26.154	156.760	-5.643
26.163	156.843	-5.643
26.171	156.927	-5.643
26.179	157.010	-5.643
26.188	157.094	-5.643
26.196	157.177	-5.643
26.204	157.260	-5.643
26.213	157.341	-5.642
26.221	157.428	-5.642
26.229	157.511	-5.642
26.238	157.590	-5.641
26.246	157.672	-5.641
26.254	157.757	-5.641
26.263	157.840	-5.641
26.271	157.923	-5.641
26.279	158.007	-5.641
26.288	158.091	-5.641
26.296	158.178	-5.641
26.304	158.258	-5.641
26.313	158.341	-5.641
26.321	158.423	-5.642
26.329	158.505	-5.642
26.338	158.592	-5.642
26.346	158.678	-5.641
26.354	158.761	-5.641
26.363	158.843	-5.641
26.371	158.921	-5.642
26.379	159.010	-5.642
26.388	159.092	-5.642
26.396	159.173	-5.642
26.404	159.258	-5.642
26.413	159.340	-5.642
26.421	159.426	-5.642
26.429	159.507	-5.642
26.438	159.592	-5.641
26.446	159.676	-5.641
26.454	159.762	-5.641
26.463	159.846	-5.641
26.471	159.926	-5.640
26.479	160.008	-5.640
26.488	160.090	-5.640
26.496	160.175	-5.640
26.504	160.262	-5.640
26.513	160.343	-5.640
26.521	160.427	-5.640
26.529	160.510	-5.639
26.538	160.595	-5.639
26.546	160.680	-5.639
26.554	160.760	-5.639
26.563	160.843	-5.639
26.571	160.928	-5.639
26.579	161.010	-5.640
26.588	161.093	-5.640
26.596	161.173	-5.639
26.604	161.261	-5.640
26.613	161.340	-5.640
26.621	161.429	-5.639
26.629	161.511	-5.639
26.638	161.592	-5.639
26.646	161.674	-5.639
26.654	161.757	-5.639
26.663	161.839	-5.639
26.671	161.924	-5.639
26.679	162.009	-5.639
26.688	162.088	-5.639
26.696	162.173	-5.639
26.704	162.254	-5.639
26.713	162.339	-5.638
26.721	162.421	-5.638
26.729	162.506	-5.638
26.738	162.590	-5.637
26.746	162.675	-5.637
26.754	162.759	-5.636
26.763	162.845	-5.636
26.771	162.927	-5.635
26.779	163.011	-5.634
26.788	163.094	-5.634
26.796	163.178	-5.634
26.804	163.258	-5.634
26.813	163.347	-5.633
26.821	163.426	-5.633
26.829	163.507	-5.633
