t/s	U/V
2978,0074	4,1346
2998,0213	4,1346
3018,0348	4,1346
3038,0485	4,1346
3058,0624	4,1343
3078,0761	4,1346
3098,0898	4,1340
3118,1035	4,1340
3138,1173	4,1337
3158,1310	4,1337
3178,1448	4,1334
3198,1585	4,1334
3218,1723	4,1334
3238,1860	4,1334
3258,2000	4,1331
3278,2135	4,1331
3298,2272	4,1331
3318,2409	4,1328
3338,2547	4,1328
3358,2685	4,1328
3378,2822	4,1325
3398,2960	4,1325
3418,3097	4,1325
3438,3234	4,1319
3458,3371	4,1322
3478,3509	4,1322
3498,3647	4,1322
3518,3784	4,1322
3538,3921	4,1319
3558,4059	4,1319
3578,4196	4,1316
3598,4335	4,1319
3618,4471	4,1316
3638,4608	4,1312
3658,4745	4,1309
3678,4884	4,1309
3698,5021	4,1309
3718,5158	4,1309
3738,5296	4,1309
3758,5435	4,1306
3778,5570	4,1309
3798,5708	4,1306
3818,5846	4,1306
3838,5983	4,1303
3858,6120	4,1303
3878,6257	4,1303
3898,6394	4,1300
3918,6532	4,1300
3938,6671	4,1300
3958,6808	4,1297
3978,6944	4,1300
3998,7082	4,1297
4018,7220	4,1297
4038,7357	4,1291
4058,7494	4,1291
4078,7631	4,1291
4098,7769	4,1288
4118,7907	4,1288
4138,8044	4,1288
4158,8181	4,1285
4178,8320	4,1285
4198,8456	4,1285
4218,8593	4,1288
4238,8731	4,1282
4258,8868	4,1282
4278,9006	4,1282
4298,9143	4,1282
4318,9280	4,1279
4338,9419	4,1275
4358,9555	4,1272
4378,9693	4,1272
4398,9830	4,1272
4418,9967	4,1272
4439,0104	4,1272
4459,0242	4,1272
4479,0380	4,1272
4499,0518	4,1269
4519,0654	4,1269
4539,0792	4,1269
4559,0930	4,1266
4579,1068	4,1263
4599,1204	4,1263
4619,1343	4,1263
4639,1479	4,1263
4659,1617	4,1263
4679,1754	4,1257
4699,1891	4,1260
4719,2029	4,1260
4739,2168	4,1257
4759,2303	4,1257
4779,2441	4,1254
4799,2579	4,1251
4819,2716	4,1254
4839,2853	4,1254
4859,2991	4,1251
4879,3129	4,1251
4899,3266	4,1251
4919,3402	4,1251
4939,3541	4,1248
4959,3678	4,1248
4979,3815	4,1245
4999,3956	4,1248
5019,4090	4,1241
5039,4229	4,1245
5059,4364	4,1238
5079,4502	4,1241
5099,4640	4,1238
5119,4778	4,1235
5139,4915	4,1235
5159,5052	4,1235
5179,5189	4,1235
5199,5326	4,1235
5219,5464	4,1235
5239,5602	4,1235
5259,5740	4,1229
5279,5877	4,1229
5299,6014	4,1229
5319,6151	4,1229
5339,6289	4,1229
5359,6426	4,1226
5379,6563	4,1226
5399,6702	4,1226
5419,6838	4,1226
5439,6976	4,1223
5459,7113	4,1220
5479,7252	4,1220
5499,7388	4,1220
5519,7525	4,1217
5539,7663	4,1220
5559,7800	4,1214
5579,7938	4,1214
5599,8075	4,1211
5619,8213	4,1211
5639,8351	4,1214
5659,8488	4,1214
5679,8625	4,1207
5699,8765	4,1207
5719,8900	4,1211
5739,9037	4,1211
5759,9174	4,1207
5779,9312	4,1204
5799,9449	4,1204
5819,9587	4,1207
5839,9725	4,1204
5859,9862	4,1201
5880,0000	4,1198
5900,0137	4,1198
5920,0274	4,1195
5940,0411	4,1192
5960,0549	4,1195
5980,0687	4,1195
6000,0823	4,1192
6020,0961	4,1189
6040,1098	4,1189
6060,1237	4,1189
6080,1373	4,1189
6100,1511	4,1186
6120,1649	4,1186
6140,1787	4,1186
6160,1923	4,1183
6180,2060	4,1183
6200,2198	4,1183
6220,2335	4,1186
6240,2473	4,1186
6260,2610	4,1183
6280,2748	4,1183
6300,2885	4,1177
6320,3022	4,1180
6340,3163	4,1177
6360,3297	4,1177
6380,3435	4,1173
6400,3572	4,1173
6420,3709	4,1170
6440,3847	4,1170
6460,3984	4,1167
6480,4121	4,1167
6500,4259	4,1170
6520,4397	4,1170
6540,4534	4,1164
6560,4674	4,1167
6580,4809	4,1164
6600,4946	4,1161
6620,5084	4,1164
6640,5222	4,1161
6660,5358	4,1161
6680,5496	4,1158
6700,5635	4,1158
6720,5772	4,1158
6740,5908	4,1158
6760,6045	4,1155
6780,6182	4,1155
6800,6320	4,1152
6820,6458	4,1149
6840,6596	4,1149
6860,6732	4,1149
6880,6871	4,1149
6900,7008	4,1146
6920,7145	4,1146
6940,7282	4,1143
6960,7419	4,1146
6980,7557	4,1143
7000,7695	4,1143
7020,7832	4,1143
7040,7971	4,1136
7060,8107	4,1139
7080,8244	4,1136
7100,8381	4,1139
7120,8519	4,1139
7140,8656	4,1136
7160,8794	4,1133
7180,8931	4,1130
7200,9068	4,1130
7220,9206	4,1130
7240,9345	4,1127
7260,9481	4,1127
7280,9619	4,1127
7300,9757	4,1118
7320,9893	4,1115
7341,0031	4,1115
7361,0168	4,1115
7381,0306	4,1115
7401,0443	4,1112
7421,0580	4,1115
7441,0718	4,1109
7461,0856	4,1112
7481,0993	4,1109
7501,1130	4,1105
7521,1267	4,1102
7541,1405	4,1105
7561,1542	4,1105
7581,1680	4,1102
7601,1817	4,1102
7621,1954	4,1099
7641,2095	4,1096
7661,2230	4,1093
7681,2367	4,1096
7701,2504	4,1096
7721,2642	4,1096
7741,2779	4,1090
7761,2916	4,1090
7781,3053	4,1087
7801,3191	4,1087
7821,3329	4,1087
7841,3466	4,1084
7861,3603	4,1084
7881,3741	4,1084
7901,3878	4,1081
7921,4016	4,1081
7941,4153	4,1081
7961,4290	4,1078
7981,4429	4,1075
8001,4567	4,1078
8021,4704	4,1075
8041,4840	4,1075
8061,4978	4,1075
8081,5116	4,1072
8101,5253	4,1068
8121,5390	4,1068
8141,5528	4,1065
8161,5665	4,1065
8181,5804	4,1062
8201,5940	4,1059
8221,6077	4,1059
8241,6214	4,1059
8261,6352	4,1056
8281,6490	4,1056
8301,6627	4,1053
8321,6764	4,1053
8341,6902	4,1053
8361,7039	4,1053
8381,7178	4,1050
8401,7313	4,1050
8421,7451	4,1047
8441,7588	4,1047
8461,7726	4,1044
8481,7863	4,1044
8501,8001	4,1044
8521,8138	4,1041
8541,8275	4,1041
8561,8414	4,1038
8581,8550	4,1038
8601,8688	4,1038
8621,8825	4,1034
8641,8963	4,1034
8661,9102	4,1031
8681,9238	4,1034
8701,9375	4,1034
8721,9512	4,1028
8741,9650	4,1031
8761,9788	4,1025
8781,9925	4,1025
8802,0062	4,1025
8822,0200	4,1025
8842,0337	4,1022
8862,0475	4,1022
8882,0612	4,1022
8902,0749	4,1019
8922,0887	4,1013
8942,1028	4,1016
8962,1162	4,1013
8982,1299	4,1010
9002,1436	4,1013
9022,1574	4,1010
9042,1712	4,1010
9062,1848	4,1007
9082,1986	4,1007
9102,2123	4,1004
9122,2260	4,1004
9142,2398	4,1000
9162,2536	4,1004
9182,2673	4,1000
9202,2810	4,0997
9222,2948	4,0997
9242,3085	4,1000
9262,3222	4,0994
9282,3360	4,0994
9302,3498	4,0994
9322,3635	4,0994
9342,3772	4,0991
9362,3909	4,0988
9382,4048	4,0991
9402,4185	4,0991
9422,4323	4,0985
9442,4460	4,0985
9462,4597	4,0979
9482,4734	4,0985
9502,4872	4,0979
9522,5009	4,0979
9542,5146	4,0979
9562,5284	4,0979
9582,5421	4,0976
9602,5558	4,0973
9622,5696	4,0976
9642,5833	4,0970
9662,5971	4,0973
9682,6109	4,0966
9702,6246	4,0970
9722,6384	4,0963
9742,6521	4,0960
9762,6658	4,0957
9782,6796	4,0960
9802,6933	4,0954
9822,7071	4,0957
9842,7208	4,0954
9862,7346	4,0951
9882,7482	4,0948
9902,7621	4,0945
9922,7758	4,0948
9942,7895	4,0945
9962,8033	4,0945
9982,8170	4,0945
10002,8308	4,0942
10022,8445	4,0939
10042,8582	4,0939
10062,8719	4,0942
10082,8857	4,0939
10102,8995	4,0939
10122,9132	4,0936
10142,9269	4,0936
10162,9407	4,0932
10182,9545	4,0929
10202,9681	4,0936
10222,9819	4,0932
10242,9960	4,0929
10263,0094	4,0926
10283,0231	4,0926
10303,0368	4,0923
10323,0507	4,0923
10343,0643	4,0920
10363,0781	4,0923
10383,0918	4,0917
10403,1056	4,0917
10423,1194	4,0917
10443,1331	4,0914
10463,1468	4,0914
10483,1606	4,0914
10503,1743	4,0914
10523,1881	4,0914
10543,2018	4,0914
10563,2155	4,0914
10583,2292	4,0908
10603,2430	4,0911
10623,2567	4,0908
10643,2705	4,0905
10663,2842	4,0908
10683,2979	4,0908
10703,3118	4,0905
10723,3254	4,0902
10743,3392	4,0902
10763,3529	4,0902
10783,3666	4,0902
10803,3804	4,0902
10823,3941	4,0899
10843,4078	4,0895
10863,4217	4,0895
10883,4354	4,0895
10903,4491	4,0895
10923,4628	4,0895
10943,4765	4,0892
10963,4903	4,0895
10983,5040	4,0892
11003,5178	4,0892
11023,5316	4,0889
11043,5453	4,0892
11063,5590	4,0892
11083,5728	4,0889
11103,5865	4,0886
11123,6002	4,0889
11143,6140	4,0886
11163,6278	4,0883
11183,6415	4,0886
11203,6552	4,0883
11223,6690	4,0883
11243,6827	4,0886
11263,6964	4,0883
11283,7102	4,0883
11303,7240	4,0880
11323,7377	4,0883
11343,7514	4,0883
11363,7654	4,0883
11383,7789	4,0880
11403,7926	4,0883
11423,8064	4,0880
11443,8201	4,0877
11463,8339	4,0880
11483,8476	4,0874
11503,8614	4,0874
11523,8751	4,0874
11543,8892	4,0871
11563,9026	4,0868
11583,9163	4,0871
11603,9300	4,0871
11623,9438	4,0871
11643,9575	4,0865
11663,9713	4,0861
11683,9850	4,0865
11703,9988	4,0861
11724,0125	4,0861
11744,0263	4,0861
11764,0403	4,0861
11784,0537	4,0861
11804,0675	4,0861
11824,0813	4,0855
11844,0949	4,0861
11864,1086	4,0861
11884,1224	4,0852
11904,1362	4,0855
11924,1499	4,0855
11944,1637	4,0852
11964,1774	4,0849
11984,1911	4,0849
12004,2050	4,0849
12024,2187	4,0849
12044,2324	4,0846
12064,2461	4,0849
12084,2598	4,0849
12104,2736	4,0846
12124,2873	4,0843
12144,3011	4,0846
12164,3149	4,0849
12184,3286	4,0843
12204,3423	4,0843
12224,3561	4,0843
12244,3698	4,0840
12264,3835	4,0843
12284,3974	4,0840
12304,4111	4,0840
12324,4248	4,0840
12344,4384	4,0837
12364,4523	4,0834
12384,4660	4,0837
12404,4797	4,0837
12424,4935	4,0837
12444,5073	4,0834
12464,5210	4,0834
12484,5347	4,0831
12504,5485	4,0834
12524,5620	4,0827
12544,5759	4,0827
12564,5897	4,0827
12584,6034	4,0824
12604,6172	4,0821
12624,6309	4,0821
12644,6447	4,0818
12664,6584	4,0821
12684,6721	4,0815
12704,6861	4,0815
12724,6996	4,0815
12744,7134	4,0809
12764,7272	4,0812
12784,7409	4,0815
12804,7546	4,0809
12824,7682	4,0809
12844,7823	4,0809
12864,7957	4,0812
12884,8094	4,0809
12904,8232	4,0809
12924,8370	4,0809
12944,8508	4,0809
12964,8644	4,0806
12984,8783	4,0806
13004,8919	4,0803
13024,9058	4,0803
13044,9195	4,0806
13064,9333	4,0803
13084,9469	4,0803
13104,9607	4,0803
13124,9744	4,0803
13144,9881	4,0803
13165,0020	4,0806
13185,0156	4,0803
13205,0294	4,0806
13225,0431	4,0803
13245,0569	4,0803
13265,0706	4,0800
13285,0844	4,0800
13305,0982	4,0809
13325,1119	4,0806
13345,1256	4,0803
13365,1393	4,0800
13385,1533	4,0800
13405,1668	4,0800
13425,1806	4,0803
13445,1943	4,0800
13465,2080	4,0803
13485,2218	4,0803
13505,2355	4,0803
13525,2492	4,0800
13545,2630	4,0797
13565,2768	4,0797
13585,2905	4,0797
13605,3043	4,0797
13625,3180	4,0797
13645,3317	4,0800
13665,3454	4,0797
13685,3593	4,0800
13705,3730	4,0797
13725,3866	4,0793
13745,4004	4,0803
13765,4142	4,0793
13785,4280	4,0793
13805,4417	4,0797
13825,4554	4,0793
13845,4691	4,0793
13865,4829	4,0797
13885,4967	4,0790
13905,5104	4,0800
13925,5243	4,0797
13945,5378	4,0797
13965,5517	4,0793
13985,5654	4,0790
14005,5791	4,0793
14025,5928	4,0790
14045,6067	4,0790
14065,6203	4,0793
14085,6340	4,0793
14105,6477	4,0790
14125,6615	4,0790
14145,6754	4,0793
14165,6890	4,0790
14185,7028	4,0790
14205,7164	4,0787
14225,7303	4,0790
14245,7440	4,0784
14265,7578	4,0790
14285,7714	4,0784
14305,7852	4,0787
14325,7990	4,0781
14345,8128	4,0781
14365,8264	4,0784
14385,8401	4,0781
14405,8539	4,0787
14425,8677	4,0781
14445,8814	4,0784
14465,8952	4,0781
14485,9089	4,0784
14505,9226	4,0778
14525,9363	4,0781
14545,9501	4,0778
14565,9639	4,0781
14585,9776	4,0781
14605,9914	4,0775
14626,0051	4,0778
14646,0188	4,0781
14666,0326	4,0775
14686,0463	4,0778
14706,0600	4,0775
14726,0738	4,0778
14746,0875	4,0772
14766,1013	4,0775
14786,1151	4,0772
14806,1287	4,0775
14826,1425	4,0775
14846,1562	4,0775
14866,1699	4,0766
14886,1838	4,0772
14906,1975	4,0769
14926,2112	4,0769
14946,2249	4,0772
14966,2386	4,0769
14986,2524	4,0775
15006,2661	4,0769
15026,2799	4,0769
15046,2937	4,0766
15066,3074	4,0766
15086,3211	4,0769
15106,3350	4,0766
15126,3486	4,0769
15146,3623	4,0763
15166,3761	4,0763
15186,3898	4,0766
15206,4036	4,0766
15226,4173	4,0763
15246,4311	4,0763
15266,4449	4,0763
15286,4585	4,0766
15306,4723	4,0763
15326,4860	4,0766
15346,4998	4,0763
15366,5135	4,0759
15386,5273	4,0763
15406,5412	4,0763
15426,5548	4,0756
15446,5689	4,0756
15466,5822	4,0756
15486,5960	4,0756
15506,6097	4,0753
15526,6234	4,0756
15546,6372	4,0750
15566,6509	4,0747
15586,6647	4,0753
15606,6784	4,0750
15626,6922	4,0747
15646,7059	4,0747
15666,7196	4,0747
15686,7333	4,0747
15706,7471	4,0744
15726,7609	4,0750
15746,7746	4,0747
15766,7883	4,0744
15786,8022	4,0744
15806,8158	4,0747
15826,8295	4,0741
15846,8433	4,0741
15866,8570	4,0747
15886,8708	4,0744
15906,8846	4,0744
15926,8982	4,0741
15946,9120	4,0744
15966,9257	4,0741
15986,9395	4,0741
16006,9533	4,0738
16026,9670	4,0738
16046,9808	4,0735
16066,9945	4,0732
16087,0083	4,0735
16107,0220	4,0732
16127,0357	4,0732
16147,0495	4,0732
16167,0632	4,0735
16187,0769	4,0732
16207,0907	4,0729
16227,1044	4,0732
16247,1182	4,0732
16267,1319	4,0729
16287,1457	4,0725
16307,1594	4,0725
16327,1731	4,0725
16347,1868	4,0722
16367,2006	4,0722
16387,2143	4,0722
16407,2281	4,0719
16427,2418	4,0719
16447,2556	4,0719
16467,2692	4,0716
16487,2832	4,0716
16507,2969	4,0716
16527,3105	4,0716
16547,3244	4,0716
16567,3381	4,0716
16587,3517	4,0716
16607,3655	4,0713
16627,3794	4,0710
16647,3930	4,0710
16667,4067	4,0710
16687,4205	4,0710
16707,4342	4,0704
16727,4479	4,0707
16747,4619	4,0707
16767,4754	4,0704
16787,4891	4,0701
16807,5029	4,0704
16827,5166	4,0704
16847,5304	4,0701
16867,5442	4,0698
16887,5579	4,0698
16907,5717	4,0704
16927,5853	4,0695
16947,5991	4,0698
16967,6129	4,0695
16987,6266	4,0695
17007,6404	4,0707
17027,6542	4,0710
17047,6679	4,0704
17067,6816	4,0707
17087,6953	4,0701
17107,7090	4,0701
17127,7228	4,0701
17147,7365	4,0701
17167,7502	4,0701
17187,7640	4,0701
17207,7783	4,0692
17227,7915	4,0692
17247,8053	4,0692
17267,8190	4,0692
17287,8327	4,0692
17307,8464	4,0695
17327,8602	4,0688
17347,8740	4,0688
17367,8877	4,0679
17387,9014	4,0676
17407,9153	4,0679
17427,9289	4,0673
17447,9427	4,0676
17467,9564	4,0676
17487,9701	4,0670
17507,9839	4,0673
17527,9976	4,0670
17548,0114	4,0670
17568,0251	4,0667
17588,0389	4,0667
17608,0526	4,0667
17628,0664	4,0667
17648,0800	4,0664
17668,0938	4,0667
17688,1077	4,0667
17708,1213	4,0664
17728,1350	4,0658
17748,1488	4,0664
17768,1625	4,0661
17788,1762	4,0658
17808,1900	4,0661
17828,2038	4,0654
17848,2175	4,0654
17868,2312	4,0654
17888,2450	4,0654
17908,2587	4,0651
17928,2724	4,0651
17948,2862	4,0648
17968,2999	4,0648
17988,3137	4,0645
18008,3275	4,0651
18028,3411	4,0645
18048,3550	4,0645
18068,3686	4,0642
18088,3824	4,0639
18108,3963	4,0642
18128,4099	4,0639
18148,4236	4,0639
18168,4374	4,0633
18188,4511	4,0633
18208,4649	4,0630
18228,4786	4,0630
18248,4923	4,0633
18268,5061	4,0630
18288,5198	4,0627
18308,5335	4,0624
18328,5474	4,0620
18348,5611	4,0627
18368,5748	4,0617
18388,5886	4,0617
18408,6023	4,0617
18428,6160	4,0617
18448,6300	4,0611
18468,6435	4,0611
18488,6572	4,0611
18508,6712	4,0614
18528,6847	4,0608
18548,6985	4,0605
18568,7122	4,0605
18588,7260	4,0602
18608,7396	4,0599
18628,7535	4,0602
18648,7673	4,0599
18668,7809	4,0593
18688,7947	4,0596
18708,8084	4,0599
18728,8222	4,0596
18748,8359	4,0593
18768,8496	4,0593
18788,8633	4,0590
18808,8771	4,0586
18828,8908	4,0586
18848,9047	4,0580
18868,9183	4,0580
18888,9321	4,0580
18908,9459	4,0580
18928,9596	4,0577
18948,9733	4,0574
18968,9870	4,0574
18989,0009	4,0574
19009,0145	4,0568
19029,0283	4,0571
19049,0420	4,0568
19069,0557	4,0562
19089,0695	4,0562
19109,0832	4,0559
19129,0970	4,0556
19149,1108	4,0556
19169,1245	4,0552
19189,1382	4,0552
19209,1519	4,0549
19229,1657	4,0549
19249,1794	4,0549
19269,1932	4,0546
19289,2070	4,0546
19309,2206	4,0543
19329,2343	4,0543
19349,2481	4,0540
19369,2620	4,0534
19389,2756	4,0537
19409,2893	4,0537
19429,3031	4,0531
19449,3169	4,0531
19469,3306	4,0525
19489,3444	4,0525
19509,3580	4,0519
19529,3718	4,0519
19549,3855	4,0519
19569,3993	4,0515
19589,4131	4,0509
19609,4268	4,0509
19629,4405	4,0509
19649,4543	4,0506
19669,4680	4,0503
19689,4817	4,0500
19709,4955	4,0500
19729,5092	4,0497
19749,5229	4,0500
19769,5367	4,0494
19789,5504	4,0491
19809,5643	4,0491
19829,5779	4,0481
19849,5917	4,0485
19869,6054	4,0481
19889,6191	4,0481
19909,6328	4,0478
19929,6466	4,0472
19949,6603	4,0469
19969,6741	4,0472
19989,6878	4,0469
20009,7016	4,0466
20029,7154	4,0469
20049,7291	4,0466
20069,7428	4,0460
20089,7565	4,0451
20109,7703	4,0454
20129,7841	4,0447
20149,7979	4,0447
20169,8115	4,0444
20189,8253	4,0441
20209,8390	4,0435
20229,8528	4,0435
20249,8665	4,0432
20269,8802	4,0432
20289,8939	4,0423
20309,9078	4,0423
20329,9214	4,0417
20349,9352	4,0413
20369,9489	4,0413
20389,9627	4,0410
20409,9765	4,0404
20429,9902	4,0401
20450,0039	4,0395
20470,0177	4,0398
20490,0315	4,0392
20510,0452	4,0389
20530,0590	4,0389
20550,0726	4,0383
20570,0864	4,0376
20590,1001	4,0376
20610,1139	4,0373
20630,1277	4,0370
20650,1413	4,0364
20670,1551	4,0364
20690,1688	4,0361
20710,1826	4,0358
20730,1963	4,0355
20750,2100	4,0349
20770,2238	4,0342
20790,2377	4,0346
20810,2514	4,0342
20830,2650	4,0333
20850,2787	4,0324
20870,2926	4,0324
20890,3062	4,0321
20910,3200	4,0321
20930,3337	4,0318
20950,3475	4,0321
20970,3612	4,0308
20990,3749	4,0305
21010,3887	4,0302
21030,4025	4,0296
21050,4162	4,0293
21070,4299	4,0290
21090,4436	4,0284
21110,4577	4,0278
21130,4711	4,0274
21150,4849	4,0271
21170,4987	4,0268
21190,5124	4,0259
21210,5261	4,0259
21230,5398	4,0256
21250,5536	4,0250
21270,5673	4,0244
21290,5810	4,0244
21310,5949	4,0234
21330,6086	4,0231
21350,6223	4,0225
21370,6360	4,0219
21390,6498	4,0213
21410,6635	4,0210
21430,6773	4,0203
21450,6911	4,0197
21470,7047	4,0194
21490,7186	4,0191
21510,7323	4,0188
21530,7460	4,0179
21550,7597	4,0176
21570,7735	4,0169
21590,7872	4,0163
21610,8011	4,0157
21630,8146	4,0154
21650,8284	4,0148
21670,8422	4,0139
21690,8559	4,0135
21710,8697	4,0129
21730,8834	4,0126
21750,8971	4,0123
21770,9109	4,0111
21790,9247	4,0105
21810,9383	4,0101
21830,9521	4,0092
21850,9658	4,0086
21870,9796	4,0083
21890,9933	4,0077
21911,0071	4,0064
21931,0208	4,0061
21951,0345	4,0049
21971,0483	4,0049
21991,0621	4,0043
22011,0758	4,0037
22031,0896	4,0027
22051,1033	4,0018
22071,1170	4,0015
22091,1308	4,0009
22111,1445	4,0003
22131,1583	3,9996
22151,1722	3,9987
22171,1857	3,9981
22191,1995	3,9969
22211,2132	3,9962
22231,2269	3,9956
22251,2407	3,9947
22271,2545	3,9938
22291,2681	3,9928
22311,2819	3,9922
22331,2956	3,9919
22351,3094	3,9913
22371,3231	3,9901
22391,3369	3,9894
22411,3507	3,9882
22431,3643	3,9876
22451,3781	3,9864
22471,3919	3,9860
22491,4056	3,9848
22511,4192	3,9842
22531,4330	3,9830
22551,4468	3,9820
22571,4606	3,9811
22591,4743	3,9808
22611,4881	3,9799
22631,5017	3,9786
22651,5155	3,9780
22671,5293	3,9768
22691,5430	3,9762
22711,5568	3,9749
22731,5705	3,9746
22751,5843	3,9728
22771,5979	3,9725
22791,6118	3,9712
22811,6253	3,9703
22831,6393	3,9694
22851,6530	3,9681
22871,6666	3,9669
22891,6804	3,9657
22911,6941	3,9647
22931,7078	3,9638
22951,7216	3,9629
22971,7354	3,9616
22991,7492	3,9601
23011,7629	3,9595
23031,7767	3,9579
23051,7904	3,9567
23071,8041	3,9555
23091,8183	3,9533
23111,8315	3,9530
23131,8453	3,9521
23151,8591	3,9508
23171,8729	3,9496
23191,8866	3,9484
23211,9003	3,9471
23231,9140	3,9462
23251,9278	3,9446
23271,9415	3,9434
23291,9552	3,9419
23311,9690	3,9406
23331,9827	3,9397
23351,9964	3,9382
23372,0103	3,9372
23392,0239	3,9354
23412,0376	3,9345
23432,0515	3,9326
23452,0652	3,9317
23472,0789	3,9301
23492,0928	3,9286
23512,1065	3,9277
23532,1202	3,9258
23552,1339	3,9243
23572,1476	3,9233
23592,1612	3,9218
23612,1751	3,9199
23632,1889	3,9187
23652,2025	3,9175
23672,2164	3,9159
23692,2300	3,9141
23712,2440	3,9131
23732,2575	3,9113
23752,2714	3,9097
23772,2850	3,9079
23792,2988	3,9063
23812,3125	3,9054
23832,3264	3,9036
23852,3400	3,9020
23872,3538	3,9005
23892,3674	3,8983
23912,3815	3,8971
23932,3950	3,8955
23952,4087	3,8937
23972,4224	3,8921
23992,4362	3,8906
24012,4500	3,8890
24032,4637	3,8875
24052,4774	3,8853
24072,4911	3,8841
24092,5049	3,8822
24112,5187	3,8807
24132,5325	3,8788
24152,5461	3,8773
24172,5601	3,8754
24192,5735	3,8739
24212,5874	3,8724
24232,6012	3,8702
24252,6149	3,8683
24272,6286	3,8668
24292,6424	3,8649
24312,6561	3,8631
24332,6698	3,8615
24352,6836	3,8597
24372,6973	3,8581
24392,7111	3,8563
24412,7248	3,8544
24432,7385	3,8529
24452,7523	3,8510
24472,7660	3,8495
24492,7798	3,8470
24512,7935	3,8458
24532,8072	3,8436
24552,8210	3,8421
24572,8349	3,8405
24592,8485	3,8387
24612,8622	3,8368
24632,8759	3,8356
24652,8897	3,8334
24672,9035	3,8316
24692,9172	3,8300
24712,9310	3,8282
24732,9446	3,8263
24752,9583	3,8242
24772,9722	3,8229
24792,9859	3,8214
24812,9997	3,8192
24833,0133	3,8174
24853,0272	3,8155
24873,0409	3,8143
24893,0547	3,8118
24913,0684	3,8103
24933,0822	3,8087
24953,0959	3,8069
24973,1096	3,8053
24993,1233	3,8035
25013,1374	3,8016
25033,1508	3,7998
25053,1645	3,7979
25073,1783	3,7957
25093,1920	3,7945
25113,2057	3,7923
25133,2194	3,7908
25153,2333	3,7889
25173,2470	3,7868
25193,2608	3,7852
25213,2745	3,7834
25233,2884	3,7815
25253,3020	3,7797
25273,3157	3,7775
25293,3294	3,7757
25313,3432	3,7747
25333,3569	3,7726
25353,3706	3,7710
25373,3843	3,7692
