t/s	U/V
1071,0862	3,9592
1091,1000	3,9610
1111,1137	3,9626
1131,1274	3,9644
1151,1411	3,9657
1171,1549	3,9678
1191,1686	3,9691
1211,1824	3,9709
1231,1961	3,9725
1251,2099	3,9737
1271,2236	3,9755
1291,2374	3,9771
1311,2511	3,9783
1331,2649	3,9799
1351,2786	3,9811
1371,2923	3,9826
1391,3061	3,9842
1411,3198	3,9854
1431,3335	3,9870
1451,3474	3,9882
1471,3611	3,9894
1491,3748	3,9907
1511,3885	3,9922
1531,4022	3,9935
1551,4160	3,9947
1571,4297	3,9962
1591,4435	3,9975
1611,4572	3,9987
1631,4710	3,9999
1651,4847	4,0009
1671,4986	4,0024
1691,5122	4,0033
1711,5259	4,0046
1731,5397	4,0058
1751,5534	4,0071
1771,5671	4,0080
1791,5809	4,0095
1811,5946	4,0105
1831,6084	4,0114
1851,6221	4,0129
1871,6358	4,0139
1891,6496	4,0148
1911,6634	4,0160
1931,6772	4,0172
1951,6908	4,0182
1971,7046	4,0194
1991,7183	4,0203
2011,7321	4,0213
2031,7459	4,0222
2051,7595	4,0234
2071,7733	4,0244
2091,7870	4,0256
2111,8008	4,0265
2131,8145	4,0274
2151,8283	4,0287
2171,8420	4,0296
2191,8557	4,0305
2211,8695	4,0315
2231,8832	4,0324
2251,8970	4,0336
2271,9107	4,0346
2291,9245	4,0355
2311,9383	4,0364
2331,9519	4,0370
2351,9657	4,0383
2371,9794	4,0395
2391,9932	4,0404
2412,0069	4,0413
2432,0206	4,0423
2452,0343	4,0432
2472,0481	4,0441
2492,0619	4,0454
2512,0756	4,0460
2532,0893	4,0469
2552,1031	4,0478
2572,1168	4,0485
2592,1305	4,0494
2612,1443	4,0503
2632,1580	4,0512
2652,1717	4,0522
2672,1855	4,0531
2692,1992	4,0537
2712,2130	4,0549
2732,2268	4,0552
2752,2407	4,0562
2772,2543	4,0571
2792,2680	4,0580
2812,2817	4,0590
2832,2955	4,0593
2852,3093	4,0605
2872,3229	4,0614
2892,3367	4,0617
2912,3504	4,0627
2932,3642	4,0636
2952,3779	4,0642
2972,3917	4,0651
2992,4054	4,0658
3012,4191	4,0664
3032,4329	4,0670
3052,4466	4,0679
3072,4604	4,0685
3092,4741	4,0685
3112,4879	4,0695
3132,5016	4,0701
3152,5153	4,0707
3172,5291	4,0713
3192,5428	4,0719
3212,5566	4,0722
3232,5703	4,0729
3252,5840	4,0732
3272,5978	4,0741
3292,6115	4,0738
3312,6253	4,0744
3332,6390	4,0747
3352,6527	4,0750
3372,6665	4,0753
3392,6802	4,0756
3412,6940	4,0759
3432,7077	4,0763
3452,7215	4,0763
3472,7352	4,0766
3492,7490	4,0769
3512,7627	4,0772
3532,7764	4,0775
3552,7902	4,0778
3572,8039	4,0781
3592,8176	4,0781
3612,8315	4,0784
3632,8451	4,0790
3652,8589	4,0793
3672,8726	4,0797
3692,8864	4,0800
3712,9001	4,0803
3732,9138	4,0809
3752,9276	4,0812
3772,9413	4,0815
3792,9551	4,0818
3812,9689	4,0821
3832,9826	4,0827
3852,9963	4,0831
3873,0100	4,0840
3893,0238	4,0843
3913,0377	4,0849
3933,0513	4,0858
3953,0650	4,0861
3973,0788	4,0865
3993,0925	4,0874
4013,1062	4,0880
4033,1200	4,0886
4053,1339	4,0892
4073,1476	4,0899
4093,1612	4,0908
4113,1749	4,0911
4133,1887	4,0917
4153,2024	4,0923
4173,2162	4,0929
4193,2299	4,0939
4213,2437	4,0945
4233,2574	4,0948
4253,2711	4,0960
4273,2848	4,0963
4293,2987	4,0970
4313,3124	4,0976
4333,3261	4,0985
4353,3398	4,0991
4373,3536	4,0994
4393,3673	4,1004
4413,3811	4,1010
4433,3948	4,1016
4453,4085	4,1025
4473,4223	4,1031
4493,4361	4,1038
4513,4498	4,1044
4533,4635	4,1050
4553,4773	4,1056
4573,4910	4,1062
4593,5047	4,1068
4613,5185	4,1075
4633,5322	4,1084
4653,5460	4,1087
4673,5597	4,1093
4693,5735	4,1099
4713,5872	4,1109
4733,6010	4,1112
4753,6147	4,1118
4773,6284	4,1130
4793,6422	4,1136
4813,6559	4,1139
4833,6697	4,1149
4853,6834	4,1155
4873,6971	4,1158
4893,7109	4,1164
4913,7246	4,1170
4933,7383	4,1180
4953,7521	4,1186
4973,7658	4,1192
4993,7796	4,1198
5013,7932	4,1204
5033,8071	4,1207
5053,8208	4,1214
5073,8344	4,1220
5093,8483	4,1226
5113,8622	4,1235
5133,8756	4,1241
5153,8895	4,1245
5173,9033	4,1254
5193,9169	4,1257
5213,9308	4,1263
5233,9445	4,1269
5253,9581	4,1272
5273,9719	4,1282
5293,9857	4,1285
5313,9993	4,1294
5334,0132	4,1297
5354,0270	4,1303
5374,0406	4,1309
5394,0544	4,1312
5414,0682	4,1322
5434,0818	4,1325
5454,0956	4,1331
5474,1094	4,1337
5494,1230	4,1343
5514,1369	4,1346
5534,1506	4,1353
5554,1642	4,1359
5574,1781	4,1365
5594,1918	4,1368
5614,2054	4,1374
5634,2194	4,1384
5654,2330	4,1384
5674,2467	4,1390
5694,2605	4,1399
5714,2743	4,1402
5734,2879	4,1408
5754,3018	4,1411
5774,3155	4,1418
5794,3291	4,1421
5814,3430	4,1427
5834,3567	4,1433
5854,3703	4,1433
5874,3842	4,1439
5894,3979	4,1452
5914,4116	4,1455
5934,4254	4,1458
5954,4392	4,1461
5974,4528	4,1467
5994,4667	4,1473
6014,4804	4,1476
6034,4941	4,1482
6054,5079	4,1489
6074,5216	4,1495
6094,5354	4,1498
6114,5491	4,1504
6134,5629	4,1507
6154,5765	4,1513
6174,5903	4,1513
6194,6042	4,1523
6214,6179	4,1523
6234,6316	4,1532
6254,6453	4,1535
6274,6590	4,1541
6294,6728	4,1544
6314,6865	4,1550
6334,7003	4,1553
6354,7140	4,1557
6374,7278	4,1560
6394,7415	4,1563
6414,7552	4,1572
6434,7690	4,1578
6454,7827	4,1584
6474,7965	4,1584
6494,8102	4,1591
6514,8240	4,1594
6534,8377	4,1600
6554,8514	4,1606
6574,8652	4,1606
6594,8790	4,1609
6614,8927	4,1618
6634,9064	4,1618
6654,9203	4,1628
6674,9339	4,1631
6694,9476	4,1631
6714,9614	4,1634
6734,9751	4,1643
6754,9888	4,1646
6775,0026	4,1649
6795,0163	4,1655
6815,0301	4,1655
6835,0438	4,1662
6855,0576	4,1665
6875,0713	4,1671
6895,0851	4,1677
6915,0988	4,1677
6935,1125	4,1680
6955,1263	4,1683
6975,1401	4,1692
6995,1538	4,1692
7015,1675	4,1699
7035,1812	4,1702
7055,1950	4,1705
7075,2087	4,1705
7095,2225	4,1711
7115,2362	4,1717
7135,2499	4,1720
7155,2637	4,1723
7175,2774	4,1730
7195,2912	4,1733
7215,3049	4,1733
7235,3187	4,1739
7255,3325	4,1742
7275,3461	4,1742
7295,3599	4,1751
7315,3736	4,1754
7335,3874	4,1754
7355,4011	4,1757
7375,4148	4,1760
7395,4286	4,1767
7415,4423	4,1773
7435,4561	4,1773
7455,4698	4,1776
7475,4836	4,1779
7495,4973	4,1782
7515,5112	4,1788
7535,5248	4,1791
7555,5385	4,1791
7575,5523	4,1798
7595,5660	4,1801
7615,5797	4,1804
7635,5935	4,1807
7655,6073	4,1810
7675,6210	4,1816
7695,6347	4,1816
7715,6485	4,1819
7735,6622	4,1822
7755,6759	4,1825
7775,6897	4,1828
7795,7034	4,1828
7815,7172	4,1838
7835,7309	4,1835
7855,7447	4,1841
7875,7584	4,1841
7895,7721	4,1847
7915,7859	4,1850
7935,7996	4,1853
7955,8135	4,1853
7975,8271	4,1859
7995,8409	4,1862
8015,8546	4,1865
8035,8683	4,1872
8055,8821	4,1872
8075,8958	4,1875
8095,9096	4,1875
8115,9233	4,1878
8135,9370	4,1881
8155,9508	4,1887
8175,9645	4,1890
8195,9783	4,1890
8215,9920	4,1893
8236,0058	4,1896
8256,0195	4,1899
8276,0332	4,1899
8296,0470	4,1906
8316,0607	4,1906
8336,0744	4,1906
8356,0882	4,1912
8376,1019	4,1918
8396,1157	4,1918
8416,1294	4,1924
8436,1432	4,1924
8456,1569	4,1927
8476,1706	4,1930
8496,1844	4,1930
8516,1981	4,1933
8536,2119	4,1933
8556,2257	4,1940
8576,2393	4,1940
8596,2531	4,1946
8616,2669	4,1946
8636,2806	4,1949
8656,2944	4,1949
8676,3080	4,1955
8696,3218	4,1955
8716,3355	4,1961
8736,3493	4,1961
8756,3630	4,1964
8776,3768	4,1967
8796,3905	4,1967
8816,4044	4,1971
8836,4180	4,1974
8856,4317	4,1977
8876,4455	4,1977
8896,4593	4,1980
8916,4730	4,1983
8936,4867	4,1986
8956,5004	4,1989
8976,5143	4,1989
8996,5279	4,1992
9016,5417	4,1995
9036,5554	4,1998
9056,5691	4,1998
9076,5829	4,2001
9096,5966	4,2001
9116,6104	4,2005
9136,6241	4,2008
9156,6379	4,2008
9176,6516	4,2011
9196,6653	4,2014
9216,6791	4,2017
9236,6928	4,2017
9256,7067	4,2020
9276,7203	4,2023
9296,7340	4,2026
9316,7478	4,2026
9336,7615	4,2029
9356,7753	4,2029
9376,7890	4,2032
9396,8029	4,2035
9416,8165	4,2038
9436,8302	4,2038
9456,8440	4,2042
9476,8577	4,2042
9496,8715	4,2048
9516,8852	4,2048
9536,8989	4,2051
9556,9127	4,2051
9576,9264	4,2054
9596,9402	4,2054
9616,9539	4,2054
9636,9676	4,2060
9656,9815	4,2063
9676,9952	4,2063
9697,0089	4,2066
9717,0226	4,2069
9737,0364	4,2072
9757,0502	4,2072
9777,0639	4,2072
9797,0777	4,2076
9817,0913	4,2076
9837,1051	4,2079
9857,1189	4,2079
9877,1326	4,2082
9897,1463	4,2085
9917,1601	4,2088
9937,1738	4,2088
9957,1875	4,2091
9977,2013	4,2091
9997,2150	4,2091
10017,2288	4,2097
10037,2425	4,2097
10057,2562	4,2100
10077,2700	4,2100
10097,2838	4,2103
10117,2975	4,2103
10137,3112	4,2106
10157,3249	4,2110
10177,3387	4,2110
10197,3524	4,2110
10217,3661	4,2116
10237,3800	4,2116
10257,3937	4,2113
10277,4074	4,2116
10297,4211	4,2119
10317,4349	4,2119
10337,4486	4,2122
10357,4624	4,2125
10377,4761	4,2128
10397,4898	4,2128
10417,5036	4,2128
10437,5173	4,2128
10457,5312	4,2131
10477,5447	4,2134
10497,5586	4,2137
10517,5723	4,2137
10537,5861	4,2137
10557,6000	4,2140
10577,6135	4,2144
10597,6273	4,2144
10617,6411	4,2147
10637,6548	4,2150
10657,6685	4,2150
10677,6822	4,2150
10697,6961	4,2153
10717,7097	4,2153
10737,7234	4,2153
10757,7372	4,2156
10777,7510	4,2159
10797,7647	4,2159
10817,7784	4,2162
10837,7922	4,2162
10857,8059	4,2165
10877,8197	4,2165
10897,8334	4,2168
10917,8472	4,2168
10937,8609	4,2168
10957,8747	4,2171
10977,8884	4,2174
10997,9021	4,2174
11017,9159	4,2174
11037,9296	4,2178
11057,9433	4,2178
11077,9571	4,2178
11097,9708	4,2181
11117,9845	4,2184
11137,9983	4,2181
11158,0121	4,2187
11178,0258	4,2187
11198,0395	4,2190
11218,0533	4,2190
11238,0670	4,2190
11258,0808	4,2190
11278,0945	4,2193
11298,1082	4,2193
11318,1220	4,2199
11338,1357	4,2196
11358,1494	4,2199
11378,1632	4,2199
11398,1770	4,2199
11418,1907	4,2202
11438,2044	4,2202
11458,2182	4,2202
11478,2319	4,2205
11498,2457	4,2208
11518,2594	4,2208
11538,2731	4,2211
11558,2869	4,2211
11578,3007	4,2211
11598,3144	4,2215
11618,3281	4,2215
11638,3419	4,2218
11658,3556	4,2218
11678,3694	4,2218
11698,3831	4,2221
11718,3968	4,2221
11738,4105	4,2224
11758,4243	4,2224
11778,4380	4,2227
11798,4518	4,2224
11818,4655	4,2224
11838,4793	4,2227
11858,4932	4,2227
11878,5067	4,2227
11898,5205	4,2230
11918,5342	4,2233
11938,5481	4,2233
11958,5617	4,2236
11978,5754	4,2236
11998,5893	4,2236
12018,6029	4,2236
12038,6167	4,2239
12058,6304	4,2236
12078,6441	4,2239
12098,6579	4,2239
12118,6716	4,2245
12138,6854	4,2242
12158,6991	4,2245
12178,7129	4,2245
12198,7266	4,2245
12218,7403	4,2249
12238,7541	4,2245
12258,7680	4,2249
12278,7816	4,2249
12298,7953	4,2252
12318,8090	4,2255
12338,8229	4,2252
12358,8365	4,2252
12378,8503	4,2252
12398,8641	4,2255
12418,8778	4,2258
12438,8915	4,2258
12458,9053	4,2261
12478,9190	4,2261
12498,9329	4,2261
12518,9464	4,2261
12538,9602	4,2264
12558,9740	4,2261
12578,9877	4,2267
12599,0015	4,2264
12619,0152	4,2264
12639,0288	4,2264
12659,0427	4,2267
12679,0564	4,2270
12699,0702	4,2270
12719,0839	4,2270
12739,0977	4,2273
12759,1114	4,2273
12779,1251	4,2273
12799,1389	4,2273
12819,1526	4,2273
12839,1665	4,2279
12859,1801	4,2276
12879,1938	4,2279
12899,2076	4,2279
12919,2213	4,2279
12939,2351	4,2283
12959,2488	4,2283
12979,2626	4,2286
12999,2763	4,2279
13019,2900	4,2283
13039,3038	4,2283
13059,3175	4,2283
13079,3312	4,2289
13099,3451	4,2289
13119,3587	4,2289
13139,3725	4,2289
13159,3863	4,2289
13179,3999	4,2289
13199,4137	4,2295
13219,4274	4,2292
13239,4412	4,2292
13259,4549	4,2292
13279,4687	4,2298
13299,4824	4,2295
13319,4962	4,2295
13339,5099	4,2295
13359,5236	4,2295
13379,5374	4,2298
13399,5511	4,2298
13419,5649	4,2298
13439,5786	4,2298
13459,5923	4,2298
13479,6061	4,2298
13499,6198	4,2301
13519,6336	4,2298
13539,6473	4,2301
13559,6611	4,2301
13579,6748	4,2301
13599,6886	4,2304
13619,7023	4,2301
13639,7160	4,2304
13659,7298	4,2307
13679,7436	4,2310
13699,7572	4,2310
13719,7710	4,2307
13739,7847	4,2307
13759,7985	4,2313
13779,8123	4,2313
13799,8260	4,2313
13819,8397	4,2310
13839,8535	4,2313
13859,8672	4,2313
13879,8809	4,2313
13899,8947	4,2310
13919,9084	4,2317
13939,9221	4,2317
13959,9359	4,2317
13979,9496	4,2320
13999,9634	4,2320
14019,9771	4,2320
14039,9908	4,2320
14060,0046	4,2320
14080,0183	4,2323
14100,0321	4,2320
14120,0458	4,2323
14140,0597	4,2323
14160,0733	4,2323
14180,0871	4,2323
14200,1008	4,2323
14220,1145	4,2326
14240,1283	4,2323
14260,1420	4,2326
14280,1559	4,2326
14300,1695	4,2326
14320,1833	4,2326
14340,1970	4,2326
14360,2107	4,2329
14380,2245	4,2329
14400,2383	4,2329
14420,2519	4,2332
14440,2656	4,2329
14460,2797	4,2329
14480,2932	4,2329
14500,3069	4,2332
14520,3207	4,2332
14540,3344	4,2332
14560,3481	4,2332
14580,3619	4,2332
14600,3756	4,2332
14620,3894	4,2335
14640,4031	4,2338
14660,4169	4,2335
14680,4306	4,2338
14700,4443	4,2338
14720,4581	4,2338
14740,4718	4,2338
14760,4855	4,2338
14780,4993	4,2338
14800,5130	4,2341
14820,5268	4,2341
14840,5405	4,2341
14860,5544	4,2341
14880,5680	4,2341
14900,5817	4,2341
14920,5956	4,2341
14940,6092	4,2344
14960,6230	4,2341
14980,6367	4,2344
15000,6504	4,2341
15020,6642	4,2344
15040,6779	4,2344
15060,6917	4,2341
15080,7055	4,2344
15100,7192	4,2344
15120,7330	4,2347
15140,7467	4,2347
15160,7605	4,2347
15180,7741	4,2347
15200,7879	4,2347
15220,8016	4,2347
15240,8154	4,2347
15260,8291	4,2351
15280,8428	4,2351
15300,8566	4,2351
15320,8703	4,2354
15340,8841	4,2347
15360,8978	4,2351
15380,9115	4,2351
15400,9253	4,2354
15420,9390	4,2351
15440,9528	4,2354
15460,9665	4,2357
15480,9803	4,2354
15500,9940	4,2357
15521,0077	4,2354
15541,0215	4,2357
15561,0352	4,2354
15581,0490	4,2357
15601,0627	4,2357
15621,0765	4,2357
15641,0903	4,2357
15661,1039	4,2360
15681,1177	4,2360
15701,1315	4,2360
15721,1451	4,2357
15741,1589	4,2360
15761,1729	4,2360
15781,1864	4,2363
15801,2001	4,2360
15821,2139	4,2363
15841,2276	4,2360
15861,2413	4,2363
15881,2551	4,2360
15901,2689	4,2363
15921,2826	4,2363
15941,2963	4,2369
15961,3101	4,2366
15981,3238	4,2363
16001,3375	4,2366
16021,3513	4,2363
16041,3650	4,2369
16061,3788	4,2369
16081,3925	4,2366
16101,4063	4,2366
16121,4200	4,2369
16141,4337	4,2369
16161,4475	4,2372
16181,4613	4,2366
16201,4750	4,2369
16221,4887	4,2366
16241,5024	4,2369
16261,5162	4,2372
16281,5301	4,2369
16301,5437	4,2369
16321,5574	4,2372
16341,5712	4,2372
16361,5849	4,2372
16381,5987	4,2369
16401,6124	4,2372
16421,6263	4,2372
16441,6399	4,2372
16461,6536	4,2372
16481,6673	4,2375
16501,6813	4,2375
16521,6948	4,2375
16541,7087	4,2375
16561,7223	4,2375
16581,7360	4,2375
16601,7498	4,2372
16621,7635	4,2378
16641,7773	4,2375
16661,7910	4,2378
16681,8048	4,2378
16701,8185	4,2378
16721,8323	4,2378
16741,8460	4,2378
16761,8597	4,2381
16781,8735	4,2381
16801,8872	4,2378
16821,9009	4,2381
16841,9146	4,2378
16861,9284	4,2381
16881,9422	4,2381
16901,9559	4,2378
16921,9697	4,2381
16941,9834	4,2385
16961,9971	4,2381
16982,0110	4,2385
17002,0247	4,2385
17022,0384	4,2385
17042,0521	4,2385
17062,0661	4,2385
17082,0796	4,2385
17102,0934	4,2385
17122,1071	4,2385
17142,1208	4,2388
17162,1346	4,2385
17182,1483	4,2385
17202,1621	4,2388
17222,1758	4,2388
17242,1895	4,2388
17262,2033	4,2388
17282,2170	4,2388
17302,2308	4,2388
17322,2445	4,2391
17342,2583	4,2388
17362,2720	4,2391
17382,2858	4,2391
17402,2995	4,2388
17422,3132	4,2391
17442,3270	4,2394
17462,3407	4,2391
17482,3544	4,2394
17502,3682	4,2391
17522,3819	4,2391
17542,3957	4,2394
17562,4094	4,2394
17582,4233	4,2394
17602,4369	4,2394
17622,4506	4,2394
17642,4644	4,2394
17662,4781	4,2394
17682,4920	4,2394
17702,5056	4,2394
17722,5194	4,2397
17742,5331	4,2397
17762,5468	4,2397
17782,5606	4,2397
17802,5743	4,2397
17822,5881	4,2397
17842,6019	4,2397
17862,6155	4,2397
17882,6293	4,2397
17902,6430	4,2397
17922,6568	4,2397
17942,6705	4,2397
17962,6842	4,2400
17982,6980	4,2400
18002,7117	4,2400
18022,7255	4,2400
18042,7393	4,2400
18062,7530	4,2403
18082,7667	4,2400
18102,7804	4,2400
18122,7942	4,2400
18142,8079	4,2403
18162,8217	4,2403
18182,8355	4,2406
18202,8491	4,2403
18222,8629	4,2406
18242,8766	4,2403
18262,8904	4,2400
18282,9041	4,2403
18302,9179	4,2406
18322,9316	4,2406
18342,9453	4,2406
18362,9593	4,2406
18382,9729	4,2406
18402,9866	4,2406
18423,0003	4,2409
18443,0140	4,2409
18463,0278	4,2406
18483,0415	4,2406
18503,0553	4,2406
18523,0690	4,2409
18543,0827	4,2409
18563,0965	4,2412
18583,1102	4,2412
18603,1240	4,2412
18623,1377	4,2412
18643,1514	4,2412
18663,1652	4,2409
18683,1790	4,2412
18703,1927	4,2412
18723,2064	4,2415
18743,2202	4,2412
18763,2340	4,2412
18783,2477	4,2415
18803,2614	4,2415
18823,2752	4,2409
18843,2889	4,2412
18863,3026	4,2415
18883,3165	4,2412
18903,3301	4,2415
18923,3438	4,2415
18943,3576	4,2412
18963,3713	4,2415
18983,3851	4,2418
19003,3988	4,2415
19023,4126	4,2418
19043,4263	4,2418
19063,4401	4,2418
19083,4538	4,2418
19103,4675	4,2418
19123,4813	4,2422
19143,4951	4,2422
19163,5087	4,2418
19183,5225	4,2418
19203,5363	4,2422
19223,5500	4,2422
19243,5636	4,2418
19263,5775	4,2422
19283,5912	4,2422
19303,6049	4,2418
19323,6187	4,2425
19343,6324	4,2422
19363,6462	4,2425
19383,6599	4,2425
19403,6736	4,2425
19423,6874	4,2425
19443,7011	4,2425
19463,7149	4,2425
19483,7287	4,2425
19503,7424	4,2425
19523,7561	4,2425
19543,7698	4,2428
19563,7836	4,2425
19583,7973	4,2425
19603,8111	4,2428
19623,8248	4,2425
19643,8385	4,2428
19663,8526	4,2425
19683,8661	4,2428
19703,8798	4,2428
19723,8936	4,2428
19743,9072	4,2428
19763,9209	4,2431
19783,9347	4,2431
19803,9485	4,2431
19823,9622	4,2431
19843,9760	4,2434
19863,9897	4,2431
19884,0034	4,2434
19904,0172	4,2431
19924,0310	4,2431
19944,0447	4,2434
19964,0584	4,2434
19984,0722	4,2431
20004,0859	4,2434
20024,0996	4,2437
20044,1134	4,2434
20064,1271	4,2434
20084,1409	4,2434
20104,1546	4,2437
20124,1683	4,2434
20144,1821	4,2437
20164,1958	4,2437
20184,2096	4,2437
20204,2233	4,2437
20224,2370	4,2437
20244,2508	4,2437
20264,2646	4,2440
20284,2783	4,2440
20304,2920	4,2437
20324,3058	4,2440
20344,3195	4,2437
20364,3333	4,2440
20384,3470	4,2440
20404,3607	4,2440
20424,3744	4,2443
20444,3882	4,2443
20464,4020	4,2440
20484,4157	4,2440
20504,4294	4,2443
20524,4432	4,2443
20544,4569	4,2443
20564,4707	4,2443
20584,4844	4,2440
20604,4982	4,2443
20624,5119	4,2443
20644,5256	4,2446
20664,5394	4,2446
20684,5531	4,2446
20704,5668	4,2446
20724,5806	4,2446
20744,5944	4,2446
20764,6081	4,2446
20784,6218	4,2446
20804,6356	4,2446
20824,6493	4,2446
20844,6630	4,2446
20864,6768	4,2449
20884,6906	4,2449
20904,7043	4,2446
20924,7180	4,2449
20944,7318	4,2449
20964,7457	4,2449
20984,7592	4,2449
21004,7730	4,2449
21024,7869	4,2452
21044,8004	4,2452
21064,8142	4,2452
21084,8280	4,2452
21104,8417	4,2456
21124,8554	4,2456
21144,8692	4,2452
21164,8829	4,2452
21184,8967	4,2456
21204,9104	4,2456
21224,9241	4,2459
21244,9379	4,2456
21264,9516	4,2456
21284,9655	4,2456
21304,9791	4,2459
21324,9928	4,2459
21345,0066	4,2456
21365,0203	4,2462
21385,0341	4,2459
21405,0478	4,2459
21425,0616	4,2459
21445,0753	4,2462
21465,0890	4,2462
21485,1028	4,2462
21505,1165	4,2465
21525,1303	4,2465
21545,1440	4,2465
21565,1578	4,2465
21585,1715	4,2462
21605,1852	4,2465
21625,1990	4,2465
21645,2127	4,2465
21665,2265	4,2465
21685,2402	4,2465
21705,2540	4,2468
21725,2677	4,2468
21745,2815	4,2468
21765,2952	4,2468
21785,3089	4,2468
21805,3227	4,2468
21825,3364	4,2471
21845,3501	4,2471
21865,3639	4,2471
21885,3776	4,2471
21905,3914	4,2468
21925,4051	4,2471
21945,4189	4,2471
21965,4326	4,2471
21985,4463	4,2474
22005,4601	4,2471
22025,4738	4,2474
22045,4876	4,2474
22065,5013	4,2474
22085,5150	4,2474
22105,5288	4,2474
22125,5425	4,2477
22145,5563	4,2477
22165,5700	4,2474
22185,5838	4,2474
22205,5976	4,2474
22225,6112	4,2477
22245,6250	4,2477
22265,6390	4,2480
22285,6525	4,2477
22305,6662	4,2477
22325,6801	4,2480
22345,6937	4,2480
22365,7074	4,2480
22385,7212	4,2480
22405,7349	4,2483
22425,7487	4,2480
22445,7624	4,2483
22465,7761	4,2486
22485,7899	4,2483
22505,8036	4,2486
22525,8173	4,2483
22545,8311	4,2483
22565,8448	4,2486
22585,8587	4,2490
22605,8723	4,2486
22625,8861	4,2486
22645,8998	4,2486
22665,9136	4,2490
22685,9273	4,2490
22705,9410	4,2490
22725,9548	4,2490
22745,9685	4,2490
22765,9823	4,2486
22785,9960	4,2486
22806,0098	4,2490
22826,0235	4,2493
22846,0372	4,2493
22866,0510	4,2493
22886,0647	4,2493
22906,0785	4,2493
22926,0923	4,2493
22946,1060	4,2496
22966,1198	4,2496
22986,1334	4,2496
23006,1471	4,2496
23026,1609	4,2496
23046,1747	4,2496
23066,1884	4,2496
23086,2022	4,2496
23106,2159	4,2499
23126,2296	4,2496
23146,2433	4,2499
23166,2572	4,2499
23186,2709	4,2499
23206,2846	4,2502
23226,2983	4,2499
23246,3121	4,2502
23266,3258	4,2505
23286,3395	4,2502
23306,3533	4,2502
23326,3670	4,2502
23346,3808	4,2505
23366,3945	4,2505
23386,4083	4,2505
23406,4220	4,2508
23426,4359	4,2508
23446,4495	4,2508
23466,4632	4,2511
23486,4770	4,2511
23506,4907	4,2508
23526,5044	4,2511
23546,5182	4,2511
23566,5323	4,2511
23586,5457	4,2511
23606,5594	4,2511
23626,5732	4,2511
23646,5869	4,2514
23666,6006	4,2511
23686,6144	4,2517
23706,6281	4,2517
23726,6419	4,2517
23746,6556	4,2514
23766,6693	4,2517
23786,6831	4,2517
23806,6968	4,2517
23826,7106	4,2517
23846,7243	4,2517
23866,7381	4,2520
23886,7518	4,2520
23906,7656	4,2520
23926,7793	4,2520
23946,7930	4,2524
23966,8068	4,2520
23986,8205	4,2520
24006,8342	4,2520
24026,8480	4,2524
24046,8617	4,2524
24066,8755	4,2524
24086,8892	4,2520
24106,9029	4,2527
24126,9167	4,2527
