t/s	U/V
1376,5899	3,4333
1396,6039	3,4323
1416,6180	3,4308
1436,6321	3,4299
1456,6463	3,4286
1476,6604	3,4277
1496,6746	3,4268
1516,6886	3,4258
1536,7029	3,4246
1556,7177	3,4240
1576,7318	3,4234
1596,7460	3,4224
1616,7600	3,4218
1636,7743	3,4209
1656,7882	3,4203
1676,8024	3,4194
1696,8163	3,4190
1716,8304	3,4184
1736,8446	3,4178
1756,8586	3,4172
1776,8728	3,4169
1796,8868	3,4160
1816,9009	3,4156
1836,9150	3,4153
1856,9291	3,4147
1876,9431	3,4141
1896,9574	3,4141
1916,9716	3,4135
1936,9855	3,4132
1956,9996	3,4129
1977,0136	3,4129
1997,0277	3,4123
2017,0418	3,4123
2037,0559	3,4116
2057,0701	3,4113
2077,0841	3,4110
2097,0982	3,4110
2117,1124	3,4104
2137,1264	3,4104
2157,1407	3,4104
2177,1546	3,4101
2197,1689	3,4098
2217,1827	3,4098
2237,1968	3,4095
2257,2109	3,4092
2277,2251	3,4089
2297,2393	3,4089
2317,2532	3,4085
2337,2675	3,4082
2357,2815	3,4085
2377,2955	3,4085
2397,3095	3,4079
2417,3246	3,4079
2437,3388	3,4082
2457,3528	3,4079
2477,3671	3,4076
2497,3810	3,4079
2517,3952	3,4073
2537,4093	3,4076
2557,4233	3,4073
2577,4377	3,4073
2597,4516	3,4073
2617,4659	3,4067
2637,4796	3,4067
2657,4937	3,4070
2677,5079	3,4067
2697,5219	3,4070
2717,5361	3,4067
2737,5501	3,4064
2757,5644	3,4067
2777,5784	3,4067
2797,5925	3,4067
2817,6063	3,4067
2837,6205	3,4067
2857,6347	3,4067
2877,6490	3,4067
2897,6628	3,4067
2917,6770	3,4064
2937,6912	3,4064
2957,7053	3,4061
2977,7192	3,4064
2997,7333	3,4064
3017,7474	3,4061
3037,7617	3,4064
3057,7756	3,4064
3077,7898	3,4061
3097,8038	3,4061
3117,8178	3,4061
3137,8320	3,4061
3157,8461	3,4064
3177,8603	3,4058
3197,8743	3,4058
3217,8884	3,4061
3237,9025	3,4061
3257,9165	3,4061
3277,9318	3,4058
3297,9457	3,4061
3317,9600	3,4058
3337,9739	3,4058
3357,9880	3,4061
3378,0021	3,4061
3398,0163	3,4058
3418,0303	3,4058
3438,0444	3,4058
3458,0586	3,4061
3478,0725	3,4058
3498,0867	3,4058
3518,1007	3,4055
3538,1149	3,4058
3558,1290	3,4058
3578,1430	3,4058
3598,1572	3,4058
3618,1713	3,4055
3638,1853	3,4058
3658,1994	3,4058
3678,2134	3,4058
3698,2276	3,4061
3718,2416	3,4058
3738,2558	3,4055
3758,2700	3,4055
3778,2839	3,4058
3798,2980	3,4055
3818,3122	3,4055
3838,3263	3,4058
3858,3403	3,4055
3878,3548	3,4058
3898,3686	3,4055
3918,3825	3,4058
3938,3967	3,4055
3958,4109	3,4058
3978,4249	3,4058
3998,4390	3,4058
4018,4527	3,4058
4038,4673	3,4058
4058,4813	3,4051
4078,4953	3,4055
4098,5095	3,4055
4118,5245	3,4058
4138,5385	3,4058
4158,5527	3,4058
4178,5670	3,4058
4198,5808	3,4055
4218,5952	3,4055
4238,6091	3,4051
4258,6232	3,4055
4278,6373	3,4055
4298,6513	3,4055
4318,6656	3,4055
4338,6795	3,4051
4358,6937	3,4055
4378,7077	3,4055
4398,7219	3,4055
4418,7358	3,4058
4438,7500	3,4058
4458,7640	3,4055
4478,7781	3,4055
4498,7923	3,4058
4518,8063	3,4061
4538,8205	3,4055
4558,8346	3,4058
4578,8487	3,4055
4598,8628	3,4058
4618,8768	3,4058
4638,8909	3,4055
4658,9050	3,4058
4678,9193	3,4055
4698,9332	3,4055
4718,9473	3,4055
4738,9615	3,4055
4758,9754	3,4058
4778,9894	3,4055
4799,0037	3,4058
4819,0179	3,4055
4839,0318	3,4055
4859,0461	3,4055
4879,0601	3,4055
4899,0741	3,4055
4919,0882	3,4055
4939,1023	3,4055
4959,1166	3,4055
4979,1315	3,4055
4999,1455	3,4055
5019,1596	3,4058
5039,1737	3,4055
5059,1878	3,4055
5079,2020	3,4055
5099,2162	3,4055
5119,2301	3,4055
5139,2442	3,4055
5159,2583	3,4055
5179,2728	3,4055
5199,2865	3,4055
5219,3007	3,4055
5239,3148	3,4058
5259,3287	3,4055
5279,3428	3,4055
5299,3569	3,4055
5319,3711	3,4055
5339,3851	3,4058
5359,3992	3,4055
5379,4134	3,4055
5399,4274	3,4055
5419,4417	3,4055
5439,4556	3,4055
5459,4697	3,4055
5479,4837	3,4055
5499,4978	3,4058
5519,5122	3,4055
5539,5260	3,4058
5559,5404	3,4058
5579,5544	3,4055
5599,5683	3,4055
5619,5824	3,4055
5639,5965	3,4055
5659,6108	3,4058
5679,6248	3,4055
5699,6388	3,4055
5719,6528	3,4058
5739,6669	3,4055
5759,6810	3,4055
5779,6952	3,4055
5799,7093	3,4058
5819,7233	3,4058
5839,7384	3,4055
5859,7526	3,4055
5879,7666	3,4055
5899,7808	3,4058
5919,7947	3,4055
5939,8090	3,4055
5959,8230	3,4055
5979,8371	3,4058
5999,8511	3,4055
6019,8652	3,4055
6039,8793	3,4055
6059,8934	3,4055
6079,9077	3,4055
6099,9217	3,4055
6119,9358	3,4055
6139,9498	3,4055
6159,9639	3,4055
6179,9779	3,4058
6199,9920	3,4055
6220,0062	3,4055
6240,0203	3,4055
6260,0344	3,4058
6280,0484	3,4055
6300,0625	3,4055
6320,0766	3,4055
6340,0907	3,4055
6360,1049	3,4058
6380,1189	3,4055
6400,1331	3,4055
6420,1471	3,4055
6440,1611	3,4058
6460,1753	3,4055
6480,1897	3,4055
6500,2036	3,4058
6520,2176	3,4055
6540,2317	3,4058
6560,2457	3,4055
6580,2598	3,4055
6600,2739	3,4051
6620,2880	3,4055
6640,3022	3,4055
6660,3161	3,4055
6680,3304	3,4055
6700,3454	3,4055
6720,3594	3,4055
6740,3736	3,4055
6760,3876	3,4055
6780,4019	3,4055
6800,4158	3,4055
6820,4300	3,4055
6840,4441	3,4055
6860,4582	3,4051
6880,4722	3,4058
6900,4864	3,4051
6920,5006	3,4055
6940,5145	3,4055
6960,5286	3,4051
6980,5428	3,4055
7000,5567	3,4055
7020,5709	3,4058
7040,5849	3,4055
7060,5991	3,4055
7080,6132	3,4058
7100,6272	3,4051
7120,6413	3,4055
7140,6554	3,4051
7160,6695	3,4055
7180,6836	3,4055
7200,6979	3,4055
7220,7117	3,4055
7240,7259	3,4058
7260,7400	3,4055
7280,7541	3,4058
7300,7682	3,4055
7320,7822	3,4055
7340,7965	3,4055
7360,8104	3,4055
7380,8245	3,4055
7400,8387	3,4055
7420,8527	3,4055
7440,8670	3,4055
7460,8809	3,4055
7480,8951	3,4051
7500,9091	3,4058
7520,9232	3,4055
7540,9382	3,4055
7560,9524	3,4055
7580,9666	3,4055
7600,9805	3,4055
7620,9948	3,4055
7641,0087	3,4055
7661,0228	3,4055
7681,0369	3,4055
7701,0510	3,4055
7721,0652	3,4055
7741,0792	3,4055
7761,0935	3,4055
7781,1077	3,4055
7801,1214	3,4051
7821,1355	3,4058
7841,1496	3,4058
7861,1637	3,4055
7881,1778	3,4055
7901,1921	3,4055
7921,2060	3,4058
7941,2201	3,4055
7961,2343	3,4055
7981,2484	3,4055
8001,2625	3,4055
8021,2765	3,4055
8041,2908	3,4055
8061,3047	3,4055
8081,3187	3,4055
8101,3328	3,4058
8121,3470	3,4055
8141,3610	3,4055
8161,3752	3,4055
8181,3894	3,4055
8201,4034	3,4055
8221,4175	3,4051
8241,4315	3,4055
8261,4458	3,4055
8281,4597	3,4055
8301,4737	3,4055
8321,4880	3,4055
8341,5020	3,4058
8361,5160	3,4051
8381,5301	3,4055
8401,5452	3,4058
8421,5593	3,4058
8441,5734	3,4055
8461,5877	3,4051
8481,6015	3,4058
8501,6157	3,4055
8521,6297	3,4055
8541,6438	3,4055
8561,6579	3,4055
8581,6722	3,4055
8601,6863	3,4055
8621,7002	3,4055
8641,7143	3,4055
8661,7284	3,4058
8681,7425	3,4055
8701,7566	3,4055
8721,7707	3,4055
8741,7849	3,4055
8761,7988	3,4055
8781,8130	3,4055
8801,8270	3,4055
8821,8412	3,4055
8841,8552	3,4058
8861,8693	3,4055
8881,8835	3,4055
8901,8976	3,4055
8921,9117	3,4055
8941,9258	3,4058
8961,9398	3,4055
8981,9537	3,4055
9001,9681	3,4055
9021,9823	3,4055
9041,9961	3,4055
9062,0104	3,4055
9082,0248	3,4055
9102,0384	3,4055
9122,0525	3,4055
9142,0666	3,4051
9162,0809	3,4055
9182,0949	3,4055
9202,1089	3,4055
9222,1230	3,4055
9242,1381	3,4055
9262,1522	3,4051
9282,1662	3,4055
9302,1805	3,4055
9322,1944	3,4055
9342,2087	3,4051
9362,2227	3,4055
9382,2367	3,4051
9402,2508	3,4055
9422,2650	3,4055
9442,2791	3,4058
9462,2932	3,4055
9482,3072	3,4055
9502,3214	3,4055
9522,3354	3,4055
9542,3495	3,4055
9562,3637	3,4051
9582,3777	3,4055
9602,3918	3,4055
9622,4059	3,4055
9642,4200	3,4055
9662,4342	3,4051
9682,4481	3,4055
9702,4623	3,4055
9722,4763	3,4055
9742,4905	3,4055
9762,5045	3,4055
9782,5189	3,4055
9802,5328	3,4051
9822,5467	3,4051
9842,5608	3,4055
9862,5750	3,4055
9882,5891	3,4055
9902,6031	3,4055
9922,6171	3,4055
9942,6315	3,4055
9962,6454	3,4055
9982,6595	3,4051
10002,6737	3,4055
10022,6878	3,4051
10042,7018	3,4055
10062,7159	3,4051
10082,7301	3,4055
10102,7450	3,4055
10122,7592	3,4055
10142,7734	3,4055
10162,7873	3,4055
10182,8014	3,4051
10202,8155	3,4055
10222,8298	3,4055
10242,8437	3,4055
10262,8579	3,4055
10282,8719	3,4051
10302,8860	3,4051
10322,9002	3,4055
10342,9142	3,4055
10362,9283	3,4055
10382,9428	3,4055
10402,9564	3,4055
10422,9706	3,4051
10442,9848	3,4055
10462,9987	3,4055
10483,0128	3,4051
10503,0268	3,4055
10523,0411	3,4051
10543,0550	3,4051
10563,0692	3,4055
10583,0832	3,4055
10603,0973	3,4051
10623,1114	3,4055
10643,1256	3,4051
10663,1397	3,4051
10683,1538	3,4051
10703,1678	3,4055
10723,1820	3,4051
10743,1959	3,4051
10763,2101	3,4051
10783,2242	3,4055
10803,2384	3,4055
10823,2524	3,4055
10843,2665	3,4055
10863,2805	3,4055
10883,2947	3,4055
10903,3087	3,4055
10923,3228	3,4051
10943,3380	3,4055
10963,3522	3,4055
10983,3661	3,4051
11003,3803	3,4051
11023,3943	3,4051
11043,4083	3,4051
11063,4224	3,4055
11083,4368	3,4051
11103,4507	3,4055
11123,4647	3,4055
11143,4789	3,4055
11163,4930	3,4055
11183,5070	3,4051
11203,5212	3,4055
11223,5351	3,4051
11243,5493	3,4051
11263,5634	3,4055
11283,5775	3,4051
11303,5916	3,4051
11323,6058	3,4051
11343,6198	3,4051
11363,6340	3,4055
11383,6480	3,4055
11403,6621	3,4055
11423,6761	3,4048
11443,6902	3,4051
11463,7043	3,4051
11483,7184	3,4055
11503,7326	3,4051
11523,7464	3,4051
11543,7607	3,4055
11563,7749	3,4051
11583,7889	3,4055
11603,8029	3,4051
11623,8172	3,4051
11643,8313	3,4055
11663,8453	3,4055
11683,8598	3,4055
11703,8735	3,4051
11723,8875	3,4051
11743,9017	3,4055
11763,9158	3,4055
11783,9298	3,4051
11803,9450	3,4051
11823,9589	3,4055
11843,9730	3,4051
11863,9873	3,4055
11884,0013	3,4055
11904,0153	3,4055
11924,0296	3,4051
11944,0435	3,4051
11964,0577	3,4051
11984,0718	3,4055
12004,0858	3,4055
12024,1009	3,4048
12044,1142	3,4051
12064,1283	3,4051
12084,1422	3,4051
12104,1562	3,4051
12124,1704	3,4055
12144,1844	3,4051
12164,1985	3,4051
12184,2126	3,4055
12204,2269	3,4051
12224,2408	3,4051
12244,2550	3,4051
12264,2690	3,4051
12284,2831	3,4048
12304,2975	3,4051
12324,3113	3,4055
12344,3256	3,4055
12364,3394	3,4051
12384,3535	3,4048
12404,3677	3,4055
12424,3817	3,4048
12444,3959	3,4051
12464,4099	3,4051
12484,4242	3,4055
12504,4381	3,4051
12524,4521	3,4051
12544,4663	3,4051
12564,4803	3,4051
12584,4945	3,4051
12604,5086	3,4051
12624,5228	3,4055
12644,5368	3,4051
12664,5518	3,4055
12684,5659	3,4051
12704,5800	3,4048
12724,5942	3,4051
12744,6082	3,4051
12764,6225	3,4051
12784,6365	3,4055
12804,6505	3,4051
12824,6646	3,4051
12844,6788	3,4051
12864,6929	3,4048
12884,7069	3,4051
12904,7210	3,4051
12924,7350	3,4048
12944,7491	3,4051
12964,7633	3,4051
12984,7779	3,4051
13004,7914	3,4051
13024,8056	3,4051
13044,8196	3,4051
13064,8338	3,4051
13084,8478	3,4051
13104,8619	3,4051
13124,8761	3,4051
13144,8900	3,4048
13164,9041	3,4051
13184,9183	3,4048
13204,9323	3,4048
13224,9465	3,4051
13244,9605	3,4055
13264,9747	3,4051
13284,9887	3,4051
13305,0028	3,4051
13325,0169	3,4051
13345,0310	3,4048
13365,0451	3,4051
13385,0593	3,4048
13405,0734	3,4051
13425,0874	3,4048
13445,1015	3,4051
13465,1156	3,4051
13485,1297	3,4051
13505,1437	3,4051
13525,1588	3,4051
13545,1731	3,4051
13565,1870	3,4048
13585,2011	3,4045
13605,2152	3,4048
13625,2293	3,4048
13645,2437	3,4048
13665,2575	3,4048
13685,2717	3,4051
13705,2856	3,4048
13725,2997	3,4051
13745,3138	3,4051
13765,3280	3,4048
13785,3420	3,4048
13805,3562	3,4051
13825,3703	3,4045
13845,3843	3,4051
13865,3984	3,4048
13885,4125	3,4051
13905,4265	3,4048
13925,4408	3,4048
13945,4548	3,4048
13965,4690	3,4048
13985,4829	3,4048
14005,4970	3,4051
14025,5111	3,4055
14045,5252	3,4048
14065,5394	3,4048
14085,5535	3,4048
14105,5676	3,4048
14125,5816	3,4048
14145,5957	3,4051
14165,6098	3,4051
14185,6239	3,4048
14205,6379	3,4051
14225,6521	3,4048
14245,6663	3,4048
14265,6802	3,4048
14285,6948	3,4051
14305,7084	3,4051
14325,7226	3,4051
14345,7366	3,4048
14365,7518	3,4048
14385,7659	3,4045
14405,7799	3,4048
14425,7940	3,4048
14445,8080	3,4048
14465,8222	3,4045
14485,8363	3,4048
14505,8503	3,4045
14525,8646	3,4051
14545,8785	3,4048
14565,8926	3,4045
14585,9067	3,4048
14605,9208	3,4045
14625,9349	3,4048
14645,9490	3,4048
14665,9634	3,4048
14685,9772	3,4045
14705,9912	3,4045
14726,0062	3,4048
14746,0194	3,4051
14766,0337	3,4051
14786,0477	3,4045
14806,0618	3,4045
14826,0758	3,4045
14846,0900	3,4048
14866,1039	3,4048
14886,1180	3,4048
14906,1323	3,4045
14926,1461	3,4048
14946,1605	3,4045
14966,1745	3,4045
14986,1886	3,4048
15006,2029	3,4045
15026,2168	3,4048
15046,2308	3,4045
15066,2450	3,4048
15086,2592	3,4045
15106,2730	3,4048
15126,2871	3,4051
15146,3013	3,4048
15166,3154	3,4045
15186,3294	3,4045
15206,3435	3,4048
15226,3588	3,4048
15246,3727	3,4048
15266,3868	3,4045
15286,4010	3,4048
15306,4151	3,4048
15326,4291	3,4045
15346,4432	3,4045
15366,4574	3,4045
15386,4716	3,4045
15406,4855	3,4042
15426,4995	3,4045
15446,5137	3,4048
15466,5278	3,4048
15486,5418	3,4045
15506,5559	3,4048
15526,5702	3,4045
15546,5841	3,4045
15566,5983	3,4045
15586,6125	3,4048
15606,6264	3,4045
15626,6406	3,4048
15646,6546	3,4045
15666,6688	3,4045
15686,6829	3,4045
15706,6968	3,4048
15726,7110	3,4048
15746,7251	3,4048
15766,7391	3,4048
15786,7533	3,4045
15806,7674	3,4048
15826,7816	3,4045
15846,7955	3,4045
15866,8097	3,4045
15886,8236	3,4045
15906,8377	3,4045
15926,8519	3,4042
15946,8659	3,4045
15966,8803	3,4048
15986,8942	3,4045
16006,9082	3,4045
16026,9223	3,4042
16046,9364	3,4045
16066,9506	3,4045
16086,9508	3,4045
16106,9641	3,4045
16126,9782	3,4042
16146,9923	3,4045
16167,0063	3,4045
16187,0206	3,4048
16207,0346	3,4045
16227,0488	3,4045
16247,0628	3,4042
16267,0769	3,4042
16287,0909	3,4045
16307,1050	3,4042
16327,1193	3,4042
16347,1332	3,4048
16367,1476	3,4042
16387,1616	3,4045
16407,1755	3,4045
16427,1900	3,4045
16447,2038	3,4045
16467,2179	3,4045
16487,2318	3,4045
16507,2459	3,4045
16527,2600	3,4042
16547,2741	3,4045
16567,2883	3,4042
16587,2945	3,4045
16607,3030	3,4045
16627,3053	3,4045
16647,3108	3,4045
16667,3162	3,4045
16687,3175	3,4042
16707,3200	3,4045
16727,3205	3,4045
16747,3289	3,4042
16767,3297	3,4045
16787,3438	3,4045
16807,3580	3,4042
16827,3720	3,4045
16847,3862	3,4045
16867,4003	3,4042
16887,4144	3,4042
16907,4283	3,4042
16927,4425	3,4042
16947,4576	3,4042
16967,4716	3,4042
16987,4860	3,4042
17007,4998	3,4045
17027,5141	3,4042
17047,5280	3,4039
17067,5421	3,4045
17087,5563	3,4045
17107,5702	3,4042
17127,5844	3,4039
17147,5986	3,4045
17167,6127	3,4045
17187,6267	3,4042
17207,6407	3,4042
17227,6548	3,4042
17247,6689	3,4039
17267,6831	3,4042
17287,6971	3,4042
17307,7114	3,4039
17327,7253	3,4042
17347,7392	3,4042
17367,7536	3,4042
17387,7676	3,4042
17407,7817	3,4042
17427,7959	3,4039
17447,8099	3,4045
17467,8241	3,4045
17487,8381	3,4042
17507,8521	3,4042
17527,8662	3,4045
17547,8804	3,4048
17567,8951	3,4042
17587,9086	3,4042
17607,9229	3,4042
17627,9367	3,4042
17647,9510	3,4042
17667,9651	3,4042
17687,9790	3,4042
17707,9933	3,4042
17728,0072	3,4042
17748,0214	3,4042
17768,0354	3,4042
17788,0505	3,4042
17808,0646	3,4042
17828,0787	3,4042
17848,0929	3,4042
17868,1069	3,4042
17888,1211	3,4042
17908,1351	3,4042
17928,1491	3,4042
17948,1632	3,4042
17968,1772	3,4042
17988,1915	3,4042
18008,2055	3,4042
18028,2198	3,4042
18048,2337	3,4042
18068,2477	3,4039
18088,2618	3,4039
18108,2759	3,4042
18128,2900	3,4039
18148,3041	3,4039
18168,3184	3,4039
18188,3322	3,4039
18208,3465	3,4042
18228,3605	3,4042
18248,3746	3,4039
18268,3887	3,4042
18288,4029	3,4045
18308,4171	3,4042
18328,4309	3,4042
18348,4450	3,4039
18368,4592	3,4042
18388,4733	3,4039
18408,4872	3,4042
18428,5015	3,4039
18448,5156	3,4039
18468,5296	3,4042
18488,5437	3,4042
18508,5578	3,4039
18528,5720	3,4042
18548,5861	3,4036
18568,6000	3,4039
18588,6142	3,4042
18608,6282	3,4036
18628,6423	3,4039
18648,6575	3,4036
18668,6714	3,4036
18688,6857	3,4039
18708,6998	3,4042
18728,7139	3,4042
18748,7280	3,4042
18768,7420	3,4039
18788,7561	3,4039
18808,7701	3,4039
18828,7842	3,4039
18848,7984	3,4039
18868,8129	3,4042
18888,8266	3,4042
18908,8406	3,4042
18928,8548	3,4039
18948,8688	3,4039
18968,8829	3,4036
18988,8970	3,4036
19008,9112	3,4039
19028,9251	3,4039
19048,9393	3,4039
19068,9535	3,4039
19088,9674	3,4039
19108,9816	3,4039
19128,9958	3,4036
19149,0099	3,4039
19169,0238	3,4039
19189,0381	3,4039
19209,0520	3,4039
19229,0661	3,4039
19249,0802	3,4039
19269,0943	3,4036
19289,1085	3,4039
19309,1226	3,4039
19329,1368	3,4036
19349,1508	3,4036
19369,1647	3,4039
19389,1788	3,4039
19409,1930	3,4036
19429,2072	3,4036
19449,2212	3,4039
19469,2353	3,4036
19489,2493	3,4036
19509,2645	3,4036
19529,2785	3,4036
19549,2926	3,4033
19569,3068	3,4036
19589,3209	3,4036
19609,3349	3,4036
19629,3489	3,4036
19649,3632	3,4042
19669,3772	3,4039
19689,3912	3,4036
19709,4054	3,4042
19729,4195	3,4036
19749,4335	3,4036
19769,4475	3,4039
19789,4616	3,4039
19809,4758	3,4036
19829,4900	3,4039
19849,5041	3,4036
19869,5181	3,4036
19889,5322	3,4036
19909,5462	3,4033
19929,5604	3,4036
19949,5745	3,4036
19969,5885	3,4036
19989,6027	3,4036
20009,6166	3,4033
20029,6306	3,4036
20049,6448	3,4036
20069,6591	3,4033
20089,6730	3,4036
20109,6872	3,4036
20129,7014	3,4036
20149,7153	3,4036
20169,7293	3,4036
20189,7435	3,4036
20209,7577	3,4033
20229,7717	3,4036
20249,7858	3,4036
20269,8007	3,4036
20289,8141	3,4033
20309,8281	3,4036
20329,8422	3,4033
20349,8562	3,4039
20369,8714	3,4033
20389,8855	3,4033
20409,8996	3,4036
20429,9138	3,4036
20449,9277	3,4036
20469,9418	3,4036
20489,9558	3,4033
20509,9701	3,4033
20529,9843	3,4033
20549,9984	3,4036
20570,0123	3,4033
20590,0263	3,4033
20610,0403	3,4033
20630,0550	3,4036
20650,0686	3,4033
20670,0827	3,4033
20690,0970	3,4033
20710,1109	3,4033
20730,1250	3,4033
20750,1391	3,4033
20770,1532	3,4033
20790,1674	3,4033
20810,1815	3,4033
20830,1956	3,4033
20850,2096	3,4033
20870,2236	3,4033
20890,2378	3,4030
20910,2518	3,4033
20930,2659	3,4033
20950,2799	3,4033
20970,2943	3,4033
20990,3082	3,4033
21010,3223	3,4033
21030,3364	3,4033
21050,3506	3,4030
21070,3647	3,4033
21090,3785	3,4030
21110,3926	3,4033
21130,4070	3,4033
21150,4207	3,4030
21170,4351	3,4033
21190,4492	3,4033
21210,4640	3,4030
21230,4784	3,4030
21250,4926	3,4030
21270,5062	3,4030
21290,5205	3,4030
21310,5347	3,4030
21330,5485	3,4030
21350,5629	3,4033
21370,5769	3,4030
21390,5908	3,4030
21410,6052	3,4030
21430,6194	3,4030
21450,6330	3,4030
21470,6474	3,4030
21490,6615	3,4030
21510,6753	3,4027
21530,6898	3,4033
21550,7038	3,4030
21570,7176	3,4033
21590,7320	3,4030
21610,7461	3,4030
21630,7599	3,4030
21650,7743	3,4030
21670,7885	3,4030
21690,8021	3,4030
21710,8166	3,4030
21730,8307	3,4030
21750,8445	3,4027
21770,8589	3,4030
21790,8729	3,4030
21810,8868	3,4030
21830,9012	3,4030
21850,9152	3,4027
21870,9290	3,4030
21890,9437	3,4027
21910,9575	3,4030
21930,9712	3,4030
21950,9857	3,4030
21970,9997	3,4030
21991,0136	3,4030
22011,0279	3,4030
22031,0421	3,4027
22051,0562	3,4027
22071,0712	3,4030
22091,0852	3,4030
22111,0994	3,4027
22131,1136	3,4027
22151,1277	3,4027
22171,1417	3,4030
22191,1559	3,4027
22211,1699	3,4027
22231,1839	3,4027
22251,1980	3,4027
22271,2121	3,4030
22291,2262	3,4027
22311,2405	3,4024
22331,2545	3,4027
22351,2685	3,4027
22371,2826	3,4027
22391,2966	3,4027
22411,3108	3,4027
22431,3249	3,4027
22451,3391	3,4030
22471,3530	3,4027
22491,3672	3,4027
22511,3812	3,4027
22531,3953	3,4027
22551,4096	3,4027
22571,4236	3,4030
22591,4375	3,4027
22611,4518	3,4027
22631,4659	3,4027
22651,4799	3,4027
22671,4941	3,4027
22691,5080	3,4027
22711,5220	3,4024
22731,5362	3,4024
22751,5503	3,4024
22771,5644	3,4027
22791,5786	3,4024
22811,5927	3,4024
22831,6068	3,4021
22851,6208	3,4027
22871,6348	3,4030
22891,6490	3,4027
22911,6642	3,4024
22931,6781	3,4024
22951,6925	3,4024
22971,7064	3,4024
22991,7204	3,4027
23011,7346	3,4024
23031,7487	3,4024
23051,7631	3,4027
23071,7768	3,4024
23091,7910	3,4024
23111,8050	3,4024
23131,8191	3,4024
23151,8332	3,4024
23171,8472	3,4024
23191,8613	3,4024
23211,8754	3,4021
23231,8898	3,4021
23251,9037	3,4024
23271,9178	3,4024
23291,9319	3,4024
23311,9459	3,4027
23331,9600	3,4024
23351,9740	3,4021
23371,9884	3,4021
23392,0023	3,4021
23412,0163	3,4021
23432,0305	3,4024
23452,0445	3,4024
23472,0587	3,4024
23492,0727	3,4021
23512,0870	3,4021
23532,1009	3,4024
23552,1151	3,4024
23572,1292	3,4024
23592,1431	3,4021
23612,1573	3,4021
23632,1714	3,4021
23652,1854	3,4021
23672,1997	3,4021
23692,2136	3,4024
23712,2277	3,4017
23732,2418	3,4024
23752,2559	3,4021
23772,2710	3,4021
23792,2852	3,4021
23812,2992	3,4021
23832,3134	3,4024
23852,3273	3,4021
23872,3416	3,4017
23892,3556	3,4021
23912,3697	3,4024
23932,3839	3,4017
23952,3979	3,4021
23972,4119	3,4021
