t/s	U/V
367,5698	3,4950
378,8014	3,4897
390,1108	3,4845
402,2162	3,4792
414,1653	3,4739
427,3623	3,4687
440,9494	3,4634
455,0982	3,4582
471,1511	3,4529
487,2810	3,4477
504,6586	3,4424
522,9100	3,4372
542,5968	3,4319
562,6106	3,4273
582,5311	3,4220
602,5451	3,4183
622,5593	3,4143
642,5734	3,4106
662,5875	3,4072
682,6015	3,4038
702,6158	3,4007
722,6297	3,3986
742,6437	3,3955
762,6579	3,3933
782,6719	3,3912
802,6860	3,3890
822,7002	3,3874
842,7145	3,3856
862,7283	3,3841
882,7425	3,3825
902,7565	3,3813
922,7706	3,3797
942,7847	3,3788
962,7988	3,3782
982,8130	3,3773
1002,8271	3,3760
1022,8411	3,3754
1042,8551	3,3745
1062,8693	3,3739
1082,8833	3,3732
1102,8974	3,3726
1122,9117	3,3720
1142,9257	3,3717
1162,9398	3,3711
1182,9539	3,3708
1202,9678	3,3701
1222,9820	3,3695
1242,9961	3,3692
1263,0105	3,3689
1283,0242	3,3686
1303,0383	3,3686
1323,0535	3,3683
1343,0674	3,3680
1363,0816	3,3677
1383,0959	3,3674
1403,1099	3,3667
1423,1239	3,3671
1443,1380	3,3664
1463,1521	3,3664
1483,1663	3,3664
1503,1803	3,3658
1523,1943	3,3658
1543,2086	3,3658
1563,2225	3,3655
1583,2367	3,3652
1603,2509	3,3649
1623,2647	3,3649
1643,2789	3,3646
1663,2930	3,3646
1683,3076	3,3646
1703,3212	3,3643
1723,3354	3,3646
1743,3494	3,3643
1763,3634	3,3643
1783,3777	3,3643
1803,3916	3,3643
1823,4059	3,3640
1843,4199	3,3637
1863,4340	3,3637
1883,4481	3,3634
1903,4621	3,3634
1923,4762	3,3634
1943,4903	3,3634
1963,5047	3,3630
1983,5185	3,3634
2003,5328	3,3627
2023,5468	3,3630
2043,5607	3,3630
2063,5750	3,3627
2083,5890	3,3627
2103,6032	3,3627
2123,6171	3,3621
2143,6310	3,3624
2163,6453	3,3624
2183,6604	3,3621
2203,6745	3,3618
2223,6885	3,3621
2243,7028	3,3618
2263,7169	3,3621
2283,7310	3,3618
2303,7450	3,3618
2323,7593	3,3618
2343,7734	3,3615
2363,7872	3,3615
2383,8014	3,3618
2403,8154	3,3612
2423,8295	3,3615
2443,8437	3,3612
2463,8576	3,3612
2483,8717	3,3612
2503,8860	3,3612
2523,8999	3,3612
2543,9141	3,3612
2563,9283	3,3612
2583,9422	3,3609
2603,9566	3,3612
2623,9706	3,3612
2643,9846	3,3609
2663,9990	3,3606
2684,0127	3,3606
2704,0268	3,3606
2724,0408	3,3609
2744,0549	3,3609
2764,0691	3,3606
2784,0833	3,3603
2804,0975	3,3606
2824,1113	3,3606
2844,1255	3,3606
2864,1394	3,3603
2884,1537	3,3606
2904,1678	3,3600
2924,1819	3,3600
2944,1959	3,3600
2964,2101	3,3603
2984,2246	3,3600
3004,2378	3,3596
3024,2523	3,3596
3044,2673	3,3593
3064,2817	3,3600
3084,2958	3,3596
3104,3099	3,3596
3124,3238	3,3593
3144,3379	3,3596
3164,3520	3,3596
3184,3659	3,3596
3204,3801	3,3593
3224,3942	3,3596
3244,4085	3,3593
3264,4224	3,3593
3284,4364	3,3593
3304,4505	3,3593
3324,4647	3,3593
3344,4788	3,3593
3364,4929	3,3590
3384,5073	3,3590
3404,5210	3,3590
3424,5352	3,3590
3444,5492	3,3587
3464,5634	3,3590
3484,5773	3,3593
3504,5915	3,3593
3524,6058	3,3590
3544,6197	3,3587
3564,6337	3,3587
3584,6478	3,3590
3604,6619	3,3590
3624,6761	3,3587
3644,6902	3,3587
3664,7044	3,3587
3684,7183	3,3584
3704,7324	3,3587
3724,7465	3,3587
3744,7606	3,3587
3764,7747	3,3584
3784,7888	3,3584
3804,8031	3,3584
3824,8168	3,3581
3844,8312	3,3581
3864,8453	3,3581
3884,8602	3,3581
3904,8743	3,3581
3924,8885	3,3581
3944,9027	3,3581
3964,9163	3,3581
3984,9307	3,3584
4004,9448	3,3581
4024,9589	3,3581
4044,9730	3,3581
4064,9870	3,3581
4085,0012	3,3581
4105,0153	3,3578
4125,0294	3,3575
4145,0434	3,3578
4165,0575	3,3581
4185,0716	3,3578
4205,0857	3,3578
4225,1001	3,3581
4245,1138	3,3578
4265,1279	3,3578
4285,1425	3,3578
4305,1562	3,3578
4325,1703	3,3575
4345,1843	3,3575
4365,1987	3,3578
4385,2125	3,3575
4405,2266	3,3575
4425,2409	3,3575
4445,2549	3,3575
4465,2690	3,3575
4485,2831	3,3575
4505,2973	3,3572
4525,3113	3,3572
4545,3252	3,3572
4565,3394	3,3575
4585,3534	3,3575
4605,3676	3,3575
4625,3817	3,3572
4645,3960	3,3572
4665,4099	3,3575
4685,4240	3,3572
4705,4381	3,3569
4725,4520	3,3569
4745,4673	3,3572
4765,4814	3,3572
4785,4955	3,3569
4805,5096	3,3572
4825,5236	3,3566
4845,5377	3,3569
4865,5517	3,3569
4885,5658	3,3566
4905,5800	3,3569
4925,5942	3,3566
4945,6081	3,3569
4965,6222	3,3566
4985,6363	3,3566
5005,6505	3,3566
5025,6646	3,3566
5045,6786	3,3566
5065,6930	3,3566
5085,7068	3,3566
5105,7209	3,3566
5125,7350	3,3566
5145,7491	3,3562
5165,7632	3,3562
5185,7773	3,3562
5205,7915	3,3562
5225,8054	3,3562
5245,8196	3,3562
5265,8337	3,3559
5285,8477	3,3562
5305,8618	3,3562
5325,8760	3,3562
5345,8902	3,3559
5365,9042	3,3559
5385,9181	3,3556
5405,9323	3,3556
5425,9464	3,3559
5445,9605	3,3556
5465,9746	3,3559
5485,9887	3,3556
5506,0027	3,3559
5526,0169	3,3556
5546,0310	3,3559
5566,0450	3,3556
5586,0589	3,3553
5606,0742	3,3559
5626,0884	3,3556
5646,1023	3,3556
5666,1164	3,3553
5686,1306	3,3556
5706,1446	3,3559
5726,1589	3,3556
5746,1729	3,3553
5766,1869	3,3553
5786,2010	3,3553
5806,2152	3,3556
5826,2291	3,3550
5846,2434	3,3553
5866,2575	3,3547
5886,2714	3,3553
5906,2857	3,3550
5926,2997	3,3553
5946,3138	3,3553
5966,3279	3,3550
5986,3419	3,3553
6006,3561	3,3550
6026,3701	3,3550
6046,3847	3,3550
6066,3984	3,3550
6086,4125	3,3550
6106,4265	3,3547
6126,4405	3,3547
6146,4546	3,3547
6166,4688	3,3547
6186,4830	3,3547
6206,4970	3,3547
6226,5111	3,3547
6246,5252	3,3547
6266,5391	3,3547
6286,5534	3,3544
6306,5676	3,3550
6326,5817	3,3547
6346,5956	3,3547
6366,6097	3,3544
6386,6237	3,3544
6406,6379	3,3547
6426,6520	3,3544
6446,6660	3,3544
6466,6813	3,3544
6486,6953	3,3544
6506,7094	3,3544
6526,7235	3,3544
6546,7375	3,3541
6566,7516	3,3544
6586,7657	3,3544
6606,7794	3,3544
6626,7939	3,3541
6646,8080	3,3541
6666,8222	3,3544
6686,8361	3,3544
6706,8503	3,3538
6726,8644	3,3538
6746,8786	3,3538
6766,8925	3,3544
6786,9067	3,3538
6806,9208	3,3541
6826,9348	3,3538
6846,9489	3,3541
6866,9630	3,3538
6886,9771	3,3538
6906,9913	3,3538
6927,0053	3,3535
6947,0193	3,3535
6967,0334	3,3538
6987,0476	3,3538
7007,0616	3,3535
7027,0759	3,3538
7047,0899	3,3535
7067,1039	3,3535
7087,1180	3,3538
7107,1321	3,3535
7127,1462	3,3535
7147,1603	3,3535
7167,1744	3,3535
7187,1884	3,3535
7207,2026	3,3532
7227,2166	3,3532
7247,2306	3,3535
7267,2448	3,3532
7287,2590	3,3535
7307,2741	3,3535
7327,2883	3,3532
7347,3025	3,3532
7367,3163	3,3532
7387,3305	3,3532
7407,3446	3,3532
7427,3585	3,3535
7447,3726	3,3528
7467,3869	3,3532
7487,4009	3,3528
7507,4150	3,3532
7527,4290	3,3532
7547,4431	3,3532
7567,4573	3,3528
7587,4713	3,3525
7607,4856	3,3528
7627,4996	3,3528
7647,5137	3,3525
7667,5276	3,3528
7687,5417	3,3528
7707,5559	3,3528
7727,5700	3,3525
7747,5842	3,3528
7767,5981	3,3525
7787,6123	3,3522
7807,6262	3,3522
7827,6404	3,3525
7847,6546	3,3525
7867,6687	3,3525
7887,6828	3,3522
7907,6968	3,3522
7927,7109	3,3525
7947,7250	3,3522
7967,7389	3,3522
7987,7532	3,3522
8007,7672	3,3519
8027,7815	3,3522
8047,7954	3,3522
8067,8096	3,3519
8087,8236	3,3522
8107,8378	3,3516
8127,8518	3,3519
8147,8658	3,3519
8167,8811	3,3522
8187,8950	3,3519
8207,9092	3,3519
8227,9233	3,3519
8247,9373	3,3519
8267,9515	3,3519
8287,9656	3,3516
8307,9798	3,3516
8327,9937	3,3516
8348,0078	3,3516
8368,0220	3,3516
8388,0361	3,3516
8408,0500	3,3516
8428,0642	3,3513
8448,0784	3,3516
8468,0924	3,3519
8488,1064	3,3516
8508,1206	3,3516
8528,1347	3,3513
8548,1487	3,3516
8568,1628	3,3516
8588,1770	3,3513
8608,1910	3,3516
8628,2051	3,3513
8648,2193	3,3513
8668,2334	3,3513
8688,2473	3,3513
8708,2616	3,3510
8728,2758	3,3510
8748,2895	3,3513
8768,3038	3,3513
8788,3178	3,3513
8808,3321	3,3510
8828,3460	3,3510
8848,3602	3,3513
8868,3742	3,3510
8888,3883	3,3510
8908,4025	3,3510
8928,4165	3,3510
8948,4307	3,3507
8968,4446	3,3510
8988,4588	3,3510
9008,4729	3,3507
9028,4880	3,3507
9048,5020	3,3507
9068,5161	3,3507
9088,5305	3,3507
9108,5443	3,3507
9128,5585	3,3507
9148,5725	3,3504
9168,5866	3,3507
9188,6007	3,3507
9208,6149	3,3507
9228,6290	3,3507
9248,6430	3,3504
9268,6570	3,3504
9288,6712	3,3507
9308,6853	3,3504
9328,6990	3,3501
9348,7133	3,3507
9368,7279	3,3507
9388,7415	3,3501
9408,7558	3,3501
9428,7698	3,3501
9448,7838	3,3501
9468,7979	3,3501
9488,8120	3,3498
9508,8263	3,3498
9528,8402	3,3498
9548,8543	3,3498
9568,8684	3,3501
9588,8824	3,3498
9608,8966	3,3498
9628,9107	3,3494
9648,9250	3,3498
9668,9390	3,3494
9688,9530	3,3498
9708,9671	3,3494
9728,9812	3,3494
9748,9953	3,3498
9769,0093	3,3494
9789,0236	3,3498
9809,0374	3,3494
9829,0517	3,3494
9849,0655	3,3494
9869,0808	3,3494
9889,0950	3,3498
9909,1091	3,3494
9929,1233	3,3494
9949,1375	3,3494
9969,1513	3,3494
9989,1653	3,3491
10009,1795	3,3491
10029,1936	3,3491
10049,2076	3,3491
10069,2219	3,3491
10089,2359	3,3491
10109,2499	3,3491
10129,2640	3,3491
10149,2781	3,3488
10169,2921	3,3491
10189,3063	3,3488
10209,3206	3,3488
10229,3345	3,3488
10249,3485	3,3488
10269,3626	3,3488
10289,3768	3,3488
10309,3908	3,3488
10329,4049	3,3488
10349,4192	3,3488
10369,4330	3,3485
10389,4472	3,3488
10409,4612	3,3485
10429,4754	3,3488
10449,4892	3,3485
10469,5036	3,3485
10489,5177	3,3485
10509,5318	3,3482
10529,5458	3,3482
10549,5599	3,3485
10569,5740	3,3482
10589,5881	3,3482
10609,6022	3,3482
10629,6166	3,3482
10649,6304	3,3482
10669,6445	3,3482
10689,6585	3,3479
10709,6727	3,3479
10729,6878	3,3482
10749,7021	3,3479
10769,7161	3,3473
10789,7299	3,3479
10809,7439	3,3479
10829,7583	3,3479
10849,7722	3,3476
10869,7865	3,3476
10889,8004	3,3476
10909,8148	3,3476
10929,8287	3,3476
10949,8428	3,3479
10969,8570	3,3476
10989,8710	3,3476
11009,8851	3,3473
11029,8992	3,3476
11049,9134	3,3473
11069,9274	3,3473
11089,9414	3,3473
11109,9556	3,3473
11129,9698	3,3473
11149,9838	3,3473
11169,9978	3,3470
11190,0121	3,3470
11210,0260	3,3470
11230,0402	3,3467
11250,0543	3,3470
11270,0682	3,3470
11290,0824	3,3470
11310,0966	3,3467
11330,1107	3,3470
11350,1247	3,3470
11370,1386	3,3467
11390,1528	3,3470
11410,1668	3,3467
11430,1812	3,3467
11450,1951	3,3464
11470,2092	3,3467
11490,2233	3,3464
11510,2375	3,3467
11530,2515	3,3467
11550,2655	3,3464
11570,2807	3,3467
11590,2948	3,3467
11610,3088	3,3461
11630,3232	3,3464
11650,3370	3,3464
11670,3511	3,3461
11690,3654	3,3464
11710,3793	3,3461
11730,3934	3,3464
11750,4076	3,3461
11770,4217	3,3461
11790,4356	3,3461
11810,4498	3,3461
11830,4638	3,3461
11850,4778	3,3461
11870,4921	3,3461
11890,5060	3,3457
11910,5203	3,3461
11930,5343	3,3461
11950,5484	3,3457
11970,5624	3,3454
11990,5768	3,3457
12010,5922	3,3454
12030,6047	3,3454
12050,6188	3,3461
12070,6328	3,3454
12090,6469	3,3454
12110,6611	3,3454
12130,6754	3,3454
12150,6893	3,3451
12170,7034	3,3451
12190,7177	3,3454
12210,7315	3,3448
12230,7458	3,3454
12250,7595	3,3454
12270,7740	3,3451
12290,7880	3,3448
12310,8020	3,3448
12330,8161	3,3448
12350,8302	3,3451
12370,8442	3,3448
12390,8584	3,3448
12410,8726	3,3445
12430,8873	3,3445
12450,9017	3,3445
12470,9158	3,3445
12490,9299	3,3445
12510,9440	3,3445
12530,9581	3,3445
12550,9726	3,3442
12570,9863	3,3445
12591,0004	3,3445
12611,0146	3,3445
12631,0284	3,3442
12651,0427	3,3445
12671,0567	3,3445
12691,0709	3,3442
12711,0848	3,3442
12731,0990	3,3439
12751,1130	3,3439
12771,1272	3,3442
12791,1412	3,3439
12811,1553	3,3439
12831,1697	3,3442
12851,1836	3,3439
12871,1976	3,3442
12891,2117	3,3439
12911,2258	3,3436
12931,2400	3,3436
12951,2540	3,3436
12971,2683	3,3436
12991,2822	3,3433
13011,2962	3,3433
13031,3103	3,3436
13051,3244	3,3436
13071,3385	3,3433
13091,3527	3,3430
13111,3669	3,3433
13131,3810	3,3433
13151,3949	3,3433
13171,4090	3,3433
13191,4230	3,3427
13211,4371	3,3430
13231,4513	3,3430
13251,4656	3,3433
13271,4794	3,3430
13291,4946	3,3430
13311,5086	3,3430
13331,5228	3,3427
13351,5368	3,3427
13371,5510	3,3427
13391,5649	3,3427
13411,5792	3,3427
13431,5933	3,3427
13451,6075	3,3427
13471,6214	3,3427
13491,6356	3,3423
13511,6496	3,3423
13531,6638	3,3423
13551,6778	3,3423
13571,6918	3,3423
13591,7060	3,3420
13611,7200	3,3423
13631,7341	3,3423
13651,7481	3,3420
13671,7625	3,3423
13691,7764	3,3420
13711,7905	3,3420
13731,8046	3,3417
13751,8187	3,3420
13771,8327	3,3417
13791,8469	3,3420
13811,8611	3,3414
13831,8750	3,3417
13851,8891	3,3414
13871,9032	3,3417
13891,9173	3,3414
13911,9315	3,3411
13931,9455	3,3414
13951,9597	3,3402
13971,9736	3,3402
13991,9878	3,3405
14012,0018	3,3405
14032,0162	3,3405
14052,0300	3,3399
14072,0442	3,3399
14092,0582	3,3399
14112,0725	3,3399
14132,0875	3,3399
14152,1015	3,3402
14172,1159	3,3396
14192,1297	3,3399
14212,1438	3,3399
14232,1580	3,3396
14252,1720	3,3396
14272,1860	3,3396
14292,2000	3,3396
14312,2147	3,3396
14332,2284	3,3393
14352,2425	3,3396
14372,2565	3,3396
14392,2705	3,3396
14412,2847	3,3396
14432,2988	3,3393
14452,3131	3,3393
14472,3269	3,3393
14492,3411	3,3393
14512,3552	3,3393
14532,3692	3,3393
14552,3833	3,3389
14572,3974	3,3389
14592,4118	3,3389
14612,4257	3,3389
14632,4398	3,3383
14652,4537	3,3386
14672,4679	3,3383
14692,4821	3,3383
14712,4961	3,3386
14732,5102	3,3386
14752,5244	3,3383
14772,5383	3,3383
14792,5526	3,3380
14812,5668	3,3383
14832,5807	3,3380
14852,5947	3,3380
14872,6089	3,3380
14892,6230	3,3380
14912,6370	3,3377
14932,6512	3,3377
14952,6649	3,3377
14972,6793	3,3377
14992,6944	3,3377
15012,7084	3,3377
15032,7225	3,3377
15052,7367	3,3371
15072,7507	3,3374
15092,7649	3,3371
15112,7790	3,3374
15132,7930	3,3371
15152,8070	3,3371
15172,8212	3,3371
15192,8355	3,3371
15212,8495	3,3368
15232,8638	3,3368
15252,8776	3,3368
15272,8917	3,3365
15292,9058	3,3368
15312,9198	3,3365
15332,9339	3,3368
15352,9482	3,3368
15372,9623	3,3365
15392,9762	3,3362
15412,9902	3,3365
15433,0044	3,3362
15453,0185	3,3362
15473,0328	3,3362
15493,0468	3,3359
15513,0610	3,3362
15533,0750	3,3362
15553,0889	3,3359
15573,1031	3,3359
15593,1171	3,3359
15613,1316	3,3359
15633,1453	3,3355
15653,1595	3,3352
15673,1735	3,3355
15693,1877	3,3355
15713,2017	3,3352
15733,2158	3,3352
15753,2300	3,3352
15773,2440	3,3352
15793,2582	3,3349
15813,2722	3,3349
15833,2862	3,3346
15853,3014	3,3346
15873,3155	3,3349
15893,3296	3,3346
15913,3436	3,3346
15933,3577	3,3343
15953,3718	3,3343
15973,3860	3,3343
15993,4000	3,3346
16013,4143	3,3340
16033,4282	3,3340
16053,4423	3,3340
16073,4564	3,3340
16093,4705	3,3340
16113,4845	3,3337
16133,4987	3,3337
16153,5127	3,3337
16173,5269	3,3337
16193,5409	3,3337
16213,5550	3,3334
16233,5690	3,3334
16253,5832	3,3334
16273,5973	3,3331
16293,6116	3,3334
16313,6256	3,3331
16333,6397	3,3328
16353,6537	3,3331
16373,6677	3,3328
16393,6820	3,3325
16413,6960	3,3328
16433,7103	3,3325
16453,7240	3,3321
16473,7381	3,3321
16493,7523	3,3321
16513,7663	3,3321
16533,7806	3,3321
16553,7947	3,3321
16573,8088	3,3318
16593,8227	3,3318
16613,8368	3,3318
16633,8511	3,3315
16653,8650	3,3318
16673,8791	3,3315
16693,8941	3,3315
16713,9085	3,3312
16733,9225	3,3312
16753,9365	3,3309
16773,9506	3,3306
16793,9647	3,3306
16813,9789	3,3303
16833,9927	3,3303
16854,0070	3,3303
16874,0211	3,3303
16894,0351	3,3300
16914,0496	3,3300
16934,0633	3,3297
16954,0774	3,3297
16974,0915	3,3297
16994,1057	3,3294
17014,1198	3,3297
17034,1338	3,3294
17054,1479	3,3294
17074,1621	3,3294
17094,1760	3,3294
17114,1902	3,3291
17134,2044	3,3291
17154,2183	3,3288
17174,2324	3,3291
17194,2465	3,3288
17214,2607	3,3284
17234,2747	3,3288
17254,2888	3,3284
17274,3029	3,3284
17294,3172	3,3281
17314,3310	3,3281
17334,3451	3,3278
17354,3593	3,3278
17374,3735	3,3275
17394,3874	3,3275
17414,4017	3,3272
17434,4157	3,3272
17454,4298	3,3269
17474,4439	3,3269
17494,4579	3,3269
17514,4720	3,3269
17534,4861	3,3266
17554,5014	3,3266
17574,5153	3,3266
17594,5294	3,3260
17614,5434	3,3260
17634,5575	3,3260
17654,5717	3,3260
17674,5857	3,3257
17694,6000	3,3257
17714,6141	3,3257
17734,6280	3,3254
17754,6419	3,3250
17774,6562	3,3247
17794,6703	3,3247
17814,6844	3,3244
17834,6987	3,3244
17854,7126	3,3244
17874,7266	3,3238
17894,7410	3,3238
17914,7548	3,3235
17934,7689	3,3232
17954,7831	3,3232
17974,7973	3,3232
17994,8112	3,3229
18014,8251	3,3226
18034,8393	3,3226
18054,8535	3,3223
18074,8676	3,3226
18094,8817	3,3223
18114,8961	3,3213
18134,9099	3,3213
18154,9241	3,3210
18174,9380	3,3207
18194,9522	3,3201
18214,9667	3,3201
18234,9804	3,3201
18254,9946	3,3198
18275,0084	3,3198
18295,0225	3,3198
18315,0367	3,3198
18335,0507	3,3198
18355,0648	3,3192
18375,0791	3,3192
18395,0942	3,3192
18415,1083	3,3189
18435,1225	3,3186
18455,1364	3,3182
18475,1503	3,3179
18495,1645	3,3182
18515,1786	3,3176
18535,1929	3,3176
18555,2068	3,3176
18575,2209	3,3173
18595,2350	3,3170
18615,2490	3,3170
18635,2631	3,3164
18655,2773	3,3164
18675,2915	3,3164
18695,3055	3,3161
18715,3195	3,3158
18735,3337	3,3152
18755,3476	3,3152
18775,3618	3,3152
18795,3760	3,3148
18815,3901	3,3139
18835,4042	3,3136
18855,4182	3,3130
18875,4322	3,3124
18895,4464	3,3124
18915,4605	3,3124
18935,4745	3,3121
18955,4890	3,3115
18975,5029	3,3115
18995,5169	3,3115
19015,5310	3,3108
19035,5451	3,3108
19055,5589	3,3102
19075,5731	3,3102
19095,5875	3,3099
19115,6013	3,3099
19135,6154	3,3096
19155,6296	3,3093
19175,6436	3,3090
19195,6577	3,3087
19215,6719	3,3087
19235,6863	3,3084
19255,7010	3,3084
19275,7152	3,3081
19295,7291	3,3081
19315,7433	3,3074
19335,7575	3,3074
19355,7714	3,3071
19375,7857	3,3065
19395,7997	3,3062
19415,8138	3,3059
19435,8279	3,3059
19455,8420	3,3056
19475,8561	3,3053
19495,8703	3,3050
19515,8849	3,3047
19535,8982	3,3047
19555,9125	3,3043
19575,9266	3,3034
19595,9406	3,3031
19615,9547	3,3031
19635,9689	3,3025
19655,9830	3,3022
19675,9970	3,3022
19696,0110	3,3019
19716,0252	3,3016
19736,0392	3,3013
19756,0533	3,3006
19776,0675	3,3006
19796,0817	3,3003
19816,0956	3,3000
19836,1097	3,2997
19856,1238	3,2994
19876,1378	3,2991
19896,1520	3,2988
19916,1661	3,2988
19936,1804	3,2985
19956,1942	3,2982
19976,2083	3,2982
19996,2225	3,2975
20016,2365	3,2975
20036,2507	3,2972
20056,2647	3,2969
20076,2789	3,2963
20096,2929	3,2963
20116,3080	3,2963
20136,3221	3,2954
20156,3361	3,2954
20176,3503	3,2951
20196,3643	3,2951
20216,3786	3,2948
20236,3926	3,2948
20256,4066	3,2948
20276,4207	3,2948
20296,4347	3,2945
20316,4489	3,2945
20336,4630	3,2945
20356,4770	3,2942
20376,4912	3,2942
20396,5053	3,2938
20416,5194	3,2942
20436,5334	3,2938
20456,5476	3,2942
20476,5616	3,2938
20496,5759	3,2935
20516,5899	3,2926
20536,6039	3,2929
20556,6180	3,2926
20576,6321	3,2923
20596,6463	3,2923
20616,6603	3,2926
20636,6746	3,2923
20656,6882	3,2923
20676,7025	3,2920
20696,7167	3,2920
20716,7307	3,2920
20736,7448	3,2920
20756,7589	3,2920
20776,7732	3,2920
20796,7872	3,2923
20816,8016	3,2920
20836,8154	3,2917
20856,8295	3,2917
20876,8435	3,2917
20896,8578	3,2920
20916,8718	3,2917
20936,8857	3,2917
20956,8998	3,2914
20976,9149	3,2914
20996,9290	3,2914
21016,9433	3,2917
21036,9572	3,2911
21056,9714	3,2914
21076,9854	3,2914
21096,9995	3,2914
21117,0136	3,2914
21137,0277	3,2914
21157,0417	3,2911
21177,0560	3,2911
21197,0702	3,2914
21217,0840	3,2911
21237,0981	3,2911
21257,1122	3,2908
21277,1262	3,2895
21297,1404	3,2901
21317,1545	3,2901
21337,1688	3,2901
21357,1828	3,2904
21377,1968	3,2901
21397,2108	3,2904
21417,2250	3,2908
21437,2391	3,2901
21457,2532	3,2904
21477,2673	3,2901
21497,2813	3,2901
21517,2954	3,2904
21537,3097	3,2904
21557,3236	3,2898
21577,3378	3,2901
21597,3518	3,2904
21617,3659	3,2895
21637,3803	3,2901
21657,3941	3,2892
21677,4082	3,2901
21697,4222	3,2898
21717,4364	3,2901
21737,4505	3,2892
21757,4645	3,2898
21777,4788	3,2898
21797,4927	3,2895
21817,5078	3,2895
21837,5219	3,2895
21857,5360	3,2895
21877,5502	3,2892
21897,5643	3,2892
21917,5785	3,2889
21937,5924	3,2892
21957,6065	3,2889
21977,6206	3,2883
21997,6346	3,2886
22017,6487	3,2883
22037,6628	3,2880
22057,6771	3,2883
22077,6910	3,2880
22097,7052	3,2877
22117,7196	3,2877
22137,7333	3,2877
22157,7473	3,2877
22177,7614	3,2877
22197,7759	3,2877
22217,7897	3,2877
22237,8036	3,2877
22257,8179	3,2877
22277,8319	3,2874
22297,8460	3,2874
22317,8602	3,2874
22337,8744	3,2874
22357,8882	3,2870
22377,9024	3,2870
22397,9165	3,2870
22417,9305	3,2870
22437,9446	3,2870
22457,9587	3,2867
22477,9731	3,2867
22497,9870	3,2870
22518,0011	3,2867
22538,0152	3,2867
22558,0292	3,2867
22578,0434	3,2867
22598,0574	3,2864
22618,0716	3,2864
22638,0856	3,2867
22658,0997	3,2864
22678,1147	3,2861
22698,1289	3,2861
22718,1429	3,2858
22738,1569	3,2858
22758,1713	3,2858
22778,1853	3,2858
22798,1993	3,2855
22818,2135	3,2855
22838,2274	3,2852
22858,2417	3,2855
22878,2558	3,2852
22898,2700	3,2852
22918,2840	3,2852
22938,2981	3,2852
22958,3121	3,2849
22978,3262	3,2846
22998,3403	3,2849
23018,3543	3,2849
23038,3686	3,2846
23058,3825	3,2846
23078,3967	3,2846
23098,4108	3,2843
23118,4248	3,2840
23138,4390	3,2840
23158,4530	3,2840
23178,4672	3,2855
23198,4811	3,2849
23218,4952	3,2852
23238,5093	3,2849
23258,5235	3,2849
23278,5376	3,2852
23298,5516	3,2852
23318,5659	3,2846
23338,5799	3,2849
23358,5939	3,2843
23378,6081	3,2846
23398,6223	3,2840
23418,6366	3,2840
23438,6503	3,2840
23458,6646	3,2833
23478,6785	3,2830
23498,6925	3,2830
23518,7066	3,2827
23538,7219	3,2827
23558,7358	3,2824
23578,7498	3,2824
23598,7641	3,2824
23618,7781	3,2824
23638,7923	3,2821
23658,8064	3,2818
23678,8203	3,2821
23698,8346	3,2818
23718,8486	3,2815
23738,8628	3,2815
23758,8767	3,2809
