t/s	U/V
2419,0577	4,0210
2439,0715	4,0222
2459,0852	4,0234
2479,0989	4,0250
2499,1126	4,0259
2519,1264	4,0271
2539,1400	4,0287
2559,1539	4,0299
2579,1677	4,0315
2599,1813	4,0324
2619,1950	4,0336
2639,2087	4,0349
2659,2225	4,0361
2679,2362	4,0370
2699,2500	4,0386
2719,2638	4,0398
2739,2775	4,0413
2759,2912	4,0423
2779,3050	4,0432
2799,3187	4,0451
2819,3325	4,0460
2839,3462	4,0469
2859,3600	4,0485
2879,3737	4,0494
2899,3875	4,0509
2919,4012	4,0519
2939,4150	4,0531
2959,4286	4,0546
2979,4424	4,0559
2999,4562	4,0568
3019,4700	4,0580
3039,4837	4,0590
3059,4973	4,0605
3079,5111	4,0617
3099,5249	4,0624
3119,5386	4,0639
3139,5523	4,0648
3159,5662	4,0664
3179,5798	4,0673
3199,5935	4,0682
3219,6073	4,0692
3239,6210	4,0707
3259,6349	4,0716
3279,6485	4,0725
3299,6624	4,0741
3319,6760	4,0750
3339,6898	4,0759
3359,7035	4,0772
3379,7172	4,0784
3399,7310	4,0793
3419,7448	4,0806
3439,7585	4,0815
3459,7722	4,0831
3479,7860	4,0837
3499,7999	4,0852
3519,8135	4,0861
3539,8272	4,0874
3559,8409	4,0886
3579,8547	4,0892
3599,8684	4,0902
3619,8821	4,0914
3639,8959	4,0926
3659,9096	4,0932
3679,9234	4,0942
3699,9374	4,0954
3719,9508	4,0960
3739,9645	4,0973
3759,9783	4,0982
3779,9921	4,0991
3800,0058	4,1007
3820,0196	4,1016
3840,0333	4,1025
3860,0469	4,1034
3880,0608	4,1044
3900,0745	4,1053
3920,0883	4,1065
3940,1020	4,1075
3960,1158	4,1084
3980,1295	4,1093
4000,1432	4,1102
4020,1570	4,1112
4040,1708	4,1118
4060,1845	4,1130
4080,1982	4,1146
4100,2119	4,1155
4120,2257	4,1161
4140,2394	4,1177
4160,2531	4,1180
4180,2669	4,1189
4200,2806	4,1198
4220,2944	4,1207
4240,3082	4,1217
4260,3219	4,1226
4280,3357	4,1235
4300,3494	4,1248
4320,3631	4,1257
4340,3768	4,1263
4360,3905	4,1272
4380,4044	4,1282
4400,4180	4,1291
4420,4318	4,1300
4440,4456	4,1306
4460,4592	4,1316
4480,4731	4,1322
4500,4869	4,1334
4520,5005	4,1343
4540,5143	4,1353
4560,5279	4,1359
4580,5417	4,1368
4600,5555	4,1374
4620,5693	4,1380
4640,5830	4,1393
4660,5967	4,1402
4680,6105	4,1408
4700,6244	4,1418
4720,6379	4,1427
4740,6517	4,1433
4760,6654	4,1442
4780,6792	4,1455
4800,6931	4,1458
4820,7067	4,1470
4840,7205	4,1479
4860,7340	4,1485
4880,7479	4,1495
4900,7616	4,1501
4920,7753	4,1510
4940,7891	4,1519
4960,8028	4,1529
4980,8167	4,1535
5000,8306	4,1547
5020,8440	4,1557
5040,8579	4,1563
5060,8715	4,1569
5080,8853	4,1578
5100,8991	4,1584
5120,9128	4,1594
5140,9265	4,1603
5160,9403	4,1609
5180,9542	4,1618
5200,9677	4,1631
5220,9815	4,1637
5240,9952	4,1646
5261,0090	4,1655
5281,0227	4,1658
5301,0364	4,1668
5321,0502	4,1680
5341,0639	4,1683
5361,0776	4,1692
5381,0915	4,1702
5401,1051	4,1705
5421,1189	4,1717
5441,1326	4,1726
5461,1464	4,1730
5481,1601	4,1742
5501,1739	4,1748
5521,1875	4,1754
5541,2014	4,1760
5561,2151	4,1767
5581,2288	4,1776
5601,2426	4,1782
5621,2569	4,1788
5641,2701	4,1794
5661,2838	4,1807
5681,2975	4,1810
5701,3113	4,1819
5721,3250	4,1822
5741,3387	4,1832
5761,3525	4,1838
5781,3662	4,1844
5801,3800	4,1850
5821,3937	4,1856
5841,4074	4,1862
5861,4213	4,1875
5881,4349	4,1878
5901,4486	4,1884
5921,4624	4,1893
5941,4761	4,1899
5961,4899	4,1903
5981,5036	4,1909
6001,5175	4,1915
6021,5312	4,1921
6041,5449	4,1927
6061,5587	4,1937
6081,5724	4,1940
6101,5861	4,1949
6121,5997	4,1955
6141,6136	4,1961
6161,6274	4,1964
6181,6411	4,1971
6201,6549	4,1980
6221,6685	4,1986
6241,6822	4,1992
6261,6960	4,1998
6281,7098	4,2005
6301,7239	4,2011
6321,7373	4,2014
6341,7510	4,2020
6361,7647	4,2026
6381,7786	4,2035
6401,7923	4,2035
6421,8060	4,2045
6441,8197	4,2051
6461,8335	4,2054
6481,8473	4,2063
6501,8610	4,2069
6521,8748	4,2072
6541,8885	4,2079
6561,9022	4,2082
6581,9159	4,2088
6601,9296	4,2094
6621,9434	4,2097
6641,9572	4,2100
6661,9709	4,2110
6681,9846	4,2113
6701,9984	4,2116
6722,0121	4,2122
6742,0259	4,2128
6762,0395	4,2134
6782,0535	4,2137
6802,0671	4,2137
6822,0808	4,2147
6842,0946	4,2150
6862,1083	4,2156
6882,1221	4,2162
6902,1358	4,2165
6922,1496	4,2168
6942,1634	4,2174
6962,1770	4,2181
6982,1908	4,2181
7002,2046	4,2184
7022,2183	4,2190
7042,2320	4,2196
7062,2457	4,2196
7082,2595	4,2202
7102,2732	4,2208
7122,2869	4,2215
7142,3006	4,2218
7162,3144	4,2221
7182,3282	4,2227
7202,3420	4,2230
7222,3557	4,2233
7242,3694	4,2242
7262,3832	4,2242
7282,3969	4,2245
7302,4107	4,2252
7322,4244	4,2255
7342,4382	4,2255
7362,4518	4,2261
7382,4656	4,2267
7402,4793	4,2267
7422,4931	4,2273
7442,5069	4,2276
7462,5205	4,2279
7482,5343	4,2283
7502,5481	4,2286
7522,5618	4,2289
7542,5755	4,2295
7562,5893	4,2298
7582,6030	4,2298
7602,6170	4,2304
7622,6305	4,2307
7642,6442	4,2313
7662,6580	4,2317
7682,6718	4,2320
7702,6854	4,2320
7722,6992	4,2323
7742,7130	4,2329
7762,7267	4,2335
7782,7405	4,2332
7802,7542	4,2341
7822,7679	4,2341
7842,7816	4,2341
7862,7954	4,2347
7882,8092	4,2347
7902,8229	4,2351
7922,8366	4,2357
7942,8504	4,2357
7962,8641	4,2360
7982,8778	4,2366
8002,8916	4,2369
8022,9053	4,2372
8042,9191	4,2375
8062,9328	4,2378
8082,9466	4,2381
8102,9603	4,2385
8122,9740	4,2385
8142,9878	4,2391
8163,0015	4,2388
8183,0153	4,2394
8203,0290	4,2394
8223,0427	4,2400
8243,0565	4,2400
8263,0702	4,2403
8283,0842	4,2406
8303,0977	4,2406
8323,1115	4,2412
8343,1252	4,2418
8363,1389	4,2415
8383,1527	4,2422
8403,1664	4,2422
8423,1802	4,2428
8443,1938	4,2428
8463,2076	4,2428
8483,2214	4,2431
8503,2351	4,2431
8523,2489	4,2437
8543,2625	4,2440
8563,2766	4,2443
8583,2901	4,2443
8603,3039	4,2443
8623,3176	4,2446
8643,3313	4,2449
8663,3451	4,2452
8683,3588	4,2456
8703,3725	4,2459
8723,3863	4,2459
8743,4000	4,2465
8763,4138	4,2465
8783,4276	4,2465
8803,4412	4,2471
8823,4550	4,2468
8843,4688	4,2471
8863,4824	4,2474
8883,4962	4,2474
8903,5103	4,2477
8923,5237	4,2480
8943,5374	4,2480
8963,5512	4,2486
8983,5650	4,2483
9003,5787	4,2483
9023,5925	4,2486
9043,6062	4,2493
9063,6200	4,2493
9083,6338	4,2493
9103,6474	4,2496
9123,6611	4,2496
9143,6750	4,2499
9163,6886	4,2499
9183,7023	4,2505
9203,7161	4,2505
9223,7299	4,2505
9243,7436	4,2508
9263,7573	4,2511
9283,7710	4,2511
9303,7848	4,2517
9323,7985	4,2511
9343,8122	4,2517
9363,8260	4,2517
9383,8398	4,2517
9403,8535	4,2520
9423,8673	4,2524
9443,8810	4,2524
9463,8948	4,2520
9483,9085	4,2530
9503,9222	4,2527
9523,9360	4,2530
9543,9497	4,2536
9563,9634	4,2536
9583,9772	4,2533
9603,9909	4,2539
9624,0047	4,2539
9644,0185	4,2539
9664,0321	4,2542
9684,0459	4,2545
9704,0596	4,2542
9724,0734	4,2548
9744,0871	4,2548
9764,1009	4,2548
9784,1146	4,2548
9804,1283	4,2551
9824,1421	4,2551
9844,1559	4,2554
9864,1696	4,2554
9884,1833	4,2554
9904,1973	4,2558
9924,2109	4,2561
9944,2245	4,2561
9964,2382	4,2564
9984,2520	4,2564
10004,2658	4,2567
10024,2795	4,2570
10044,2933	4,2567
10064,3070	4,2570
10084,3208	4,2570
10104,3344	4,2570
10124,3482	4,2576
10144,3619	4,2573
10164,3757	4,2576
10184,3894	4,2576
10204,4033	4,2579
10224,4171	4,2579
10244,4306	4,2582
10264,4444	4,2582
10284,4583	4,2582
10304,4719	4,2585
10324,4857	4,2588
10344,4993	4,2588
10364,5131	4,2591
10384,5269	4,2588
10404,5406	4,2588
10424,5543	4,2595
10444,5681	4,2595
10464,5819	4,2595
10484,5956	4,2595
10504,6093	4,2598
10524,6231	4,2598
10544,6368	4,2601
10564,6506	4,2598
10584,6642	4,2598
10604,6780	4,2604
10624,6918	4,2604
10644,7055	4,2607
10664,7193	4,2607
10684,7330	4,2607
10704,7468	4,2607
10724,7604	4,2610
10744,7742	4,2610
10764,7880	4,2613
10784,8018	4,2616
10804,8154	4,2619
10824,8291	4,2616
10844,8429	4,2619
10864,8566	4,2616
10884,8704	4,2619
10904,8841	4,2622
10924,8980	4,2619
10944,9116	4,2622
10964,9253	4,2622
10984,9391	4,2625
11004,9529	4,2629
11024,9667	4,2629
11044,9803	4,2629
11064,9941	4,2629
11085,0078	4,2629
11105,0216	4,2632
11125,0353	4,2635
11145,0491	4,2632
11165,0628	4,2632
11185,0765	4,2635
11205,0903	4,2638
11225,1041	4,2641
11245,1178	4,2638
11265,1316	4,2638
11285,1453	4,2644
11305,1589	4,2641
11325,1727	4,2644
11345,1864	4,2644
11365,2003	4,2644
11385,2140	4,2644
11405,2277	4,2644
11425,2414	4,2650
11445,2552	4,2647
11465,2689	4,2650
11485,2827	4,2653
11505,2965	4,2653
11525,3101	4,2653
11545,3239	4,2653
11565,3376	4,2656
11585,3515	4,2656
11605,3651	4,2659
11625,3788	4,2659
11645,3926	4,2659
11665,4063	4,2659
11685,4202	4,2663
11705,4338	4,2666
11725,4475	4,2663
11745,4612	4,2666
11765,4751	4,2663
11785,4888	4,2669
11805,5025	4,2666
11825,5162	4,2669
11845,5300	4,2669
11865,5437	4,2672
11885,5574	4,2669
11905,5712	4,2675
11925,5850	4,2672
11945,5987	4,2672
11965,6125	4,2675
11985,6262	4,2675
12005,6399	4,2675
12025,6537	4,2678
12045,6675	4,2681
12065,6812	4,2678
12085,6950	4,2681
12105,7086	4,2681
12125,7223	4,2684
12145,7361	4,2684
12165,7498	4,2684
12185,7636	4,2687
12205,7775	4,2687
12225,7911	4,2687
12245,8048	4,2693
12265,8186	4,2687
12285,8323	4,2690
12305,8461	4,2690
12325,8600	4,2690
12345,8735	4,2693
12365,8873	4,2693
12385,9010	4,2697
12405,9148	4,2693
12425,9285	4,2693
12445,9422	4,2693
12465,9560	4,2693
12485,9697	4,2697
12505,9836	4,2697
12525,9973	4,2697
12546,0109	4,2697
12566,0247	4,2697
12586,0384	4,2700
12606,0523	4,2697
12626,0659	4,2703
12646,0798	4,2703
12666,0934	4,2703
12686,1071	4,2706
12706,1210	4,2703
12726,1346	4,2709
12746,1486	4,2709
12766,1621	4,2712
12786,1759	4,2709
12806,1899	4,2712
12826,2034	4,2712
12846,2171	4,2712
12866,2308	4,2712
12886,2446	4,2712
12906,2584	4,2715
12926,2721	4,2715
12946,2858	4,2718
12966,2995	4,2715
12986,3132	4,2718
13006,3270	4,2721
13026,3408	4,2718
13046,3545	4,2721
13066,3683	4,2721
13086,3820	4,2721
13106,3958	4,2721
13126,4095	4,2724
13146,4232	4,2724
13166,4369	4,2724
13186,4506	4,2724
13206,4644	4,2724
13226,4782	4,2727
13246,4919	4,2727
13266,5057	4,2724
13286,5195	4,2727
13306,5331	4,2731
13326,5469	4,2731
13346,5607	4,2731
13366,5745	4,2734
13386,5882	4,2734
13406,6018	4,2734
13426,6156	4,2737
13446,6293	4,2737
13466,6431	4,2734
13486,6568	4,2737
13506,6706	4,2737
13526,6844	4,2737
13546,6981	4,2740
13566,7118	4,2737
13586,7255	4,2740
13606,7392	4,2740
13626,7530	4,2743
13646,7668	4,2743
13666,7805	4,2740
13686,7944	4,2743
13706,8080	4,2743
13726,8218	4,2743
13746,8355	4,2743
13766,8492	4,2746
13786,8630	4,2746
13806,8767	4,2746
13826,8905	4,2749
13846,9041	4,2749
13866,9179	4,2752
13886,9317	4,2749
13906,9455	4,2749
13926,9591	4,2752
13946,9730	4,2755
13966,9868	4,2752
13987,0003	4,2755
14007,0141	4,2758
14027,0279	4,2755
14047,0416	4,2758
14067,0554	4,2755
14087,0691	4,2758
14107,0832	4,2758
14127,0965	4,2761
14147,1103	4,2761
14167,1240	4,2761
14187,1378	4,2761
14207,1517	4,2761
14227,1653	4,2761
14247,1789	4,2765
14267,1927	4,2761
14287,2064	4,2765
14307,2202	4,2768
14327,2340	4,2765
14347,2477	4,2765
14367,2615	4,2768
14387,2752	4,2768
14407,2890	4,2768
14427,3027	4,2768
14447,3164	4,2771
14467,3302	4,2768
14487,3439	4,2774
14507,3577	4,2774
14527,3714	4,2774
14547,3851	4,2777
14567,3989	4,2774
14587,4126	4,2774
14607,4263	4,2774
14627,4402	4,2777
14647,4539	4,2777
14667,4677	4,2777
14687,4815	4,2777
14707,4950	4,2777
14727,5089	4,2777
14747,5226	4,2780
14767,5363	4,2780
14787,5501	4,2780
14807,5638	4,2780
14827,5776	4,2780
14847,5913	4,2783
14867,6050	4,2783
14887,6187	4,2783
14907,6325	4,2786
14927,6463	4,2783
14947,6599	4,2786
14967,6738	4,2786
14987,6875	4,2783
15007,7012	4,2786
15027,7150	4,2786
15047,7287	4,2789
15067,7424	4,2786
15087,7562	4,2786
15107,7699	4,2789
15127,7837	4,2789
15147,7974	4,2792
15167,8111	4,2789
15187,8249	4,2792
15207,8387	4,2789
15227,8524	4,2792
15247,8662	4,2792
15267,8799	4,2792
15287,8936	4,2792
15307,9074	4,2795
15327,9210	4,2792
15347,9348	4,2795
15367,9486	4,2792
15387,9623	4,2795
15407,9763	4,2798
15427,9898	4,2795
15448,0035	4,2795
15468,0172	4,2798
15488,0310	4,2795
15508,0447	4,2798
15528,0586	4,2798
15548,0722	4,2795
15568,0860	4,2802
15588,0997	4,2798
15608,1135	4,2802
15628,1271	4,2802
15648,1410	4,2802
15668,1547	4,2802
15688,1684	4,2805
15708,1821	4,2805
15728,1960	4,2802
15748,2097	4,2805
15768,2234	4,2805
15788,2371	4,2808
15808,2508	4,2808
15828,2646	4,2808
15848,2784	4,2805
15868,2921	4,2808
15888,3058	4,2808
15908,3196	4,2808
15928,3333	4,2808
15948,3472	4,2811
15968,3610	4,2808
15988,3745	4,2808
16008,3883	4,2811
16028,4021	4,2814
16048,4158	4,2811
16068,4295	4,2811
16088,4433	4,2811
16108,4569	4,2814
16128,4708	4,2814
16148,4845	4,2817
16168,4983	4,2814
16188,5120	4,2814
16208,5257	4,2817
16228,5394	4,2817
16248,5532	4,2817
16268,5669	4,2817
16288,5805	4,2817
16308,5944	4,2817
16328,6082	4,2820
16348,6219	4,2820
16368,6356	4,2817
16388,6495	4,2820
16408,6631	4,2820
16428,6769	4,2823
16448,6906	4,2817
16468,7043	4,2820
16488,7181	4,2820
16508,7318	4,2823
16528,7456	4,2823
16548,7594	4,2820
16568,7731	4,2823
16588,7868	4,2823
16608,8006	4,2820
16628,8143	4,2823
16648,8282	4,2823
16668,8417	4,2823
16688,8555	4,2829
16708,8693	4,2829
16728,8830	4,2826
16748,8967	4,2829
16768,9105	4,2826
16788,9251	4,2832
16808,9381	4,2826
16828,9517	4,2829
16848,9655	4,2832
16868,9792	4,2832
16888,9929	4,2832
16909,0067	4,2832
16929,0204	4,2836
16949,0341	4,2829
16969,0480	4,2832
16989,0616	4,2836
17009,0754	4,2832
17029,0891	4,2836
17049,1029	4,2832
17069,1166	4,2836
17089,1303	4,2836
17109,1442	4,2839
17129,1579	4,2839
17149,1716	4,2839
17169,1854	4,2836
17189,1991	4,2839
17209,2128	4,2839
17229,2265	4,2839
17249,2402	4,2839
17269,2541	4,2839
17289,2678	4,2839
17309,2815	4,2842
17329,2954	4,2839
17349,3090	4,2839
17369,3226	4,2839
17389,3365	4,2839
17409,3502	4,2842
17429,3639	4,2842
17449,3777	4,2842
17469,3914	4,2842
17489,4052	4,2842
17509,4189	4,2845
17529,4327	4,2845
17549,4464	4,2842
17569,4602	4,2845
17589,4739	4,2845
17609,4876	4,2845
17629,5014	4,2845
17649,5152	4,2848
17669,5289	4,2848
17689,5426	4,2848
17709,5563	4,2848
17729,5702	4,2848
17749,5838	4,2851
17769,5976	4,2848
17789,6113	4,2851
17809,6251	4,2848
17829,6388	4,2851
17849,6525	4,2851
17869,6663	4,2851
17889,6800	4,2851
17909,6937	4,2854
17929,7075	4,2857
17949,7213	4,2854
17969,7350	4,2854
17989,7488	4,2854
18009,7628	4,2857
18029,7762	4,2857
18049,7899	4,2857
18069,8037	4,2857
18089,8175	4,2857
18109,8312	4,2857
18129,8450	4,2857
18149,8587	4,2857
18169,8695	4,2857
18189,8834	4,2860
18209,8971	4,2857
18229,9108	4,2857
18249,9245	4,2860
18269,9383	4,2860
18289,9433	4,2857
18309,9570	4,2860
18329,9707	4,2860
18349,9844	4,2860
18369,9982	4,2860
18390,0119	4,2863
18410,0257	4,2860
18430,0394	4,2860
18450,0532	4,2860
18470,0669	4,2866
18490,0808	4,2860
18510,0944	4,2863
18530,1081	4,2863
18550,1221	4,2863
18570,1356	4,2863
18590,1494	4,2863
18610,1631	4,2866
18630,1769	4,2870
18650,1907	4,2870
18670,2043	4,2866
18690,2181	4,2866
18710,2320	4,2870
18730,2456	4,2866
18750,2593	4,2866
18770,2731	4,2866
18790,2870	4,2870
18810,3005	4,2866
18830,3143	4,2870
18850,3280	4,2870
18870,3418	4,2870
18890,3555	4,2870
18910,3693	4,2870
18930,3830	4,2870
18950,3968	4,2873
18970,4105	4,2873
18990,4243	4,2873
19010,4380	4,2873
19030,4518	4,2876
19050,4654	4,2876
19070,4792	4,2876
19090,4929	4,2873
19110,5068	4,2876
19130,5204	4,2876
19150,5342	4,2876
19170,5479	4,2879
19190,5617	4,2876
19210,5754	4,2879
19230,5891	4,2879
19250,6028	4,2882
19270,6166	4,2882
19290,6303	4,2876
19310,6441	4,2879
19330,6578	4,2879
19350,6716	4,2882
19370,6854	4,2879
19390,6991	4,2882
19410,7128	4,2885
19430,7266	4,2885
19450,7403	4,2885
19470,7540	4,2882
19490,7679	4,2885
19510,7815	4,2888
19530,7952	4,2885
19550,8089	4,2885
19570,8227	4,2888
19590,8364	4,2888
19610,8502	4,2885
19630,8639	4,2888
19650,8777	4,2891
19670,8914	4,2888
19690,9052	4,2888
19710,9189	4,2888
19730,9327	4,2888
19750,9464	4,2888
19770,9602	4,2891
19790,9738	4,2888
19810,9876	4,2888
19831,0013	4,2891
19851,0152	4,2891
19871,0289	4,2891
19891,0426	4,2891
19911,0564	4,2891
19931,0701	4,2891
19951,0838	4,2891
19971,0975	4,2891
19991,1113	4,2894
20011,1250	4,2894
20031,1388	4,2894
20051,1525	4,2894
20071,1663	4,2894
20091,1801	4,2894
20111,1937	4,2894
20131,2075	4,2894
20151,2212	4,2897
20171,2349	4,2894
20191,2488	4,2897
20211,2624	4,2894
20231,2763	4,2897
20251,2900	4,2894
20271,3037	4,2897
20291,3174	4,2897
20311,3311	4,2897
20331,3450	4,2897
20351,3586	4,2900
20371,3724	4,2897
20391,3861	4,2900
20411,3999	4,2900
20431,4136	4,2900
20451,4275	4,2904
20471,4411	4,2904
20491,4548	4,2904
20511,4685	4,2904
20531,4823	4,2904
20551,4960	4,2907
20571,5098	4,2907
20591,5235	4,2904
20611,5373	4,2904
20631,5510	4,2907
20651,5648	4,2907
20671,5786	4,2910
20691,5922	4,2907
20711,6061	4,2907
20731,6197	4,2910
20751,6335	4,2907
20771,6472	4,2910
20791,6611	4,2910
20811,6747	4,2910
20831,6884	4,2910
20851,7022	4,2913
20871,7159	4,2910
20891,7297	4,2913
20911,7436	4,2910
20931,7572	4,2913
20951,7709	4,2913
20971,7846	4,2913
20991,7984	4,2913
21011,8122	4,2913
21031,8258	4,2910
21051,8396	4,2916
21071,8534	4,2916
21091,8672	4,2916
21111,8808	4,2913
21131,8946	4,2913
21151,9086	4,2916
21171,9220	4,2916
21191,9358	4,2913
21211,9496	4,2916
21231,9633	4,2916
21251,9770	4,2919
21271,9908	4,2919
21292,0045	4,2919
21312,0183	4,2922
21332,0320	4,2919
21352,0457	4,2919
21372,0595	4,2916
21392,0734	4,2919
21412,0869	4,2922
21432,1007	4,2922
21452,1145	4,2922
21472,1282	4,2922
21492,1420	4,2922
21512,1556	4,2925
21532,1694	4,2928
21552,1832	4,2925
21572,1969	4,2925
21592,2106	4,2925
21612,2244	4,2928
21632,2382	4,2928
21652,2518	4,2928
21672,2656	4,2928
21692,2793	4,2928
21712,2929	4,2931
21732,3068	4,2928
21752,3205	4,2931
21772,3342	4,2931
21792,3481	4,2931
21812,3618	4,2928
21832,3753	4,2931
21852,3893	4,2934
21872,4030	4,2931
21892,4166	4,2934
21912,4305	4,2931
21932,4442	4,2934
21952,4578	4,2934
21972,4717	4,2938
21992,4855	4,2938
22012,4991	4,2934
22032,5129	4,2938
22052,5267	4,2941
22072,5403	4,2938
22092,5542	4,2938
22112,5680	4,2941
22132,5816	4,2938
22152,5954	4,2941
22172,6092	4,2938
22192,6228	4,2941
22212,6366	4,2938
22232,6504	4,2941
22252,6639	4,2938
22272,6778	4,2941
22292,6916	4,2938
22312,7052	4,2941
22332,7191	4,2941
22352,7328	4,2941
22372,7464	4,2944
22392,7603	4,2944
22412,7740	4,2941
22432,7876	4,2941
22452,8019	4,2944
22472,8154	4,2944
22492,8289	4,2944
22512,8428	4,2944
22532,8565	4,2947
22552,8704	4,2947
22572,8840	4,2944
22592,8977	4,2947
22612,9113	4,2947
22632,9252	4,2950
22652,9390	4,2950
22672,9525	4,2950
22692,9665	4,2950
22712,9802	4,2950
22732,9938	4,2950
22753,0077	4,2953
22773,0214	4,2956
22793,0350	4,2950
22813,0488	4,2953
22833,0626	4,2953
22853,0764	4,2953
22873,0901	4,2950
22893,1039	4,2953
22913,1175	4,2956
22933,1314	4,2956
22953,1451	4,2953
22973,1588	4,2956
22993,1725	4,2956
23013,1863	4,2953
23033,2003	4,2959
23053,2138	4,2956
23073,2276	4,2959
23093,2413	4,2956
23113,2550	4,2959
23133,2694	4,2959
23153,2825	4,2959
23173,2963	4,2959
23193,3100	4,2962
23213,3238	4,2962
23233,3375	4,2962
23253,3513	4,2962
23273,3649	4,2965
23293,3786	4,2965
23313,3924	4,2962
23333,4063	4,2965
23353,4200	4,2965
23373,4337	4,2965
23393,4475	4,2968
23413,4614	4,2968
23433,4749	4,2968
23453,4886	4,2968
23473,5024	4,2968
23493,5161	4,2965
23513,5299	4,2968
23533,5436	4,2968
23553,5573	4,2968
23573,5711	4,2971
23593,5850	4,2971
23613,5986	4,2971
23633,6123	4,2971
23653,6260	4,2971
23673,6398	4,2971
23693,6536	4,2975
23713,6673	4,2978
23733,6810	4,2975
23753,6949	4,2978
23773,7086	4,2978
23793,7223	4,2975
23813,7360	4,2975
23833,7497	4,2978
23853,7634	4,2978
23873,7773	4,2978
23893,7909	4,2978
23913,8047	4,2978
23933,8184	4,2981
23953,8322	4,2981
23973,8459	4,2978
23993,8596	4,2981
24013,8734	4,2981
24033,8873	4,2981
24053,9009	4,2981
24073,9147	4,2978
24093,9284	4,2984
24113,9421	4,2984
24133,9558	4,2984
24153,9697	4,2987
24173,9833	4,2987
24193,9972	4,2990
24214,0108	4,2984
24234,0246	4,2984
24254,0383	4,2987
24274,0521	4,2990
24294,0658	4,2984
24314,0795	4,2987
24334,0934	4,2987
24354,1070	4,2990
24374,1208	4,2987
24394,1345	4,2987
24414,1482	4,2990
24434,1619	4,2990
24454,1757	4,2990
24474,1894	4,2990
